Scores,Label
0.557,+
0.977,+
-0.1271,+
0.2588,+
1.643,+
1.447,+
0.56,+
1.686,+
0.1688,+
1.155,+
0.9814,+
-0.1656,+
0.7305,+
-0.2644,+
1.496,+
1.244,+
1.607,+
0.741,+
0.588,+
-0.07776,+
0.689,+
1.104,+
0.4744,+
0.914,+
0.2502,+
1.057,+
0.0638,+
0.2396,+
0.888,+
0.975,+
0.605,+
0.008,+
0.854,+
0.1345,+
-0.2515,+
0.1045,+
0.9194,+
1.795,+
0.453,+
1.175,+
0.855,+
0.7393,+
-0.2708,+
0.4219,+
0.335,+
1.709,+
0.54,+
1.324,+
0.3381,+
0.796,+
-0.0799,+
-0.0928,+
1.074,+
0.3533,+
0.9214,+
1.428,+
0.6694,+
-0.1313,+
1.37,+
0.884,+
1.175,+
0.926,+
1.459,+
1.246,+
0.5815,+
0.9116,+
0.7393,+
-0.348,+
0.4734,+
-0.0306,+
0.1881,+
-0.1506,+
0.619,+
0.628,+
2.146,+
0.4102,+
1.103,+
0.3018,+
-0.1549,+
1.543,+
0.1538,+
0.673,+
-0.2236,+
1.013,+
0.631,+
-0.0499,+
0.1109,+
0.927,+
0.1367,+
0.6567,+
0.6406,+
1.053,+
0.3274,+
-0.14,+
0.395,+
0.409,+
0.8013,+
1.3955,+
0.278,+
0.8306,+
0.552,+
0.5796,+
0.2428,+
0.5923,+
2.03,+
1.001,+
1.132,+
0.395,+
0.6543,+
0.3008,+
1.012,+
0.278,+
0.8325,+
0.9204,+
0.4048,+
1.176,+
0.1731,+
0.8413,+
1.232,+
0.69,+
0.3274,+
1.349,+
0.927,+
0.986,+
0.552,+
0.1066,+
0.568,+
0.5903,+
0.6943,+
0.7373,+
0.825,+
0.4465,+
0.2203,+
0.3909,+
0.2332,+
0.8774,+
0.821,+
1.425,+
0.186,+
0.2428,+
0.9062,+
0.76,+
0.637,+
0.6934,+
1.378,+
0.825,+
0.126,+
0.9893,+
0.4465,+
0.776,+
0.8755,+
0.7607,+
0.5537,+
0.82,+
0.3533,+
1.279,+
0.1473,+
0.334,+
1.138,+
-0.5776,+
0.5464,+
-0.779,+
0.3188,+
0.5225,+
0.988,+
0.7007,+
0.2374,+
0.0852,+
0.7812,+
0.2964,+
0.7607,+
0.6245,+
0.07446,+
1.683,+
1.426,+
0.7734,+
0.681,+
0.1302,+
0.335,+
-0.32,+
0.7383,+
0.3135,+
-0.9893,+
0.4905,+
1.432,+
-0.08636,+
-0.2964,+
0.1881,+
0.705,+
0.35,+
0.3018,+
1.472,+
0.975,+
0.8486,+
-0.1486,+
0.7007,+
0.9956,+
0.3982,+
0.2676,+
0.04446,+
0.8174,+
0.857,+
0.9062,+
1.414,+
0.6997,+
0.4368,+
0.7188,+
0.381,+
1.014,+
1.239,+
1.271,+
0.2096,+
1.001,+
1.132,+
0.5464,+
1.31,+
1.507,+
1.552,+
0.8604,+
0.9463,+
0.8174,+
0.2976,+
0.335,+
0.8936,+
1.356,+
1.147,+
0.84,+
0.1946,+
0.587,+
0.7607,+
0.5483,+
0.1881,+
1.265,+
1.082,+
0.3909,+
0.1646,+
-0.0542,+
0.949,+
1.505,+
0.708,+
0.2471,+
1.139,+
-0.4895,+
1.728,+
1.548,+
0.1174,+
-0.1614,+
0.2181,+
0.929,+
0.532,+
0.9116,+
0.975,+
0.9023,+
0.7544,+
-0.76,+
0.8174,+
-0.6245,+
0.888,+
0.9946,+
1.23,+
0.602,+
1.414,+
0.9956,+
0.661,+
0.1946,+
-0.575,+
1.508,+
0.5293,+
0.8496,+
2.014,+
1.07,+
0.676,+
0.8916,+
1.34,+
1.213,+
0.718,+
1.048,+
0.7114,+
0.5806,+
0.8755,+
0.988,+
1.191,+
0.3103,+
1.101,+
1.6455,+
1.493,+
0.1045,+
1.657,+
0.156,+
1.5,+
0.676,+
1.257,+
1.142,+
0.2482,+
0.9785,+
0.2181,+
0.2053,+
-0.09924,+
-0.02846,+
0.3318,+
0.2856,+
0.9785,+
1.103,+
1.576,+
0.02301,+
0.2588,+
0.526,+
0.602,+
1.087,+
-0.1078,+
0.926,+
0.4712,+
-0.8413,+
0.4583,+
0.614,+
0.4626,+
1.301,+
-0.32,+
0.8057,+
1.351,+
1.228,+
0.845,+
0.792,+
1.239,+
1.742,+
0.9507,+
1.76,+
0.2203,+
1.728,+
0.05304,+
-0.1271,+
0.736,+
0.517,+
0.128,+
1.125,+
1.191,+
0.594,+
0.3704,+
0.4797,+
0.8945,+
0.4048,+
0.3018,+
0.05948,+
0.572,+
0.3457,+
0.498,+
-0.0005755,+
0.916,+
1.142,+
0.1646,+
1.418,+
0.5054,+
0.5044,+
0.1367,+
1.035,+
0.2417,+
0.6597,+
0.984,+
0.5464,+
0.10876,+
0.4187,+
-0.0456,+
0.365,+
0.2267,+
0.6387,+
0.246,+
0.872,+
0.7036,+
0.9634,+
0.0638,+
1.163,+
0.395,+
0.10876,+
0.8906,+
0.9814,+
0.4412,+
1.231,+
1.116,+
0.707,+
0.141,+
0.7876,+
1.9795,+
0.4443,+
1.568,+
0.8335,+
-0.03275,+
0.914,+
1.046,+
0.56,+
0.128,+
0.5464,+
0.838,+
0.508,+
0.3125,+
0.9644,+
0.8765,+
0.9893,+
0.825,+
0.4219,+
1.607,+
0.854,+
0.5635,+
0.9556,+
0.0659,+
-0.007008,+
1.178,+
0.524,+
1.372,+
0.1946,+
0.81,+
-0.2236,+
-0.7617,+
0.4636,+
0.5547,+
0.9707,+
0.5796,+
0.5913,+
0.854,+
0.11523,+
0.8306,+
1.462,+
0.8604,+
0.88,+
0.2396,+
-0.2107,+
1.049,+
1.398,+
0.02087,+
1.132,+
0.2556,+
1.589,+
0.2396,+
0.246,+
0.561,+
0.2428,+
0.8066,+
0.5557,+
1.016,+
0.9507,+
0.7876,+
1.012,+
0.977,+
1.389,+
1.015,+
0.4712,+
-0.08203,+
0.5376,+
0.602,+
1.2,+
1.051,+
0.4573,+
0.5537,+
0.1174,+
1.001,+
0.3372,+
-0.12494,+
0.619,+
0.1816,+
0.7393,+
0.2332,+
0.365,+
0.452,+
1.099,+
1.244,+
0.275,+
0.2588,+
-0.0928,+
0.708,+
1.535,+
0.2267,+
1.017,+
1.827,+
0.721,+
0.675,+
1.163,+
-0.3264,+
0.4734,+
0.2267,+
1.243,+
0.619,+
-0.1486,+
0.51,+
0.1881,+
1.231,+
1.2,+
0.4497,+
0.7812,+
1.076,+
2.195,+
-0.393,+
0.2856,+
0.3372,+
0.4368,+
0.1302,+
0.3662,+
0.438,+
1.418,+
0.08307,+
0.379,+
1.223,+
0.8853,+
0.0852,+
-0.5347,+
0.1666,+
-0.1293,+
0.07446,+
0.4294,+
0.8667,+
0.201,+
0.07874,+
0.9546,+
0.571,+
0.4175,+
1.841,+
0.5503,+
-0.1656,+
0.558,+
1.082,+
0.514,+
1.146,+
0.588,+
1.177,+
1.52,+
0.514,+
0.957,+
0.2396,+
0.3726,+
0.9185,+
0.576,+
0.4583,+
0.9277,+
0.00586,+
0.453,+
0.3628,+
-0.0005755,+
0.932,+
1.301,+
0.2181,+
0.3726,+
0.5464,+
-0.00272,+
0.826,+
0.572,+
1.508,+
1.058,+
1.174,+
1.051,+
0.602,+
0.08307,+
1.098,+
0.545,+
0.3457,+
0.1066,+
0.957,+
0.75,+
0.8936,+
-0.09924,+
0.6675,+
0.483,+
0.05304,+
1.269,+
0.679,+
0.1473,+
0.528,+
0.0573,+
1.524,+
0.6675,+
1.091,+
1.417,+
1.642,+
0.1238,+
0.1924,+
1.568,+
0.5806,+
1.406,+
0.6855,+
1.188,+
1.18,+
0.11523,+
0.9946,+
0.8936,+
0.07446,+
0.156,+
0.9385,+
1.292,+
0.926,+
0.81,+
0.2847,+
0.5483,+
1.014,+
0.6685,+
1.639,+
0.2515,+
1.101,+
0.628,+
0.1174,+
0.4497,+
1.795,+
0.2878,+
0.03802,+
-0.1957,+
-0.0306,+
0.8164,+
0.2642,+
-0.1506,+
0.78,+
1.23,+
1.378,+
0.8594,+
0.4102,+
0.5635,+
-0.0542,+
-0.1335,+
1.051,+
0.6577,+
0.3555,+
0.6836,+
-0.4102,+
1.36,+
-0.2343,+
0.572,+
0.9453,+
0.2632,+
0.6587,+
0.4766,+
0.6577,+
0.942,+
0.3608,+
1.289,+
0.4915,+
0.6523,+
0.958,+
1.124,+
0.716,+
0.409,+
0.6836,+
0.3103,+
0.438,+
1.755,+
0.958,+
0.5923,+
1.104,+
1.203,+
0.552,+
-0.1164,+
-0.2708,+
0.7983,+
0.7544,+
0.8906,+
2.098,+
0.0573,+
0.379,+
0.926,+
0.1367,+
0.3833,+
1.167,+
0.986,+
-0.0542,+
0.141,+
0.03802,+
0.8477,+
0.128,+
1.445,+
1.067,+
0.5483,+
0.4014,+
0.584,+
1.236,+
0.3447,+
1.434,+
1.942,+
0.5894,+
1.742,+
0.1774,+
0.9546,+
-0.04776,+
0.3416,+
0.468,+
0.777,+
1.402,+
0.8584,+
