Scores,Label
-0.826,+
1.276,+
1.467,+
0.829,+
1.919,+
-0.003248,+
0.0285,+
1.459,+
0.749,+
0.4192,+
2.885,+
0.6953,+
2.266,+
1.239,+
1.386,+
2.195,+
-0.3262,+
0.632,+
0.821,+
1.586,+
2.562,+
0.6167,+
1.457,+
0.6733,+
1.149,+
1.477,+
1.948,+
1.206,+
0.698,+
1.105,+
0.2452,+
1.165,+
-0.71,+
1.865,+
1.979,+
-0.0419,+
1.684,+
-0.2213,+
0.7544,+
1.327,+
0.4316,+
0.2328,+
-0.0557,+
1.119,+
1.723,+
-1.144,+
-0.3816,+
0.4082,+
1.784,+
0.7134,+
2.703,+
0.6772,+
0.829,+
1.459,+
0.4082,+
1.038,+
-0.08057,+
0.3447,+
-0.1827,+
-0.1357,+
-1.494,+
1.1455,+
0.1182,+
1.842,+
2.309,+
0.9673,+
-1.022,+
0.4482,+
0.9175,+
-0.2103,+
-0.1469,+
1.302,+
1.897,+
3.053,+
0.53,+
0.3032,+
0.6636,+
1.343,+
2.555,+
0.836,+
-1.069,+
1.92,+
1.25,+
1.481,+
1.939,+
-0.735,+
-0.6826,+
0.9355,+
1.307,+
-0.202,+
1.374,+
-0.58,+
0.9893,+
-0.0778,+
-0.5913,+
0.3418,+
0.462,+
1.122,+
2.727,+
0.81,+
-0.5225,+
0.313,+
0.5654,+
0.712,+
-1.881,+
0.662,+
0.9756,+
-0.2986,+
0.6416,+
1.057,+
1.094,+
0.811,+
1.276,+
-0.691,+
1.232,+
1.245,+
-0.768,+
0.3115,+
0.7974,+
1.495,+
0.375,+
-0.826,+
-0.0916,+
1.561,+
1.232,+
1.671,+
0.8345,+
0.4453,+
0.1196,+
1.374,+
0.05887,+
0.7544,+
1.788,+
0.6387,+
2.041,+
0.785,+
1.202,+
1.369,+
1.276,+
-0.191,+
1.26,+
1.548,+
1.537,+
1.986,+
2.203,+
1.104,+
0.8027,+
0.6167,+
-0.1606,+
1.187,+
0.579,+
1.719,+
0.557,+
0.8525,+
0.6206,+
-0.492,+
0.684,+
0.2935,+
1.094,+
0.1638,+
-0.746,+
1.176,+
1.629,+
2.096,+
2.316,+
0.632,+
0.557,+
1.25,+
0.4634,+
0.676,+
-0.699,+
1.07,+
1.434,+
1.705,+
1.738,+
0.9453,+
2.71,+
-0.7295,+
1.85,+
2.18,+
1.212,+
2.555,+
0.1982,+
2.08,+
1.183,+
-1.058,+
0.3765,+
0.7065,+
-0.6714,+
1.881,+
2.023,+
-1.201,+
-0.0198,+
0.3281,+
1.165,+
-0.1109,+
0.7407,+
1.933,+
1.603,+
-0.895,+
1.043,+
0.8486,+
1.035,+
1.527,+
0.321,+
1.019,+
0.901,+
0.5806,+
1.089,+
0.4453,+
1.216,+
0.684,+
0.1942,+
0.7227,+
0.745,+
-0.2324,+
1.952,+
-0.3428,+
0.1003,+
1.043,+
0.2522,+
1.362,+
1.049,+
1.582,+
2.326,+
1.48,+
-0.09985,+
0.796,+
1.355,+
0.527,+
0.2976,+
1.683,+
1.719,+
1.561,+
2.133,+
1.505,+
0.04782,+
1.276,+
0.4744,+
1.866,+
1.094,+
-0.1385,+
1.488,+
0.3584,+
1.399,+
0.9907,+
0.712,+
0.6387,+
0.3018,+
0.0423,+
-0.6797,+
-1.26,+
1.174,+
-0.5444,+
0.02298,+
2.643,+
1.365,+
-0.0557,+
1.592,+
1.076,+
-0.2544,+
1.076,+
-0.4534,+
-0.03915,+
0.3267,+
-0.4368,+
0.8623,+
0.353,+
2.465,+
1.442,+
-0.1606,+
-0.2793,+
0.1555,+
0.5903,+
-1.406,+
0.4524,+
0.3308,+
0.777,+
2.492,+
-1.541,+
0.1542,+
0.03125,+
0.2343,+
-0.594,+
0.3625,+
2.42,+
2.445,+
2.594,+
2.396,+
1.41,+
0.3267,+
0.4316,+
0.1238,+
1.605,+
0.651,+
1.4375,+
1.767,+
1.336,+
-0.3042,+
1.902,+
-0.03085,+
-0.456,+
1.836,+
0.7134,+
1.431,+
0.3142,+
1.476,+
0.4578,+
-0.01429,+
1.671,+
1.704,+
2.986,+
-1.822,+
1.236,+
1.283,+
1.028,+
0.836,+
0.05197,+
-0.47,+
-0.0916,+
1.216,+
0.2617,+
0.821,+
0.6084,+
1.162,+
-0.757,+
0.002274,+
2.229,+
-0.583,+
1.26,+
0.4966,+
1.026,+
1.469,+
1.651,+
1.751,+
-1.151,+
1.045,+
1.239,+
1.105,+
-0.633,+
1.858,+
2.283,+
0.0644,+
-0.8896,+
-0.5693,+
0.1735,+
0.811,+
1.155,+
-0.282,+
0.1431,+
2.016,+
0.7437,+
-0.2573,+
0.654,+
-0.3098,+
0.4011,+
-1.199,+
0.705,+
1.784,+
-1.307,+
1.094,+
0.1624,+
2.217,+
0.3584,+
2.174,+
0.984,+
1.925,+
1.878,+
3.053,+
1.0,+
-0.2324,+
2.06,+
2.664,+
1.62,+
0.2107,+
0.9243,+
1.692,+
1.006,+
0.782,+
0.9688,+
1.325,+
1.546,+
1.784,+
-0.01429,+
1.899,+
1.648,+
1.343,+
0.829,+
1.584,+
0.5254,+
0.31,+
0.659,+
0.5986,+
-0.481,+
1.149,+
1.748,+
-1.423,+
1.115,+
0.01608,+
-0.1744,+
-1.066,+
0.313,+
-0.02809,+
0.0285,+
1.337,+
0.9272,+
0.6274,+
0.429,+
1.042,+
1.964,+
-0.2075,+
-1.088,+
0.3323,+
0.1859,+
-0.1578,+
2.312,+
-0.2517,+
0.73,+
2.584,+
1.238,+
-0.746,+
0.4978,+
1.6,+
0.313,+
0.7534,+
1.643,+
2.09,+
0.364,+
0.6,+
1.202,+
0.5156,+
0.01608,+
1.104,+
0.619,+
1.172,+
0.4607,+
0.789,+
1.353,+
1.366,+
1.293,+
0.4536,+
-0.26,+
0.3184,+
1.299,+
0.2466,+
-0.1827,+
-0.12476,+
1.317,+
0.6304,+
0.2383,+
1.235,+
-0.0557,+
0.2922,+
1.457,+
0.2935,+
