Scores,Label
0.008545,+
0.8677,+
0.2333,+
-1.541,+
0.5073,+
0.351,+
0.7964,+
0.10583,+
-0.2435,+
0.7075,+
-1.001,+
1.676,+
-0.519,+
0.2744,+
0.8564,+
0.654,+
0.6743,+
0.81,+
0.5923,+
3.531,+
1.843,+
0.9897,+
1.357,+
1.719,+
-0.664,+
0.295,+
1.345,+
0.64,+
0.6265,+
0.636,+
0.955,+
-0.05173,+
-0.793,+
0.381,+
-0.4834,+
1.056,+
-0.2546,+
-0.3628,+
0.5947,+
1.471,+
0.621,+
0.48,+
0.2578,+
1.673,+
0.883,+
0.262,+
0.902,+
1.27,+
-0.02296,+
-0.2189,+
-0.9575,+
0.4182,+
-0.09424,+
0.12225,+
-0.1257,+
0.2003,+
1.913,+
0.3018,+
-0.086,+
1.191,+
0.791,+
-0.3928,+
0.31,+
-0.112,+
0.7075,+
0.721,+
1.14,+
0.7715,+
1.272,+
0.8086,+
0.807,+
1.012,+
0.03732,+
2.06,+
0.3538,+
0.9883,+
0.3496,+
0.839,+
1.558,+
-0.1407,+
-0.1887,+
0.5454,+
0.5703,+
-1.0205,+
-0.5137,+
0.03732,+
0.3594,+
0.5923,+
1.178,+
0.4058,+
1.03,+
2.803,+
-0.8013,+
0.1031,+
0.7305,+
-1.316,+
1.441,+
0.902,+
0.1661,+
-0.1517,+
-0.2861,+
0.962,+
2.66,+
0.9497,+
0.4072,+
0.6865,+
0.6704,+
0.6797,+
0.603,+
1.43,+
1.328,+
1.198,+
0.6304,+
-0.3381,+
-1.062,+
0.3032,+
0.625,+
0.2236,+
0.2812,+
0.7305,+
-0.5493,+
-1.517,+
1.18,+
-0.881,+
1.274,+
0.025,+
0.721,+
0.574,+
-0.8887,+
0.254,+
0.3127,+
0.3389,+
0.65,+
-0.36,+
1.82,+
-0.234,+
1.709,+
0.0469,+
0.2812,+
-0.2477,+
0.839,+
1.978,+
0.9336,+
-0.03119,+
0.3223,+
-1.571,+
1.353,+
-1.311,+
-1.708,+
-0.1764,+
0.8403,+
0.6553,+
0.3552,+
0.502,+
-0.02434,+
-1.453,+
1.771,+
0.151,+
-0.8945,+
0.7114,+
0.12366,+
0.2113,+
0.5044,+
0.905,+
0.654,+
0.3223,+
0.2756,+
-2.44,+
0.173,+
-0.79,+
-0.952,+
0.3196,+
0.757,+
2.146,+
0.0839,+
-0.01201,+
0.2031,+
0.7812,+
-1.391,+
-1.059,+
1.368,+
1.495,+
0.795,+
0.528,+
0.1401,+
0.299,+
0.644,+
0.7334,+
0.7197,+
0.666,+
0.1292,+
0.1113,+
0.21,+
-1.154,+
-1.776,+
-0.1682,+
0.05377,+
0.4414,+
-0.2052,+
1.101,+
0.58,+
0.543,+
0.8936,+
0.10583,+
1.328,+
0.0428,+
-0.2408,+
-0.7764,+
0.955,+
0.5293,+
1.404,+
0.1373,+
-1.676,+
-1.007,+
0.691,+
-1.133,+
0.669,+
-2.953,+
0.7637,+
0.3154,+
0.509,+
0.4429,+
0.81,+
1.866,+
0.636,+
1.255,+
0.0867,+
0.603,+
0.75,+
2.236,+
0.236,+
0.3826,+
-1.341,+
0.09076,+
0.9565,+
0.7144,+
1.341,+
-0.519,+
-0.1367,+
-0.0819,+
0.91,+
-0.06683,+
-0.16,+
-0.1079,+
1.177,+
-0.4805,+
1.158,+
0.0428,+
-0.3188,+
-2.953,+
0.902,+
0.61,+
-0.1819,+
1.624,+
0.795,+
0.613,+
0.4702,+
0.1373,+
1.307,+
1.188,+
-0.123,+
1.03,+
0.722,+
0.9185,+
0.6978,+
0.8633,+
0.6865,+
0.3909,+
-0.0682,+
1.294,+
1.111,+
0.5605,+
0.6567,+
-0.3818,+
1.406,+
-0.07776,+
1.576,+
0.725,+
0.7524,+
0.4429,+
-0.8394,+
0.798,+
0.05786,+
0.1292,+
-1.054,+
1.067,+
1.262,+
0.4292,+
0.3826,+
0.1525,+
0.4648,+
1.761,+
-1.656,+
0.8633,+
-0.1586,+
-1.401,+
-0.1284,+
0.6333,+
0.5923,+
-1.856,+
1.255,+
0.2003,+
-1.319,+
-0.4697,+
0.3674,+
-0.1997,+
0.662,+
-0.1407,+
0.5225,+
1.613,+
-0.508,+
0.299,+
-0.16,+
-0.982,+
0.317,+
-0.8887,+
0.2155,+
0.262,+
0.329,+
0.603,+
-0.08875,+
-0.944,+
0.3333,+
0.7075,+
2.328,+
0.6294,+
0.173,+
0.8003,+
1.384,+
0.7114,+
1.4,+
-0.1832,+
1.08,+
0.04965,+
0.4429,+
0.3674,+
0.1853,+
1.569,+
-0.7217,+
0.773,+
0.528,+
1.86,+
0.3853,+
-0.02708,+
0.414,+
-0.73,+
0.8647,+
1.266,+
0.2278,+
1.326,+
0.484,+
-0.6313,+
-1.119,+
0.7153,+
-0.4368,+
0.3894,+
-0.1641,+
-0.4558,+
0.0469,+
0.7744,+
-0.2915,+
0.4702,+
0.2593,+
0.7935,+
2.568,+
0.466,+
0.9116,+
0.735,+
0.5103,+
0.7744,+
0.4607,+
0.6196,+
0.2935,+
0.6387,+
0.854,+
0.7007,+
-0.7026,+
-0.464,+
2.094,+
0.635,+
1.714,+
0.9785,+
-0.2094,+
0.9966,+
1.664,+
1.243,+
0.2196,+
1.022,+
0.9907,+
0.02087,+
0.4922,+
0.1757,+
0.8716,+
0.7144,+
0.4482,+
1.3,+
1.142,+
1.336,+
1.424,+
1.086,+
-0.538,+
0.088,+
0.751,+
0.3003,+
-0.238,+
0.5044,+
0.9116,+
0.199,+
-0.7603,+
-0.3079,+
1.747,+
0.4744,+
1.1045,+
0.02087,+
-1.647,+
1.01,+
2.6,+
0.9404,+
0.125,+
0.392,+
0.7715,+
1.407,+
-0.2052,+
0.466,+
1.221,+
0.3223,+
-0.4805,+
1.483,+
2.324,+
-0.664,+
-0.689,+
1.2,+
-1.119,+
0.858,+
0.932,+
-0.7407,+
1.304,+
1.733,+
1.151,+
0.11816,+
0.9814,+
1.127,+
0.932,+
-0.0696,+
1.33,+
0.977,+
0.6196,+
1.718,+
-0.2408,+
0.277,+
0.173,+
0.2168,+
1.764,+
0.373,+
0.0524,+
-1.344,+
0.10034,+
-0.3245,+
0.543,+
0.0825,+
1.931,+
0.0825,+
-0.238,+
-0.538,+
0.3044,+
1.0625,+
-0.1436,+
-0.4531,+
1.393,+
-1.062,+
1.347,+
0.929,+
0.2264,+
-0.434,+
0.7456,+
-1.133,+
-0.705,+
0.6675,+
1.76,+
-0.604,+
1.037,+
0.762,+
1.07,+
0.858,+
0.1401,+
-0.2642,+
-0.818,+
0.9307,+
0.358,+
-0.1175,+
0.247,+
-0.2874,+
1.036,+
0.4182,+
-0.604,+
-0.1724,+
0.883,+
-0.3901,+
0.3525,+
0.01403,+
-0.1517,+
0.4045,+
3.535,+
0.2373,+
-1.3955,+
0.7812,+
0.11816,+
1.369,+
0.4949,+
0.358,+
0.3223,+
0.1292,+
-1.319,+
1.044,+
0.1825,+
-0.4778,+
1.425,+
0.5347,+
0.6797,+
0.803,+
0.6567,+
0.1483,+
-0.2449,+
1.528,+
0.7744,+
-0.3818,+
2.443,+
1.12,+
0.7456,+
0.2181,+
1.45,+
1.106,+
0.7856,+
0.9346,+
0.8677,+
-0.6177,+
-0.4558,+
-0.563,+
-0.6094,+
0.003065,+
-0.05722,+
0.836,+
1.35,+
-0.5874,+
0.754,+
0.524,+
1.001,+
2.604,+
-1.473,+
0.2401,+
-0.7573,+
-0.6123,+
-0.2517,+
1.554,+
0.9663,+
-0.815,+
0.75,+
1.332,+
0.6196,+
0.088,+
1.644,+
0.636,+
0.7715,+
0.81,+
0.9473,+
-0.0682,+
0.2551,+
-1.439,+
0.6006,+
0.3071,+
0.4128,+
0.6006,+
0.9663,+
-0.508,+
1.48,+
-2.146,+
-0.4778,+
1.187,+
0.1346,+
0.621,+
0.569,+
0.2346,+
-0.12024,+
0.162,+
1.251,+
0.2935,+
0.7305,+
1.8955,+
0.9966,+
0.5757,+
-0.2148,+
1.111,+
1.257,+
1.0625,+
0.04828,+
0.0825,+
0.6704,+
1.391,+
0.528,+
-0.5737,+
0.609,+
-0.01611,+
0.584,+
-0.2627,+
1.713,+
-0.1436,+
1.544,+
1.084,+
0.4648,+
-0.1777,+
0.6265,+
0.791,+
0.188,+
1.503,+
0.588,+
0.511,+
1.182,+
1.178,+
0.6226,+
1.066,+
-0.0805,+
0.7783,+
0.1483,+
0.6704,+
0.6074,+
0.728,+
0.0935,+
0.2893,+
1.683,+
-0.3079,+
1.037,+
-0.7437,+
-0.2805,+
0.2073,+
0.336,+
-0.09283,+
1.363,+
1.393,+
-0.2244,+
2.31,+
0.473,+
-1.8125,+
-0.604,+
1.581,+
1.357,+
0.3647,+
-0.2094,+
0.4758,+
-0.2148,+
0.9746,+
0.2908,+
1.435,+
1.264,+
-1.931,+
-0.7764,+
0.999,+
0.9473,+
0.8843,+
0.1263,+
0.6924,+
0.2688,+
0.3071,+
0.9883,+
-2.916,+
2.771,+
0.6226,+
-0.5874,+
0.0757,+
0.973,+
1.219,+
0.7812,+
-0.010635,+
-0.2435,+
1.035,+
1.6,+
1.622,+
0.5757,+
1.365,+
1.435,+
1.625,+
-0.8916,+
1.844,+
0.0428,+
0.02773,+
1.717,+
2.443,+
-0.1915,+
1.118,+
0.844,+
1.853,+
1.161,+
0.3552,+
0.3223,+
-0.648,+
1.058,+
1.129,+
-0.812,+
-0.3682,+
-0.2285,+
1.01,+
-0.8286,+
0.4236,+
-0.5464,+
0.4346,+
0.7744,+
0.528,+
2.48,+
-0.535,+
-0.7764,+
-0.626,+
0.806,+
0.04828,+
1.755,+
0.015396,+
-0.4421,+
1.825,+
0.939,+
1.205,+
0.4429,+
1.384,+
2.135,+
0.9883,+
0.34,+
0.7183,+
-0.519,+
1.094,+
0.7305,+
-0.07776,+
0.9004,+
-0.08875,+
-0.2737,+
0.4387,+
0.7046,+
0.943,+
0.574,+
0.0935,+
0.5195,+
1.161,+
0.6636,+
0.5317,+
-0.3984,+
0.665,+
1.622,+
0.713,+
-0.7246,+
1.379,+
0.632,+
-0.8887,+
-0.049,+
1.112,+
-0.7026,+
1.077,+
-1.73,+
0.87,+
1.228,+
0.7866,+
-1.394,+
-0.0079,+
2.57,+
-0.0915,+
0.71,+
-1.944,+
0.7007,+
-0.086,+
-1.82,+
0.6787,+
1.572,+
1.608,+
1.763,+
-0.2477,+
-0.771,+
3.09,+
1.293,+
1.136,+
0.199,+
1.071,+
-0.2134,+
0.7485,+
1.439,+
