Scores,Label
1.296,+
1.594,+
0.1151,+
0.824,+
0.3303,+
1.004,+
-0.1737,+
0.716,+
0.8516,+
1.81,+
1.746,+
0.734,+
2.125,+
2.344,+
1.08,+
0.4592,+
0.956,+
0.7837,+
1.283,+
1.259,+
-0.1748,+
1.095,+
0.9404,+
1.283,+
1.35,+
0.4797,+
0.7075,+
0.756,+
1.73,+
1.611,+
0.7227,+
1.481,+
1.875,+
0.3464,+
1.077,+
1.428,+
1.046,+
3.021,+
1.644,+
1.784,+
0.2957,+
-0.0954,+
0.734,+
1.567,+
1.728,+
0.8193,+
1.468,+
0.206,+
0.2095,+
1.7295,+
0.649,+
0.6973,+
0.0323,+
1.548,+
0.6064,+
-0.1678,+
0.6616,+
0.2463,+
0.3142,+
1.24,+
0.382,+
1.164,+
0.665,+
1.411,+
0.85,+
-0.08734,+
1.714,+
2.283,+
-0.865,+
0.9614,+
0.4407,+
0.2854,+
-0.2128,+
0.6006,+
0.9326,+
0.5625,+
0.3958,+
1.854,+
0.152,+
1.783,+
1.747,+
1.721,+
-0.299,+
0.4304,+
0.9487,+
0.2532,+
0.5625,+
1.425,+
0.884,+
0.7837,+
1.405,+
1.898,+
1.414,+
1.07,+
1.658,+
-1.137,+
1.499,+
0.7466,+
0.08636,+
1.345,+
0.8057,+
0.878,+
1.083,+
1.185,+
1.686,+
0.473,+
0.4614,+
1.187,+
-1.811,+
1.8955,+
0.2854,+
0.564,+
1.544,+
0.971,+
2.44,+
-0.1449,+
0.8857,+
-0.4395,+
0.558,+
-0.55,+
0.366,+
0.4673,+
0.4673,+
0.52,+
0.2957,+
0.4648,+
0.3142,+
0.6694,+
1.116,+
0.512,+
0.7744,+
1.108,+
-0.1805,+
1.087,+
0.2854,+
2.537,+
1.507,+
0.3394,+
0.4868,+
2.23,+
-1.208,+
0.3198,+
1.151,+
-0.6626,+
2.062,+
0.535,+
1.301,+
0.525,+
-0.3164,+
0.771,+
0.603,+
2.09,+
1.578,+
1.167,+
1.373,+
1.326,+
1.985,+
2.645,+
0.513,+
0.8643,+
0.3647,+
-0.2783,+
1.714,+
1.349,+
-0.626,+
0.6226,+
0.6177,+
-0.8696,+
0.2417,+
1.487,+
0.7695,+
0.8594,+
0.582,+
-0.5015,+
-0.2094,+
0.3982,+
0.145,+
0.748,+
-0.3394,+
1.328,+
0.6523,+
1.868,+
1.719,+
0.648,+
0.389,+
1.637,+
0.5938,+
1.286,+
0.837,+
0.5176,+
0.504,+
1.517,+
-0.6006,+
1.779,+
0.4878,+
0.6694,+
2.658,+
0.329,+
1.296,+
1.173,+
1.361,+
0.2795,+
1.116,+
0.3635,+
0.9907,+
0.2267,+
0.808,+
1.069,+
1.317,+
0.5215,+
2.057,+
-0.1633,+
0.829,+
0.6123,+
3.303,+
0.2048,+
0.965,+
0.4788,+
0.0944,+
1.329,+
1.414,+
0.549,+
0.8228,+
1.139,+
0.1991,+
0.694,+
1.074,+
1.041,+
1.092,+
0.6514,+
1.791,+
1.104,+
-0.771,+
1.311,+
-0.757,+
0.917,+
0.236,+
0.1749,+
0.2394,+
1.559,+
0.634,+
1.848,+
1.106,+
2.037,+
0.9116,+
0.305,+
1.439,+
0.2383,+
0.1151,+
0.0944,+
0.9385,+
1.113,+
0.4753,+
1.091,+
1.036,+
0.787,+
-1.155,+
-0.0989,+
0.0852,+
1.27,+
1.307,+
0.4602,+
1.047,+
0.7295,+
1.394,+
0.1059,+
0.927,+
0.8647,+
1.472,+
0.801,+
2.502,+
1.002,+
1.633,+
1.983,+
0.1128,+
2.016,+
0.7993,+
-0.575,+
2.182,+
0.936,+
0.4521,+
1.108,+
0.7065,+
0.458,+
1.415,+
0.04495,+
1.425,+
-0.428,+
1.734,+
0.542,+
1.229,+
0.71,+
1.464,+
0.9907,+
0.859,+
0.7856,+
1.477,+
0.1346,+
-0.1943,+
0.9487,+
0.536,+
1.456,+
1.852,+
0.1082,+
1.484,+
1.304,+
1.142,+
1.479,+
0.688,+
0.665,+
0.6895,+
1.183,+
0.3176,+
1.988,+
0.366,+
1.933,+
1.548,+
0.961,+
1.795,+
1.565,+
0.94,+
0.9307,+
-0.996,+
1.616,+
0.4326,+
0.8716,+
0.572,+
0.4868,+
1.631,+
0.83,+
0.765,+
1.174,+
-0.1265,+
0.7744,+
0.878,+
0.3867,+
1.85,+
0.818,+
0.898,+
0.9688,+
1.73,+
1.083,+
1.261,+
0.7686,+
1.0,+
1.511,+
-0.2024,+
0.966,+
1.168,+
0.411,+
0.4304,+
-1.127,+
-1.07,+
0.9937,+
1.926,+
1.745,+
0.932,+
1.279,+
2.084,+
0.548,+
1.097,+
1.958,+
0.099,+
1.623,+
0.1923,+
0.698,+
1.337,+
0.5337,+
1.514,+
0.0829,+
0.2025,+
1.635,+
1.165,+
0.02539,+
-0.497,+
-0.1702,+
1.179,+
0.2761,+
0.2888,+
0.3762,+
0.9336,+
1.453,+
1.21,+
0.9106,+
0.1439,+
1.395,+
1.2,+
0.772,+
1.457,+
0.8105,+
-0.2323,+
1.243,+
0.951,+
1.169,+
1.467,+
0.8105,+
0.672,+
0.1243,+
0.2532,+
2.734,+
1.321,+
0.1059,+
0.966,+
1.163,+
0.7144,+
1.051,+
1.444,+
1.463,+
0.6074,+
0.8447,+
-0.277,+
1.136,+
1.551,+
1.396,+
1.198,+
1.095,+
0.9136,+
0.7803,+
0.3752,+
0.794,+
1.485,+
0.62,+
0.3003,+
1.082,+
0.658,+
1.39,+
0.52,+
0.739,+
0.0645,+
0.152,+
0.932,+
1.651,+
0.8237,+
0.571,+
0.961,+
3.113,+
1.419,+
1.403,+
0.3108,+
-0.985,+
1.935,+
1.452,+
0.5156,+
0.321,+
0.548,+
0.3867,+
1.707,+
0.8994,+
0.68,+
1.472,+
0.8037,+
0.5464,+
0.963,+
0.8027,+
1.262,+
-0.9434,+
1.273,+
0.2244,+
-0.8306,+
1.329,+
1.189,+
0.6133,+
1.102,+
1.564,+
1.202,+
-0.7915,+
1.446,+
0.3591,+
0.1323,+
1.477,+
-0.61,+
0.02078,+
0.443,+
2.695,+
1.206,+
1.092,+
1.36,+
-0.00568,+
-1.749,+
1.031,+
0.926,+
1.87,+
0.1876,+
-0.0839,+
1.572,+
0.06335,+
1.634,+
0.742,+
1.462,+
0.7847,+
0.6143,+
1.166,+
0.6284,+
1.701,+
1.832,+
0.536,+
0.6514,+
1.625,+
1.268,+
1.539,+
1.174,+
1.714,+
0.664,+
1.016,+
1.281,+
1.947,+
1.219,+
0.933,+
1.079,+
1.667,+
1.092,+
1.145,+
1.476,+
0.711,+
0.07025,+
1.038,+
0.7363,+
1.795,+
0.8687,+
1.366,+
0.878,+
-1.649,+
2.012,+
1.783,+
2.248,+
-0.3003,+
0.582,+
1.624,+
1.414,+
1.488,+
1.485,+
0.8877,+
-0.1909,+
1.071,+
1.288,+
-0.3635,+
0.1749,+
0.642,+
0.6626,+
-0.773,+
0.2659,+
1.319,+
1.471,+
1.487,+
1.288,+
1.61,+
-0.11035,+
1.301,+
0.9243,+
1.219,+
1.308,+
-0.994,+
1.605,+
1.143,+
1.286,+
0.2324,+
0.8853,+
1.235,+
0.811,+
1.564,+
1.712,+
1.112,+
1.948,+
0.7847,+
-0.05054,+
0.717,+
0.5557,+
1.489,+
0.8164,+
0.6973,+
1.033,+
1.094,+
0.6616,+
1.509,+
1.046,+
0.906,+
1.389,+
1.726,+
0.5854,+
0.7803,+
0.259,+
2.02,+
0.987,+
0.665,+
-0.582,+
1.867,+
0.8853,+
1.117,+
0.9453,+
0.3037,+
0.2554,+
0.609,+
1.163,+
0.3796,+
0.7446,+
1.146,+
0.7524,+
0.3833,+
2.314,+
1.308,+
0.4373,+
0.4614,+
-1.02,+
1.783,+
1.166,+
0.3672,+
0.3394,+
1.292,+
0.749,+
0.4407,+
-0.01949,+
1.179,+
1.365,+
1.271,+
1.06,+
0.5674,+
1.526,+
0.3027,+
-0.957,+
0.743,+
0.3752,+
0.5547,+
0.152,+
0.8877,+
1.902,+
0.572,+
1.524,+
1.193,+
1.415,+
0.3787,+
2.133,+
1.757,+
1.499,+
0.1278,+
0.4338,+
1.029,+
1.299,+
1.114,+
1.183,+
0.75,+
0.4224,+
1.155,+
0.6855,+
0.9263,+
-0.665,+
0.649,+
0.466,+
1.484,+
1.433,+
1.711,+
1.555,+
0.2498,+
0.765,+
2.072,+
0.2693,+
1.348,+
2.291,+
1.798,+
-0.2174,+
1.892,+
-0.001079,+
-0.2255,+
0.5625,+
0.3198,+
0.8447,+
0.0737,+
0.572,+
1.612,+
1.986,+
1.807,+
-0.973,+
1.13,+
1.1045,+
1.442,+
-0.3013,+
0.4004,+
1.27,+
0.566,+
0.7593,+
0.6895,+
0.881,+
1.283,+
0.99,+
1.154,+
0.2152,+
0.4521,+
0.3762,+
1.201,+
0.71,+
0.8784,+
1.722,+
1.434,+
1.234,+
1.044,+
0.3533,+
2.008,+
-0.2208,+
0.6226,+
1.235,+
0.9395,+
0.953,+
2.594,+
-0.1943,+
0.8696,+
1.788,+
0.6787,+
1.119,+
0.1669,+
0.526,+
0.313,+
-0.03445,+
2.69,+
1.385,+
0.872,+
0.755,+
2.623,+
1.237,+
1.484,+
1.327,+
0.04608,+
2.484,+
0.527,+
1.431,+
0.61,+
1.022,+
0.5547,+
-0.1472,+
1.3545,+
1.19,+
1.935,+
1.757,+
1.7705,+
0.766,+
1.381,+
0.3716,+
1.52,+
0.443,+
0.474,+
0.8975,+
1.647,+
-0.6465,+
0.848,+
2.348,+
0.993,+
0.887,+
0.3843,+
1.951,+
1.499,+
1.554,+
-0.0885,+
1.358,+
0.2233,+
0.3833,+
1.24,+
-0.8237,+
0.268,+
0.1635,+
0.7803,+
1.1045,+
1.473,+
1.356,+
0.01388,+
0.6055,+
0.8203,+
1.057,+
0.7466,+
1.779,+
0.572,+
1.583,+
0.008125,+
1.011,+
0.7617,+
-0.451,+
2.219,+
1.409,+
1.817,+
0.3223,+
1.03,+
0.5537,+
0.3706,+
-0.8696,+
1.178,+
0.2244,+
0.6533,+
0.458,+
-0.314,+
1.428,+
1.347,+
1.267,+
1.208,+
1.272,+
1.672,+
0.6064,+
0.7744,+
0.71,+
1.103,+
-0.01373,+
-1.376,+
0.329,+
0.7524,+
0.7515,+
0.6377,+
0.6016,+
1.906,+
-0.2588,+
-0.4717,+
-0.1345,+
0.6514,+
0.6284,+
1.349,+
0.4016,+
-0.81,+
1.921,+
1.305,+
0.1923,+
1.469,+
0.877,+
0.7856,+
1.206,+
0.5215,+
0.7837,+
0.274,+
1.042,+
1.681,+
1.896,+
0.2705,+
0.997,+
1.521,+
0.2808,+
-0.4004,+
0.2405,+
1.3,+
0.709,+
0.2129,+
0.6387,+
-0.1207,+
0.1382,+
0.5786,+
-0.02985,+
0.3384,+
0.4246,+
1.873,+
1.128,+
0.7397,+
1.136,+
0.9155,+
0.716,+
-0.4624,+
1.003,+
-0.3406,+
1.366,+
-0.1932,+
-0.3555,+
1.226,+
0.9976,+
1.157,+
1.5205,+
1.441,+
1.251,+
2.236,+
0.5376,+
-0.3796,+
-0.78,+
2.008,+
1.28,+
1.297,+
1.42,+
-1.079,+
0.793,+
1.458,+
0.2634,+
1.035,+
0.995,+
0.764,+
0.1646,+
-0.437,+
2.266,+
1.189,+
-0.1242,+
-0.0954,+
1.262,+
0.0818,+
1.06,+
-1.438,+
1.318,+
0.2222,+
2.006,+
1.553,+
1.703,+
-0.4395,+
0.9316,+
0.4487,+
0.7363,+
1.6455,+
0.7744,+
1.02,+
0.956,+
-0.9595,+
0.6143,+
0.4211,+
0.2715,+
-0.497,+
0.3867,+
1.208,+
1.424,+
1.479,+
0.02768,+
-0.0425,+
0.7305,+
1.576,+
-0.09656,+
1.071,+
0.3154,+
2.014,+
1.77,+
0.739,+
1.403,+
0.3936,+
0.2141,+
0.7847,+
1.308,+
0.9795,+
1.453,+
0.2808,+
0.609,+
1.012,+
0.7295,+
1.204,+
0.8296,+
1.07,+
-0.957,+
0.509,+
0.4521,+
1.529,+
0.557,+
0.832,+
1.807,+
1.759,+
0.10016,+
0.3325,+
0.7695,+
2.006,+
0.9663,+
1.163,+
1.262,+
0.282,+
1.881,+
0.5996,+
2.158,+
0.806,+
-0.6904,+
0.405,+
0.876,+
1.637,+
1.578,+
1.59,+
0.4246,+
0.884,+
1.084,+
0.834,+
0.9307,+
0.0887,+
0.803,+
0.7134,+
1.2295,+
1.078,+
1.021,+
-0.01373,+
0.695,+
0.893,+
1.226,+
1.42,+
1.154,+
0.3613,+
1.022,+
-0.2128,+
