Scores,Label
0.5938,+
-0.05453,+
-0.1803,+
0.8354,+
0.9976,+
0.2211,+
1.06,+
0.05573,+
0.2322,+
0.07776,+
0.9326,+
-0.014854,+
0.917,+
1.495,+
0.4087,+
0.4548,+
0.7183,+
1.302,+
0.2476,+
0.821,+
0.2234,+
0.929,+
1.712,+
1.809,+
1.662,+
0.263,+
0.10645,+
0.7095,+
2.305,+
0.571,+
0.7803,+
0.551,+
0.2366,+
1.495,+
0.6216,+
0.2101,+
0.682,+
0.359,+
1.231,+
1.344,+
0.1836,+
0.8794,+
1.433,+
0.6587,+
0.3137,+
-0.2156,+
1.445,+
0.733,+
0.6724,+
1.499,+
0.9478,+
-0.917,+
0.663,+
0.1903,+
-0.5796,+
0.7705,+
0.734,+
1.725,+
0.8296,+
0.775,+
-0.1009,+
1.277,+
0.67,+
0.8716,+
0.488,+
0.2874,+
0.52,+
0.2256,+
0.3403,+
0.6533,+
-0.4692,+
1.055,+
0.7207,+
1.126,+
-0.4802,+
0.98,+
0.757,+
1.012,+
1.739,+
0.3357,+
1.1875,+
0.2211,+
0.506,+
-0.014854,+
0.446,+
0.69,+
1.023,+
0.64,+
0.52,+
1.846,+
0.745,+
-0.4604,+
1.006,+
0.01161,+
0.5454,+
0.8774,+
1.473,+
1.022,+
-0.5376,+
-0.712,+
-1.017,+
-0.3633,+
0.6436,+
1.2295,+
1.163,+
1.37,+
0.7065,+
-0.672,+
0.6973,+
0.4626,+
1.469,+
1.951,+
0.532,+
-0.2551,+
0.5244,+
0.9424,+
0.359,+
1.235,+
0.0359,+
1.1875,+
-0.584,+
0.252,+
1.859,+
-0.533,+
0.4097,+
0.661,+
-0.639,+
-0.3237,+
-0.2112,+
1.021,+
0.6245,+
1.642,+
0.903,+
1.043,+
0.819,+
0.4526,+
-0.2112,+
0.803,+
0.9336,+
1.072,+
1.313,+
-0.0722,+
0.8267,+
1.033,+
0.549,+
1.663,+
1.4,+
0.3115,+
0.1329,+
1.083,+
-0.1803,+
1.094,+
-0.2642,+
1.567,+
1.254,+
1.526,+
0.4153,+
0.711,+
0.8486,+
0.821,+
0.5806,+
-0.974,+
1.067,+
0.379,+
1.613,+
0.7583,+
0.563,+
0.1329,+
1.083,+
-0.209,+
-0.2642,+
0.0866,+
-0.4404,+
1.381,+
1.172,+
1.846,+
0.938,+
0.8145,+
0.04028,+
-1.294,+
0.4219,+
0.853,+
1.056,+
-0.05453,+
1.201,+
1.321,+
0.818,+
0.3843,+
0.886,+
1.478,+
-0.2375,+
-0.284,+
1.613,+
0.767,+
-0.1891,+
-0.961,+
2.0,+
0.8223,+
1.035,+
0.532,+
1.747,+
0.641,+
-0.1009,+
0.5684,+
0.7295,+
1.622,+
1.753,+
0.4692,+
2.24,+
-0.081,+
1.249,+
0.5674,+
0.4539,+
0.62,+
0.7856,+
0.1219,+
1.12,+
0.94,+
0.564,+
-0.003824,+
1.26,+
0.596,+
0.8022,+
0.23,+
0.5586,+
1.27,+
1.76,+
0.403,+
1.543,+
0.8564,+
0.9414,+
1.182,+
-0.9546,+
1.461,+
0.714,+
0.1263,+
0.1175,+
1.739,+
0.556,+
1.068,+
0.6587,+
-1.188,+
2.088,+
-0.003824,+
0.959,+
-0.09424,+
1.74,+
-0.1339,+
0.3755,+
0.4407,+
0.908,+
0.5806,+
-0.1692,+
-0.908,+
1.173,+
0.3005,+
-1.252,+
0.445,+
1.01,+
0.875,+
0.2673,+
-0.3037,+
0.532,+
-0.0832,+
1.343,+
0.4912,+
0.733,+
0.661,+
0.812,+
1.243,+
0.618,+
1.343,+
1.647,+
1.1455,+
-0.1405,+
0.564,+
0.382,+
0.939,+
1.274,+
0.7725,+
0.576,+
0.5,+
0.241,+
1.544,+
0.511,+
2.05,+
1.37,+
0.252,+
0.618,+
-0.533,+
-0.03912,+
-0.231,+
1.061,+
0.10425,+
0.9565,+
-0.1847,+
0.629,+
0.9697,+
0.842,+
0.3733,+
0.1991,+
-0.8154,+
0.09985,+
0.6797,+
-0.317,+
-0.0722,+
1.047,+
0.824,+
0.9863,+
-0.1692,+
1.782,+
0.1461,+
-0.231,+
0.64,+
-1.21,+
-0.04794,+
0.886,+
1.083,+
0.4163,+
0.5454,+
0.507,+
1.433,+
0.522,+
0.2256,+
0.754,+
0.10864,+
1.29,+
1.293,+
1.725,+
0.866,+
0.1417,+
0.6235,+
-0.3435,+
0.8784,+
0.4163,+
0.6245,+
0.876,+
0.989,+
0.05353,+
1.202,+
0.746,+
0.7197,+
0.563,+
-0.1009,+
1.567,+
0.02484,+
1.509,+
1.486,+
0.529,+
0.2542,+
1.23,+
0.188,+
-0.209,+
0.2786,+
0.3203,+
2.047,+
0.981,+
-1.098,+
0.39,+
1.204,+
-0.1582,+
0.8154,+
0.2123,+
1.45,+
1.211,+
1.217,+
0.3403,+
0.5684,+
1.108,+
0.1858,+
1.378,+
-0.4846,+
0.4517,+
0.2189,+
0.3403,+
0.5034,+
0.4097,+
1.185,+
1.422,+
0.9995,+
0.6147,+
0.939,+
1.25,+
0.1792,+
0.769,+
0.3335,+
0.8496,+
0.8135,+
0.938,+
0.4175,+
0.10645,+
0.3137,+
-0.04794,+
0.05353,+
0.6025,+
1.356,+
0.3005,+
1.143,+
-0.361,+
0.7856,+
1.052,+
0.3545,+
0.854,+
1.662,+
0.9146,+
1.376,+
-0.1736,+
0.9985,+
0.4814,+
0.551,+
0.5576,+
-0.01264,+
1.344,+
-1.427,+
0.959,+
-0.1031,+
0.839,+
1.734,+
0.5815,+
1.189,+
1.286,+
2.049,+
1.124,+
0.8154,+
0.8145,+
0.825,+
0.263,+
0.3137,+
1.083,+
0.488,+
-0.3413,+
0.532,+
0.5146,+
1.048,+
-0.1295,+
0.2852,+
1.257,+
0.886,+
0.4614,+
1.857,+
0.52,+
0.3137,+
0.53,+
0.824,+
1.672,+
1.035,+
0.091,+
0.3137,+
1.82,+
1.47,+
0.7944,+
0.9546,+
0.812,+
0.5146,+
0.347,+
0.551,+
0.1903,+
-0.1361,+
1.683,+
1.26,+
1.38,+
1.734,+
1.122,+
0.512,+
0.3645,+
1.061,+
0.4836,+
0.821,+
0.7197,+
-0.2112,+
-0.01044,+
-0.4185,+
1.224,+
1.484,+
-0.08765,+
0.4714,+
0.9414,+
1.325,+
2.064,+
-0.2927,+
0.9214,+
0.1814,+
-0.0325,+
0.4087,+
0.4802,+
0.4604,+
0.9995,+
1.008,+
-0.01926,+
-0.1405,+
0.583,+
1.393,+
1.044,+
1.672,+
1.837,+
0.3633,+
0.2874,+
0.327,+
1.936,+
0.542,+
0.649,+
0.3745,+
0.846,+
0.571,+
2.424,+
0.3403,+
1.219,+
-0.74,+
2.127,+
1.628,+
0.1969,+
0.9424,+
0.3855,+
1.437,+
1.081,+
0.477,+
1.874,+
1.243,+
0.6245,+
0.677,+
0.7363,+
0.5,+
-0.1339,+
0.7583,+
0.511,+
1.393,+
-0.4382,+
1.072,+
2.31,+
0.3357,+
1.484,+
0.5166,+
-0.1957,+
1.243,+
0.3447,+
0.9688,+
0.4517,+
-1.439,+
0.775,+
0.1704,+
1.712,+
0.166,+
0.8594,+
-0.5264,+
1.218,+
1.138,+
1.095,+
0.4065,+
-0.3567,+
0.4858,+
0.07776,+
0.6436,+
0.6426,+
0.972,+
0.3943,+
0.532,+
0.917,+
0.9907,+
0.1527,+
1.646,+
0.549,+
0.7363,+
-0.1957,+
0.3513,+
1.375,+
0.5938,+
1.051,+
0.9116,+
0.4604,+
0.1417,+
1.019,+
1.616,+
0.445,+
0.6753,+
1.617,+
0.7627,+
1.295,+
0.7603,+
0.381,+
-0.1031,+
1.129,+
0.9546,+
0.02705,+
-0.6235,+
-0.361,+
1.664,+
1.896,+
0.8716,+
0.263,+
0.3545,+
0.3987,+
-0.4978,+
1.525,+
0.6333,+
1.465,+
-0.4448,+
1.098,+
-0.209,+
-0.273,+
0.329,+
0.2234,+
0.5874,+
0.1836,+
0.07776,+
-0.1472,+
0.1461,+
1.48,+
0.614,+
0.55,+
0.8296,+
1.019,+
-0.001618,+
-0.4648,+
1.654,+
1.054,+
1.218,+
-0.1295,+
0.10425,+
0.446,+
0.626,+
1.053,+
1.278,+
-0.2288,+
0.7637,+
1.603,+
1.876,+
0.4019,+
1.633,+
1.037,+
1.094,+
0.3403,+
-0.584,+
0.903,+
0.614,+
1.201,+
-0.1803,+
0.8784,+
0.2057,+
-0.3147,+
1.03,+
0.1285,+
1.002,+
0.994,+
1.715,+
1.461,+
0.1903,+
1.081,+
0.908,+
0.4836,+
0.1197,+
1.138,+
-0.4978,+
0.513,+
0.7197,+
1.16,+
0.768,+
1.191,+
0.748,+
0.8906,+
0.01602,+
1.354,+
0.876,+
0.4924,+
0.0844,+
1.072,+
-0.167,+
0.4592,+
-0.2001,+
0.272,+
0.9565,+
0.327,+
1.044,+
-0.888,+
0.9224,+
-0.05453,+
-0.952,+
0.5894,+
1.4795,+
0.7065,+
1.6045,+
-0.0678,+
0.318,+
1.261,+
0.9546,+
0.1483,+
1.077,+
0.4175,+
0.6533,+
-1.308,+
-0.8022,+
1.06,+
2.088,+
0.825,+
-0.3875,+
1.231,+
-0.917,+
0.951,+
0.4043,+
0.411,+
0.746,+
0.532,+
-1.294,+
0.263,+
0.919,+
0.382,+
0.1197,+
1.163,+
-1.01,+
0.2035,+
0.897,+
1.344,+
0.9487,+
-1.045,+
1.664,+
-0.7627,+
1.396,+
1.469,+
1.236,+
0.79,+
1.859,+
1.896,+
-0.635,+
0.2189,+
1.07,+
0.5938,+
0.53,+
0.318,+
0.683,+
0.866,+
1.601,+
0.747,+
0.9277,+
-0.2244,+
1.341,+
0.62,+
-0.0369,+
0.9546,+
1.773,+
1.268,+
0.555,+
0.3513,+
-0.02147,+
0.03366,+
0.513,+
1.085,+
0.9985,+
1.121,+
0.1439,+
0.5,+
0.7363,+
1.48,+
0.4153,+
0.777,+
1.204,+
0.23,+
-1.188,+
0.811,+
-0.06335,+
-1.329,+
0.004997,+
0.8936,+
0.6743,+
0.5586,+
0.8506,+
1.495,+
1.183,+
-0.1825,+
0.2917,+
0.7856,+
0.7583,+
1.348,+
0.888,+
0.6587,+
0.939,+
1.176,+
0.2234,+
1.876,+
1.284,+
0.7363,+
0.639,+
0.592,+
1.962,+
-0.1472,+
1.7295,+
1.649,+
0.532,+
0.641,+
0.4714,+
1.218,+
0.916,+
0.971,+
0.8135,+
-0.2642,+
0.4714,+
-0.3699,+
0.2808,+
1.186,+
-1.045,+
1.329,+
0.3633,+
1.2705,+
1.123,+
-0.1009,+
-0.317,+
0.592,+
1.3955,+
1.304,+
1.089,+
0.8145,+
2.18,+
-0.2751,+
1.48,+
1.012,+
0.2432,+
-0.5176,+
0.703,+
0.8574,+
1.644,+
-0.577,+
1.645,+
-0.02147,+
1.644,+
0.8804,+
-0.348,+
1.175,+
-0.7627,+
0.727,+
1.043,+
1.583,+
0.381,+
0.2344,+
0.98,+
0.5,+
0.884,+
-0.2288,+
0.23,+
0.07776,+
1.831,+
0.8706,+
0.3335,+
-0.00603,+
0.9355,+
2.2,+
0.4197,+
1.022,+
0.867,+
0.0844,+
1.07,+
0.2764,+
1.014,+
-0.03912,+
0.896,+
1.191,+
0.6743,+
0.972,+
0.607,+
0.8804,+
0.7183,+
-0.5947,+
1.236,+
-0.2266,+
-0.952,+
0.5,+
0.05353,+
2.553,+
1.704,+
0.1527,+
1.396,+
0.7197,+
1.181,+
0.7583,+
0.318,+
0.81,+
0.7183,+
0.4858,+
1.311,+
0.456,+
-0.1405,+
0.9907,+
1.414,+
1.092,+
-0.1031,+
1.624,+
0.02043,+
0.8716,+
1.373,+
0.263,+
0.2808,+
-1.427,+
1.874,+
1.047,+
0.67,+
0.9224,+
0.8286,+
0.4956,+
1.243,+
0.07117,+
0.81,+
-0.2288,+
-0.4802,+
0.507,+
1.057,+
1.069,+
0.2432,+
0.7705,+
1.492,+
1.174,+
0.414,+
0.818,+
1.226,+
-0.08765,+
0.2079,+
0.5894,+
0.9854,+
1.545,+
-0.2112,+
-0.284,+
-0.3523,+
1.3,+
-0.974,+
0.8574,+
-0.908,+
0.929,+
0.748,+
0.2874,+
1.957,+
1.672,+
1.057,+
-0.3413,+
1.043,+
1.874,+
0.3403,+
0.895,+
1.03,+
1.484,+
0.677,+
-0.1604,+
0.693,+
2.26,+
-0.886,+
0.4583,+
0.876,+
-0.6675,+
0.745,+
-0.1119,+
0.876,+
0.6973,+
1.077,+
0.188,+
0.6875,+
1.616,+
1.023,+
1.224,+
1.319,+
1.483,+
1.336,+
2.26,+
0.3909,+
0.2695,+
1.501,+
1.031,+
0.3247,+
0.7793,+
-0.348,+
0.8135,+
-0.6167,+
0.747,+
0.3247,+
0.241,+
0.3645,+
0.06012,+
0.825,+
1.1045,+
1.15,+
1.407,+
0.571,+
-0.2178,+
0.563,+
-0.5903,+
2.518,+
1.318,+
-0.635,+
1.387,+
1.516,+
0.614,+
0.6753,+
1.747,+
1.318,+
-0.6743,+
0.7363,+
0.3723,+
0.8296,+
1.052,+
1.013,+
0.4758,+
0.5947,+
0.6084,+
1.061,+
0.2035,+
