Scores,Label
1.234,+
1.7295,+
0.985,+
1.627,+
1.49,+
3.611,+
4.945,+
2.969,+
2.67,+
-0.03104,+
1.015,+
2.27,+
3.41,+
2.951,+
0.4626,+
2.482,+
3.121,+
1.526,+
3.44,+
4.96,+
1.015,+
4.08,+
1.335,+
2.414,+
1.395,+
3.076,+
2.547,+
3.783,+
4.496,+
0.851,+
-1.057,+
3.29,+
2.75,+
1.385,+
2.158,+
1.521,+
1.623,+
4.957,+
2.69,+
3.467,+
1.962,+
1.937,+
2.396,+
2.854,+
2.096,+
-2.457,+
2.396,+
1.382,+
4.848,+
3.594,+
-1.938,+
4.973,+
1.034,+
1.95,+
2.842,+
3.969,+
3.766,+
1.717,+
0.9087,+
0.9673,+
2.729,+
3.328,+
0.07587,+
1.299,+
3.3,+
4.367,+
2.617,+
4.324,+
1.773,+
2.494,+
1.388,+
1.041,+
1.576,+
3.512,+
2.398,+
2.156,+
1.86,+
2.623,+
1.522,+
0.7656,+
-0.534,+
2.533,+
2.475,+
2.19,+
2.518,+
3.363,+
1.699,+
2.768,+
1.659,+
3.152,+
1.532,+
1.242,+
2.15,+
4.137,+
2.898,+
2.924,+
1.453,+
2.69,+
3.25,+
0.4722,+
0.586,+
0.814,+
3.086,+
2.633,+
2.818,+
4.027,+
1.715,+
1.721,+
2.912,+
0.1938,+
2.293,+
2.947,+
2.33,+
3.895,+
2.104,+
1.135,+
3.012,+
1.287,+
0.668,+
0.274,+
4.215,+
1.69,+
4.156,+
0.564,+
3.613,+
2.164,+
4.383,+
4.64,+
1.01,+
3.137,+
0.631,+
1.642,+
1.192,+
1.628,+
2.73,+
4.824,+
2.31,+
3.402,+
0.6626,+
2.463,+
2.273,+
5.074,+
4.25,+
1.18,+
2.607,+
1.1,+
-0.465,+
2.42,+
1.136,+
1.705,+
2.588,+
1.625,+
3.78,+
1.451,+
1.474,+
2.045,+
2.498,+
3.703,+
1.025,+
1.8125,+
-1.064,+
4.777,+
1.58,+
3.145,+
4.445,+
1.788,+
4.15,+
0.927,+
2.572,+
4.3,+
1.672,+
3.984,+
2.324,+
1.428,+
2.873,+
2.668,+
3.746,+
3.023,+
1.4795,+
4.395,+
3.643,+
3.812,+
-0.5767,+
2.178,+
0.5195,+
4.49,+
2.22,+
1.852,+
4.977,+
3.275,+
3.951,+
3.756,+
1.726,+
2.562,+
1.063,+
4.87,+
4.13,+
1.856,+
2.23,+
1.404,+
1.89,+
2.059,+
3.082,+
3.467,+
1.674,+
1.621,+
-0.9478,+
0.2473,+
4.1,+
1.42,+
3.023,+
4.285,+
2.156,+
1.718,+
1.7,+
1.863,+
1.7,+
3.877,+
2.105,+
1.707,+
-0.9917,+
1.465,+
-0.2778,+
4.22,+
0.4595,+
2.076,+
-1.168,+
3.05,+
3.217,+
2.14,+
3.39,+
3.855,+
5.223,+
3.822,+
1.027,+
1.28,+
0.668,+
3.152,+
4.637,+
3.662,+
0.34,+
2.201,+
1.581,+
4.234,+
2.42,+
2.816,+
1.6875,+
1.23,+
3.906,+
3.31,+
1.41,+
4.38,+
3.719,+
0.957,+
1.311,+
2.44,+
1.581,+
4.125,+
2.607,+
2.617,+
3.863,+
-0.9966,+
2.158,+
4.168,+
0.7725,+
2.682,+
4.246,+
4.164,+
3.07,+
2.424,+
3.484,+
2.758,+
-1.032,+
1.685,+
0.145,+
2.074,+
3.035,+
0.6465,+
2.705,+
5.49,+
2.527,+
1.047,+
2.396,+
3.387,+
3.271,+
1.528,+
3.262,+
2.574,+
2.453,+
1.997,+
1.527,+
2.658,+
2.762,+
5.34,+
3.707,+
2.078,+
3.566,+
0.565,+
2.691,+
2.29,+
2.912,+
4.375,+
3.107,+
1.458,+
