Scores,Label
-0.434,+
0.1324,+
0.4077,+
0.1566,+
0.2413,+
0.02373,+
-1.108,+
0.4521,+
0.0815,+
0.4924,+
1.649,+
0.3286,+
1.871,+
0.3997,+
0.5073,+
0.4104,+
0.2695,+
0.4924,+
0.969,+
0.2573,+
0.0345,+
0.1606,+
0.6694,+
-0.2167,+
1.085,+
0.506,+
0.6426,+
0.3394,+
0.2306,+
0.6816,+
0.2668,+
-0.971,+
0.0721,+
1.012,+
0.299,+
0.08685,+
0.10834,+
-0.359,+
0.2427,+
0.08954,+
-0.2301,+
0.495,+
0.05194,+
1.6455,+
-0.4583,+
0.1647,+
0.5903,+
0.2815,+
0.1969,+
0.2373,+
-0.1388,+
0.346,+
-0.11456,+
0.5083,+
0.5557,+
-0.2542,+
-0.3347,+
0.5044,+
0.002245,+
-0.289,+
0.3003,+
1.598,+
0.256,+
-1.234,+
0.9395,+
0.3782,+
-0.4824,+
0.244,+
-0.8154,+
-0.0582,+
0.7354,+
0.868,+
-0.1119,+
1.085,+
-0.1764,+
1.112,+
0.3083,+
0.687,+
0.6816,+
0.1566,+
0.4614,+
0.9033,+
0.3083,+
1.225,+
-0.0877,+
0.4333,+
0.6846,+
1.1,+
0.1553,+
-0.2676,+
1.024,+
-1.041,+
0.0506,+
0.0788,+
-4.867,+
0.5234,+
1.173,+
0.4211,+
0.2788,+
0.1942,+
0.7124,+
1.409,+
0.8174,+
0.64,+
-0.2355,+
0.572,+
0.471,+
0.1499,+
0.4265,+
-0.4932,+
0.6953,+
1.005,+
-0.0743,+
1.312,+
-0.11456,+
0.1754,+
0.2051,+
-0.5146,+
-1.659,+
1.598,+
1.101,+
0.5835,+
0.5366,+
0.714,+
0.4414,+
0.362,+
-0.4878,+
0.3152,+
0.3218,+
0.4414,+
0.5503,+
0.4575,+
-0.3347,+
1.089,+
-0.3213,+
1.955,+
-0.2542,+
0.8066,+
0.11237,+
0.522,+
-0.289,+
0.4158,+
1.232,+
0.9824,+
0.4119,+
-0.4126,+
0.1835,+
0.12177,+
-0.4878,+
0.945,+
-0.04208,+
0.1566,+
0.1741,+
1.598,+
0.3232,+
-0.8154,+
-0.10114,+
-0.2944,+
-0.2274,+
0.0627,+
0.268,+
0.4548,+
0.1606,+
0.981,+
0.577,+
0.1392,+
-0.1898,+
0.2413,+
-0.1442,+
0.471,+
0.0721,+
0.04657,+
1.45,+
0.275,+
0.4346,+
1.916,+
-0.1226,+
0.3555,+
-0.3052,+
0.7515,+
-0.2462,+
-0.3213,+
0.7554,+
0.651,+
-0.5337,+
-1.441,+
0.385,+
0.11237,+
0.2788,+
0.647,+
-0.2032,+
0.471,+
0.8145,+
0.592,+
0.04657,+
0.2185,+
0.718,+
0.487,+
0.1956,+
0.7246,+
-0.2194,+
0.2788,+
-0.034,+
0.4238,+
0.839,+
0.839,+
-0.02058,+
0.6846,+
-0.3562,+
-0.383,+
-0.2783,+
-0.4233,+
0.515,+
0.7007,+
0.97,+
-0.273,+
0.09625,+
0.03717,+
0.4722,+
-0.2006,+
0.2037,+
0.1714,+
1.012,+
-0.2194,+
0.3098,+
0.6724,+
-1.122,+
0.1942,+
-1.216,+
0.05463,+
0.9907,+
1.104,+
0.1674,+
0.5327,+
-1.729,+
1.011,+
0.5435,+
0.283,+
0.3286,+
0.1432,+
0.9463,+
-0.0555,+
-1.216,+
0.4158,+
0.545,+
0.2239,+
0.4668,+
0.762,+
-0.10114,+
-0.4878,+
0.07074,+
