Scores,Label
1.102,+
0.1918,+
1.054,+
0.4912,+
0.9727,+
1.178,+
0.8096,+
0.3247,+
0.2397,+
1.854,+
0.4348,+
-0.3423,+
-0.1362,+
-0.10754,+
-0.1554,+
1.3955,+
0.774,+
0.6035,+
0.007423,+
0.1164,+
-1.102,+
0.61,+
-0.2249,+
1.377,+
-0.8022,+
0.8433,+
1.094,+
1.412,+
-0.644,+
-0.3567,+
0.5522,+
1.159,+
-0.407,+
0.7544,+
0.0769,+
2.02,+
0.2996,+
0.405,+
0.01102,+
0.04456,+
0.6875,+
0.1606,+
-0.8,+
0.9404,+
0.1595,+
-0.0812,+
0.7354,+
-0.00455,+
0.9297,+
0.09845,+
0.3955,+
0.986,+
0.4517,+
1.244,+
0.356,+
0.4084,+
0.713,+
1.494,+
0.3079,+
-0.2847,+
1.454,+
1.655,+
0.6636,+
1.121,+
0.5786,+
0.0864,+
0.0733,+
1.469,+
-0.589,+
0.485,+
0.1942,+
-0.7446,+
1.091,+
1.149,+
1.102,+
1.8545,+
1.167,+
0.1895,+
0.66,+
0.2637,+
-0.5386,+
0.393,+
0.8145,+
-0.833,+
1.521,+
1.787,+
0.5317,+
0.2098,+
1.547,+
0.9077,+
0.4253,+
0.2744,+
0.6973,+
1.391,+
0.6562,+
0.8423,+
0.387,+
0.314,+
0.9414,+
1.716,+
0.0206,+
1.096,+
0.1008,+
1.152,+
-0.8955,+
-0.2057,+
0.3857,+
1.046,+
0.32,+
1.037,+
0.8027,+
0.7305,+
-1.53,+
1.004,+
0.7056,+
0.8384,+
-0.2537,+
1.07,+
1.275,+
0.8516,+
0.8423,+
-0.56,+
0.5786,+
1.998,+
0.4421,+
0.1439,+
0.4685,+
-0.2153,+
0.8994,+
0.757,+
0.03375,+
1.229,+
-0.006947,+
0.485,+
-0.00455,+
0.4314,+
-0.3687,+
0.666,+
0.967,+
0.575,+
2.506,+
1.375,+
0.7285,+
1.001,+
0.9497,+
0.3403,+
-0.2583,+
1.475,+
1.407,+
1.379,+
0.9976,+
0.7593,+
0.8804,+
0.5664,+
0.9546,+
1.44,+
0.04935,+
0.351,+
0.3416,+
1.454,+
1.014,+
1.707,+
1.038,+
0.1464,+
0.8574,+
1.003,+
0.1547,+
0.1332,+
0.586,+
0.2913,+
1.769,+
0.417,+
1.025,+
0.4326,+
1.114,+
0.5845,+
0.2732,+
0.5415,+
0.2817,+
0.265,+
-0.912,+
0.351,+
0.873,+
1.665,+
1.567,+
1.1045,+
0.5728,+
0.534,+
1.444,+
0.5513,+
0.757,+
0.9404,+
0.3486,+
1.133,+
0.1056,+
0.1763,+
0.00862,+
0.5283,+
-0.5938,+
1.046,+
0.9365,+
0.3823,+
-0.706,+
0.628,+
-1.032,+
-0.05963,+
0.339,+
1.097,+
1.5625,+
-0.3733,+
1.756,+
-0.673,+
-0.10516,+
-0.2177,+
-0.5244,+
0.3188,+
0.757,+
0.2169,+
0.1104,+
-0.10754,+
-1.063,+
0.986,+
0.09125,+
1.299,+
1.164,+
-0.8066,+
0.46,+
0.3247,+
1.268,+
0.005028,+
1.375,+
-0.1531,+
1.606,+
0.08167,+
0.2122,+
0.618,+
0.0182,+
1.559,+
0.3188,+
-0.02132,+
-0.177,+
-0.2727,+
2.447,+
-1.252,+
-0.0309,+
0.641,+
0.5054,+
1.373,+
0.265,+
0.175,+
0.2266,+
1.069,+
0.1439,+
0.3416,+
1.204,+
-0.742,+
0.1715,+
0.05173,+
1.406,+
0.2241,+
1.268,+
-0.02371,+
1.246,+
1.136,+
-0.4333,+
0.1176,+
0.2517,+
0.666,+
0.848,+
0.8804,+
-0.505,+
-0.3015,+
1.41,+
0.6494,+
0.9917,+
1.169,+
-0.601,+
1.426,+
0.667,+
0.6743,+
0.4421,+
-0.3254,+
-1.176,+
1.075,+
0.436,+
0.9224,+
1.656,+
0.1224,+
1.159,+
0.3462,+
1.114,+
1.411,+
1.882,+
0.9165,+
0.756,+
1.229,+
1.499,+
0.993,+
-0.577,+
0.6553,+
1.08,+
0.005028,+
-0.4285,+
-0.6104,+
0.6387,+
1.659,+
-0.3806,+
0.1583,+
1.488,+
0.3079,+
1.091,+
-0.1267,+
-0.04767,+
0.2744,+
0.8574,+
1.093,+
0.9473,+
0.26,+
0.636,+
-0.527,+
-0.2632,+
0.4229,+
1.394,+
0.405,+
0.987,+
-0.4739,+
0.05292,+
0.3247,+
-0.383,+
1.151,+
0.05292,+
0.0206,+
1.344,+
-0.7637,+
1.582,+
1.282,+
1.026,+
0.78,+
0.1499,+
-0.02371,+
-0.989,+
0.126,+
0.4314,+
1.527,+
-0.8306,+
0.848,+
0.689,+
0.253,+
-0.2632,+
1.484,+
0.713,+
-2.117,+
0.769,+
0.0613,+
0.787,+
2.338,+
-0.05963,+
0.6636,+
-0.1171,+
