Scores,Label
-0.2883,+
1.127,+
-0.802,+
0.1749,+
-0.16,+
0.2308,+
-1.7705,+
0.67,+
-0.6626,+
0.421,+
0.8496,+
0.877,+
1.407,+
0.7544,+
-0.566,+
-1.339,+
1.245,+
-0.403,+
-0.2717,+
-0.5146,+
0.9233,+
-0.01369,+
0.869,+
0.05725,+
-0.7563,+
0.558,+
1.625,+
1.846,+
0.1644,+
-0.4814,+
1.637,+
0.765,+
-0.10724,+
0.3108,+
-0.1526,+
1.125,+
1.461,+
-0.04538,+
0.4858,+
0.02254,+
-0.3955,+
0.10706,+
0.851,+
0.1704,+
-0.4424,+
0.0527,+
1.297,+
-0.949,+
1.583,+
-0.7593,+
0.738,+
0.537,+
1.302,+
1.102,+
0.872,+
0.6064,+
-0.2311,+
0.4104,+
0.9355,+
-0.3472,+
1.01,+
-0.539,+
0.0165,+
0.04367,+
0.7363,+
-0.02727,+
0.3303,+
-0.1932,+
0.5674,+
-0.4666,+
0.999,+
1.744,+
0.3516,+
-0.0152,+
-0.02275,+
0.3667,+
0.581,+
0.7803,+
0.3274,+
0.2052,+
1.119,+
-0.1647,+
1.663,+
1.543,+
-0.838,+
-0.2477,+
0.07837,+
-0.9824,+
0.1055,+
1.496,+
0.61,+
0.999,+
0.3093,+
0.9233,+
1.291,+
1.119,+
0.5176,+
0.1086,+
0.3184,+
-0.2598,+
1.444,+
0.6157,+
-1.59,+
1.516,+
0.3577,+
-1.046,+
0.2942,+
0.3455,+
-0.05444,+
0.4602,+
0.809,+
1.07,+
-0.4092,+
0.955,+
-1.085,+
-0.2235,+
-0.0318,+
0.522,+
-0.7866,+
0.8027,+
-0.69,+
0.573,+
-0.4695,+
0.1116,+
1.088,+
0.4573,+
0.1749,+
0.3274,+
0.7905,+
0.0482,+
-0.868,+
0.1131,+
-0.2446,+
0.0965,+
0.335,+
0.489,+
-2.19,+
0.8438,+
-0.1481,+
1.12,+
-0.3926,+
-2.305,+
0.928,+
-0.6357,+
0.3787,+
1.439,+
1.593,+
-0.12384,+
0.661,+
0.5645,+
-0.8135,+
-0.4785,+
0.2625,+
1.402,+
0.587,+
0.11914,+
1.008,+
1.087,+
0.3516,+
0.6763,+
1.063,+
-0.9224,+
-0.397,+
0.326,+
-0.4998,+
0.1614,+
-0.889,+
-0.02124,+
1.755,+
0.7515,+
0.9688,+
-0.6357,+
0.1931,+
0.717,+
0.3545,+
-0.4695,+
-0.9224,+
1.281,+
-0.4333,+
0.818,+
-0.397,+
0.5947,+
0.11914,+
0.5767,+
0.1991,+
0.27,+
1.021,+
-0.6235,+
0.5146,+
1.656,+
0.765,+
-0.12384,+
0.3516,+
0.1749,+
0.2898,+
-0.6504,+
0.5566,+
-0.08765,+
2.0,+
-0.6357,+
0.4014,+
-0.4966,+
0.2715,+
0.963,+
-0.0771,+
0.649,+
0.949,+
1.595,+
0.516,+
1.214,+
0.4814,+
0.804,+
0.2188,+
-0.12384,+
0.433,+
-0.9585,+
0.5176,+
1.1875,+
0.4407,+
-0.6357,+
-0.10876,+
-0.2793,+
0.4602,+
-0.1027,+
0.833,+
-0.332,+
0.3728,+
1.914,+
0.3833,+
0.08594,+
-0.3154,+
1.456,+
-0.617,+
0.1538,+
-1.143,+
1.565,+
0.4814,+
1.35,+
-0.05594,+
1.433,+
-0.1148,+
-0.06805,+
0.1659,+
-0.8467,+
0.2384,+
-0.578,+
0.7183,+
0.6475,+
0.483,+
-0.539,+
0.6367,+
0.02103,+
0.2142,+
1.226,+
0.8286,+
0.3154,+
-1.511,+
0.6895,+
-0.554,+
0.7095,+
-0.00010705,+
0.975,+
0.4724,+
0.3064,+
0.2837,+
0.7607,+
0.02405,+
1.1045,+
1.166,+
0.573,+
0.2715,+
-0.275,+
1.253,+
-0.702,+
0.05725,+
1.229,+
0.0527,+
-0.856,+
0.7695,+
0.7485,+
2.012,+
0.522,+
1.096,+
0.9204,+
-0.3171,+
1.562,+
-1.897,+
0.098,+
0.652,+
0.815,+
0.1357,+
-0.4575,+
0.338,+
-0.4814,+
0.747,+
0.8677,+
0.61,+
2.145,+
0.338,+
1.449,+
0.3032,+
-0.91,+
0.3833,+
0.0829,+
0.584,+
1.955,+
0.2112,+
0.7485,+
1.132,+
0.3335,+
-1.2,+
0.6895,+
-0.862,+
1.319,+
1.602,+
-0.2883,+
0.1675,+
0.916,+
0.721,+
-0.5723,+
0.9204,+
-0.2627,+
-0.4136,+
0.7075,+
0.821,+
0.3877,+
-0.3035,+
1.386,+
0.2233,+
-0.3955,+
0.2247,+
0.501,+
1.197,+
0.4753,+
0.786,+
0.1644,+
-0.216,+
1.844,+
-0.3955,+
0.018,+
0.608,+
0.1599,+
2.18,+
0.721,+
1.367,+
0.6655,+
0.507,+
-0.4634,+
1.409,+
-0.314,+
0.3682,+
0.6836,+
0.02554,+
1.227,+
0.949,+
0.3274,+
0.3909,+
-0.6504,+
1.805,+
0.2505,+
1.002,+
1.755,+
0.1931,+
0.667,+
0.6533,+
0.8677,+
0.4043,+
1.621,+
0.551,+
0.5615,+
1.272,+
0.0497,+
1.582,+
0.1675,+
-0.2673,+
-0.391,+
0.5083,+
0.1659,+
-0.835,+
0.2898,+
-0.08765,+
0.489,+
0.3728,+
-0.4136,+
0.1131,+
-0.1979,+
0.578,+
-0.3035,+
1.26,+
-1.176,+
-1.372,+
-0.548,+
-1.106,+
1.052,+
0.927,+
0.2021,+
0.978,+
-0.705,+
0.2354,+
1.35,+
0.1462,+
0.1206,+
0.02705,+
0.2732,+
0.1991,+
-0.4666,+
0.406,+
1.291,+
0.4844,+
-0.4785,+
0.9175,+
0.9766,+
0.6533,+
-1.209,+
1.005,+
-0.3035,+
0.9688,+
0.6577,+
0.8735,+
0.335,+
0.06934,+
0.1433,+
0.3923,+
0.8813,+
-1.076,+
-0.2235,+
1.319,+
-0.2915,+
-0.1797,+
-0.4514,+
-0.566,+
0.353,+
0.0844,+
0.6807,+
-0.2566,+
1.914,+
-0.584,+
0.8374,+
0.4497,+
1.504,+
-0.32,+
0.4465,+
0.03763,+
-0.09973,+
1.09,+
-0.145,+
-0.4875,+
1.25,+
0.6064,+
-0.1782,+
1.871,+
0.999,+
0.7983,+
-1.031,+
0.9204,+
0.786,+
0.836,+
0.9297,+
0.5356,+
1.292,+
-0.4634,+
1.496,+
0.04065,+
0.03912,+
-0.03482,+
1.068,+
-0.237,+
0.608,+
-0.0801,+
0.5083,+
0.673,+
-0.986,+
-1.125,+
-0.03784,+
0.827,+
-0.6265,+
0.3953,+
0.7046,+
0.4436,+
0.1915,+
0.1251,+
-0.2235,+
1.572,+
0.978,+
0.347,+
1.26,+
0.732,+
2.47,+
-2.182,+
0.3923,+
0.848,+
0.848,+
0.8027,+
-0.388,+
-0.69,+
1.34,+
0.726,+
1.091,+
0.04065,+
-0.0318,+
-1.034,+
1.177,+
-1.309,+
0.7695,+
-0.2598,+
0.4226,+
0.3562,+
-0.0892,+
1.0205,+
-0.3728,+
1.245,+
0.8677,+
-0.12384,+
-0.524,+
1.061,+
1.139,+
-0.6206,+
0.02103,+
0.833,+
0.6353,+
-0.1148,+
1.224,+
0.169,+
0.507,+
0.1991,+
1.284,+
1.579,+
1.096,+
1.538,+
0.4663,+
-0.1193,+
0.288,+
1.032,+
0.501,+
0.859,+
0.794,+
0.8525,+
-0.853,+
1.807,+
1.8,+
-0.9824,+
0.6113,+
2.387,+
-0.3472,+
-0.0695,+
0.3787,+
-0.006145,+
0.3425,+
1.107,+
0.1509,+
1.571,+
0.1296,+
-0.9434,+
0.279,+
