Scores,Label
1.322,+
-0.0456,+
0.753,+
-0.501,+
0.613,+
1.008,+
2.307,+
-0.0509,+
0.1565,+
0.6685,+
0.494,+
1.845,+
-0.6245,+
-0.652,+
-0.1594,+
0.964,+
0.1501,+
1.866,+
0.674,+
0.6553,+
1.769,+
0.866,+
0.9556,+
2.43,+
-0.982,+
0.701,+
0.3247,+
-0.1531,+
0.10443,+
0.8657,+
0.6514,+
0.2937,+
1.389,+
1.37,+
1.061,+
0.6333,+
0.4426,+
-0.1339,+
0.619,+
-0.01049,+
0.693,+
2.078,+
0.732,+
-1.205,+
1.41,+
0.4534,+
0.06824,+
0.893,+
0.8345,+
1.067,+
0.298,+
1.884,+
1.138,+
-0.9775,+
0.689,+
1.259,+
0.8125,+
2.06,+
0.433,+
0.527,+
0.3896,+
0.882,+
0.753,+
0.862,+
0.2076,+
1.38,+
0.718,+
0.4097,+
2.336,+
1.788,+
0.8174,+
0.5576,+
0.6226,+
0.7334,+
0.5874,+
1.785,+
0.798,+
1.137,+
0.2778,+
2.072,+
1.054,+
2.855,+
0.903,+
0.2842,+
0.2864,+
2.16,+
0.48,+
0.379,+
0.991,+
0.968,+
0.6724,+
1.237,+
0.615,+
1.575,+
-0.6987,+
0.05655,+
0.7944,+
-0.2041,+
1.418,+
0.8477,+
0.4417,+
0.688,+
1.499,+
1.987,+
0.835,+
0.6934,+
0.615,+
0.4692,+
0.8516,+
1.407,+
-0.452,+
1.001,+
1.072,+
0.3044,+
-0.75,+
0.6143,+
0.792,+
0.5566,+
0.879,+
1.191,+
0.3948,+
0.2257,+
1.108,+
0.857,+
0.5024,+
0.6396,+
1.199,+
0.4705,+
2.035,+
1.314,+
1.319,+
0.7153,+
1.323,+
1.044,+
1.696,+
1.662,+
0.724,+
0.761,+
0.8535,+
0.937,+
0.744,+
-0.8394,+
-0.001976,+
0.8643,+
1.541,+
1.354,+
-0.933,+
0.518,+
1.564,+
1.322,+
1.845,+
-0.1552,+
0.415,+
1.071,+
0.9834,+
1.68,+
0.875,+
0.7896,+
1.085,+
0.6235,+
0.885,+
0.1012,+
-0.0456,+
1.023,+
0.7114,+
1.105,+
-1.535,+
1.584,+
0.5547,+
1.83,+
-1.748,+
0.8125,+
0.772,+
0.2651,+
-1.315,+
0.8896,+
0.2214,+
0.751,+
0.562,+
1.699,+
0.3364,+
1.731,+
0.7856,+
1.369,+
0.1587,+
-0.1116,+
2.688,+
0.197,+
0.866,+
0.8086,+
0.704,+
1.914,+
0.48,+
1.534,+
1.007,+
1.623,+
0.99,+
1.219,+
1.684,+
0.2449,+
1.308,+
1.478,+
-0.6646,+
-1.003,+
0.818,+
0.999,+
0.5713,+
2.416,+
1.812,+
0.1182,+
0.3748,+
0.313,+
1.602,+
0.5776,+
1.3,+
0.645,+
1.296,+
0.5576,+
0.3618,+
-0.3743,+
0.756,+
0.4214,+
0.5225,+
-0.4712,+
1.174,+
1.23,+
1.169,+
1.192,+
0.9688,+
1.585,+
1.217,+
0.1757,+
1.037,+
0.7554,+
0.616,+
0.5376,+
0.991,+
0.2363,+
1.142,+
1.464,+
1.798,+
0.2311,+
1.365,+
1.451,+
1.201,+
0.923,+
1.771,+
1.927,+
1.88,+
0.081,+
1.1455,+
2.26,+
0.6787,+
0.006535,+
0.8496,+
1.009,+
1.179,+
0.1278,+
1.353,+
0.1725,+
0.847,+
