Scores,Label
0.3647,+
0.1566,+
0.624,+
1.0205,+
1.605,+
0.3647,+
-0.12006,+
0.9517,+
1.252,+
0.3723,+
1.429,+
0.7925,+
0.876,+
1.13,+
1.154,+
0.674,+
1.247,+
1.45,+
0.3213,+
1.183,+
0.4397,+
-0.04776,+
0.06195,+
0.7275,+
2.053,+
-0.3943,+
0.1978,+
0.4133,+
-0.01285,+
0.615,+
1.18,+
0.4595,+
1.77,+
-0.2747,+
0.497,+
1.335,+
1.34,+
0.28,+
1.463,+
0.6978,+
-0.04776,+
1.706,+
0.6577,+
1.698,+
0.1754,+
0.3262,+
1.421,+
0.4558,+
0.7886,+
1.052,+
0.1654,+
1.069,+
0.6104,+
0.8735,+
0.8125,+
1.852,+
0.2712,+
0.345,+
0.3872,+
0.8374,+
0.953,+
0.9683,+
-0.277,+
1.216,+
0.973,+
1.408,+
0.568,+
0.628,+
-0.434,+
1.696,+
0.2852,+
0.729,+
0.2837,+
0.3423,+
0.807,+
0.8,+
1.024,+
1.205,+
1.251,+
0.2988,+
0.7437,+
0.381,+
1.374,+
1.304,+
0.908,+
-0.641,+
0.1043,+
1.142,+
-0.09015,+
0.8584,+
0.9243,+
-0.05524,+
0.6216,+
-0.8555,+
0.4084,+
-0.0303,+
2.383,+
-0.1724,+
-0.11255,+
1.342,+
1.092,+
-0.2223,+
1.003,+
0.8696,+
1.421,+
1.151,+
1.278,+
0.2214,+
0.514,+
0.6426,+
0.8296,+
0.1018,+
0.5366,+
-11.37,+
0.8906,+
1.328,+
0.887,+
0.816,+
0.6616,+
1.105,+
0.1841,+
0.04947,+
0.2925,+
0.4133,+
1.247,+
1.59,+
0.01706,+
0.4932,+
-0.267,+
0.1879,+
0.2451,+
1.018,+
0.9243,+
0.3362,+
-0.3545,+
1.326,+
0.1829,+
-0.4019,+
1.047,+
1.243,+
1.147,+
1.028,+
-0.3394,+
-0.2023,+
0.2576,+
1.142,+
-0.918,+
0.315,+
1.746,+
-0.00537,+
0.08685,+
0.6953,+
0.741,+
0.4983,+
0.5767,+
0.885,+
-0.2944,+
0.5605,+
0.3772,+
-0.8057,+
2.26,+
1.066,+
1.182,+
-0.357,+
1.423,+
-0.03778,+
0.7847,+
0.9595,+
0.644,+
0.633,+
0.861,+
0.906,+
1.21,+
0.4695,+
1.774,+
-0.1824,+
-0.03778,+
0.779,+
1.304,+
0.806,+
0.5205,+
-0.2397,+
1.159,+
0.5605,+
0.906,+
-0.596,+
-0.03778,+
0.4148,+
0.3884,+
-0.00537,+
1.066,+
0.608,+
-0.01285,+
1.051,+
0.03452,+
0.2888,+
1.78,+
0.8486,+
1.209,+
0.02455,+
0.5244,+
0.06445,+
0.5093,+
0.7373,+
-0.459,+
0.6167,+
1.135,+
0.554,+
0.3687,+
1.523,+
-1.271,+
-0.454,+
0.1329,+
0.4646,+
0.969,+
-0.2123,+
-0.1001,+
0.1616,+
0.2676,+
1.845,+
1.034,+
1.062,+
1.701,+
1.687,+
0.615,+
0.8945,+
0.548,+
0.3499,+
0.715,+
0.9795,+
1.037,+
1.462,+
0.534,+
-0.02283,+
1.042,+
0.5615,+
1.29,+
1.286,+
0.3162,+
0.6313,+
0.487,+
1.319,+
0.1991,+
0.2028,+
1.375,+
0.8086,+
0.725,+
1.545,+
0.745,+
0.826,+
1.452,+
0.6367,+
0.684,+
-1.594,+
0.877,+
1.115,+
0.7925,+
0.6787,+
0.6553,+
0.451,+
0.66,+
0.851,+
0.786,+
0.75,+
-0.08014,+
0.234,+
0.974,+
1.664,+
1.031,+
1.043,+
0.9297,+
0.973,+
1.649,+
1.998,+
-0.04276,+
