Scores,Label
1.797,+
0.811,+
2.002,+
2.021,+
1.346,+
1.176,+
-0.67,+
1.57,+
0.0492,+
0.638,+
0.374,+
2.111,+
0.5386,+
1.645,+
1.052,+
0.6406,+
1.277,+
0.0877,+
1.242,+
0.673,+
0.4783,+
0.752,+
0.9575,+
0.7188,+
0.1572,+
1.3,+
0.03513,+
1.67,+
1.178,+
-0.396,+
0.4502,+
0.4736,+
1.825,+
0.5225,+
1.651,+
-0.5894,+
0.578,+
1.374,+
1.063,+
1.3545,+
0.5664,+
0.5938,+
0.81,+
1.584,+
0.4766,+
1.321,+
1.025,+
-0.3472,+
0.903,+
1.563,+
0.6543,+
0.1797,+
-0.366,+
1.802,+
0.329,+
1.16,+
1.349,+
1.331,+
1.045,+
-0.0926,+
2.674,+
0.1262,+
1.091,+
1.846,+
2.098,+
1.304,+
0.99,+
0.981,+
0.4116,+
0.2313,+
0.549,+
0.4456,+
0.3008,+
2.451,+
-0.426,+
0.467,+
0.719,+
0.4822,+
0.2389,+
0.6987,+
1.21,+
0.87,+
0.4258,+
1.619,+
0.2576,+
1.289,+
0.703,+
-0.2786,+
1.082,+
0.407,+
0.6646,+
1.379,+
0.8853,+
1.37,+
0.316,+
1.126,+
0.9053,+
0.1562,+
0.1995,+
1.118,+
1.533,+
1.546,+
0.8096,+
1.145,+
1.495,+
0.555,+
2.215,+
0.2886,+
1.616,+
1.257,+
0.9478,+
0.8984,+
0.956,+
-0.0419,+
0.1403,+
0.608,+
1.297,+
0.9746,+
1.755,+
0.501,+
0.818,+
1.414,+
2.43,+
2.264,+
0.6724,+
2.248,+
0.2013,+
1.186,+
0.5854,+
0.1995,+
0.968,+
0.8403,+
1.654,+
0.7856,+
1.407,+
0.1187,+
1.464,+
0.4014,+
1.41,+
0.964,+
1.259,+
0.6455,+
2.46,+
1.487,+
-0.07007,+
0.5,+
2.262,+
0.7075,+
0.562,+
0.624,+
0.817,+
-0.2954,+
1.529,+
-0.304,+
2.035,+
1.068,+
1.232,+
2.055,+
1.511,+
1.151,+
-0.2578,+
0.8857,+
1.302,+
1.157,+
1.402,+
1.401,+
1.889,+
1.562,+
-1.147,+
-0.1724,+
1.514,+
0.098,+
0.1384,+
0.6304,+
1.773,+
1.28,+
2.033,+
0.346,+
0.707,+
0.3535,+
0.2642,+
1.697,+
0.921,+
1.202,+
1.841,+
2.559,+
1.188,+
0.1525,+
1.156,+
-0.507,+
0.4304,+
1.172,+
1.511,+
0.516,+
0.759,+
-0.1405,+
1.157,+
0.8506,+
1.768,+
-0.3545,+
-0.1104,+
0.2595,+
0.549,+
1.819,+
1.436,+
2.281,+
-0.745,+
1.874,+
0.7715,+
1.506,+
0.0661,+
0.4849,+
1.817,+
-0.2935,+
2.53,+
1.641,+
2.1,+
0.8315,+
0.767,+
1.179,+
0.9106,+
0.098,+
0.3628,+
1.145,+
0.2427,+
0.955,+
0.7446,+
0.856,+
-0.807,+
1.325,+
1.23,+
0.779,+
0.2615,+
0.824,+
1.233,+
0.7383,+
0.5083,+
1.773,+
1.634,+
0.4578,+
1.092,+
0.3318,+
1.882,+
1.593,+
1.583,+
0.4736,+
0.0849,+
0.2285,+
0.2512,+
1.119,+
1.362,+
1.968,+
1.026,+
0.606,+
0.3245,+
0.2389,+
2.041,+
2.46,+
0.7744,+
1.22,+
0.1102,+
0.79,+
0.881,+
-0.1133,+
0.9927,+
0.1497,+
0.919,+
1.269,+
0.4192,+
1.718,+
0.621,+
0.811,+
1.611,+
0.6475,+
1.249,+
0.2435,+
1.254,+
-1.103,+
0.8228,+
0.799,+
0.8154,+
1.346,+
1.572,+
1.963,+
2.355,+
0.8335,+
0.8193,+
-0.565,+
1.91,+
1.788,+
0.74,+
1.814,+
2.213,+
0.734,+
1.354,+
0.3835,+
0.0764,+
0.627,+
2.082,+
1.093,+
0.1722,+
0.4482,+
0.4446,+
1.024,+
0.2642,+
0.9175,+
0.8306,+
1.708,+
0.861,+
0.282,+
-0.02217,+
0.609,+
1.059,+
1.238,+
0.995,+
1.022,+
0.565,+
0.671,+
1.779,+
1.136,+
0.01633,+
0.7427,+
-0.518,+
1.184,+
1.364,+
0.404,+
1.336,+
2.064,+
1.259,+
-0.8223,+
-0.813,+
0.5264,+
0.4248,+
1.184,+
1.188,+
0.697,+
1.888,+
0.6465,+
0.9873,+
0.7427,+
1.17,+
0.2869,+
1.537,+
0.5376,+
0.6484,+
1.437,+
1.542,+
-0.179,+
1.195,+
0.2595,+
1.138,+
0.7373,+
0.7607,+
0.674,+
1.264,+
0.975,+
1.672,+
2.01,+
2.236,+
1.247,+
2.08,+
1.104,+
1.269,+
0.6562,+
1.65,+
0.636,+
1.218,+
0.3027,+
1.06,+
1.5,+
0.734,+
-0.3228,+
0.7593,+
0.8813,+
0.7183,+
0.934,+
0.0539,+
1.035,+
0.9243,+
1.505,+
1.876,+
2.3,+
0.8154,+
1.41,+
0.5815,+
-0.2428,+
1.15,+
1.7295,+
0.637,+
1.227,+
1.544,+
0.348,+
-0.798,+
1.572,+
1.728,+
-0.3264,+
0.0952,+
0.531,+
1.181,+
1.429,+
2.031,+
1.55,+
0.8594,+
0.348,+
1.313,+
1.14,+
1.708,+
1.185,+
1.638,+
0.8545,+
1.647,+
0.6646,+
0.7954,+
1.1,+
2.037,+
0.374,+
-0.332,+
1.083,+
1.123,+
0.4155,+
1.175,+
0.857,+
1.301,+
1.209,+
1.361,+
0.9614,+
0.971,+
1.351,+
1.194,+
1.202,+
1.771,+
2.168,+
1.367,+
1.176,+
1.413,+
0.5205,+
0.6904,+
1.614,+
0.3347,+
1.083,+
0.1328,+
1.101,+
1.279,+
2.023,+
1.636,+
2.305,+
1.47,+
2.768,+
1.109,+
0.504,+
0.1891,+
1.315,+
1.144,+
2.568,+
0.504,+
0.662,+
-0.3604,+
0.7056,+
0.2351,+
0.886,+
1.283,+
2.13,+
1.49,+
0.3093,+
1.141,+
0.1976,+
0.678,+
0.01822,+
0.618,+
2.84,+
1.179,+
0.2905,+
0.9204,+
1.33,+
1.029,+
0.1516,+
2.05,+
1.274,+
0.7593,+
0.613,+
1.062,+
1.402,+
-0.702,+
1.757,+
1.59,+
0.0905,+
0.782,+
1.0625,+
1.184,+
1.489,+
1.274,+
1.427,+
1.257,+
1.402,+
1.61,+
1.73,+
0.4229,+
1.44,+
1.505,+
-0.3677,+
0.88,+
0.7236,+
1.406,+
0.619,+
1.316,+
0.56,+
1.526,+
1.009,+
-0.1649,+
1.288,+
0.1065,+
1.4795,+
0.9473,+
1.312,+
0.2455,+
0.6304,+
2.506,+
1.562,+
1.628,+
0.8364,+
1.553,+
0.983,+
0.468,+
1.672,+
1.205,+
0.3938,+
2.387,+
0.8896,+
0.719,+
0.9487,+
0.9995,+
1.722,+
0.933,+
0.0821,+
-0.55,+
1.198,+
1.25,+
0.737,+
1.467,+
0.374,+
1.491,+
0.551,+
0.437,+
0.977,+
-0.336,+
2.166,+
2.473,+
2.236,+
0.3872,+
1.464,+
2.22,+
0.754,+
1.353,+
0.41,+
0.405,+
0.9253,+
1.485,+
1.077,+
-0.1217,+
0.468,+
1.805,+
0.708,+
-0.274,+
1.032,+
1.158,+
1.104,+
1.2705,+
1.073,+
0.3506,+
1.133,+
1.742,+
1.73,+
-0.0832,+
0.8823,+
0.9014,+
3.895,+
0.6816,+
-0.516,+
0.603,+
1.832,+
0.545,+
1.285,+
1.346,+
1.427,+
0.556,+
-0.657,+
2.803,+
1.913,+
0.3855,+
2.852,+
1.124,+
