Scores,Label
0.2423,+
0.6543,+
1.897,+
-0.501,+
0.4512,+
0.563,+
-0.743,+
1.721,+
0.753,+
-0.7563,+
1.775,+
0.0668,+
0.2051,+
0.3486,+
0.0136,+
0.635,+
-0.07416,+
0.0575,+
1.346,+
0.7437,+
0.5415,+
0.1333,+
0.6587,+
0.6797,+
1.054,+
-0.626,+
1.091,+
0.858,+
1.065,+
-0.1273,+
-0.1686,+
1.281,+
0.6772,+
-0.1672,+
0.1945,+
0.8965,+
0.8594,+
-0.4,+
0.992,+
0.926,+
1.004,+
1.387,+
1.129,+
-1.294,+
0.8926,+
1.137,+
-0.993,+
-0.594,+
-0.291,+
0.1838,+
1.3125,+
0.5283,+
0.628,+
0.0987,+
-0.5034,+
1.576,+
0.4312,+
1.291,+
1.007,+
0.652,+
1.209,+
1.399,+
0.6133,+
0.62,+
0.2769,+
1.103,+
1.105,+
1.261,+
0.3887,+
-0.01033,+
-0.1486,+
0.1572,+
1.151,+
0.2303,+
0.722,+
0.7397,+
-0.0808,+
0.9243,+
-0.65,+
-1.464,+
0.4578,+
0.664,+
0.1252,+
0.9097,+
1.287,+
-0.4612,+
-0.578,+
0.1625,+
0.733,+
1.047,+
1.583,+
-1.387,+
1.254,+
1.206,+
1.179,+
0.837,+
0.3914,+
0.487,+
-0.283,+
1.216,+
0.471,+
0.3606,+
0.3914,+
0.3926,+
-0.2776,+
0.7314,+
1.504,+
0.2263,+
1.782,+
0.5723,+
0.0655,+
0.5723,+
-0.001023,+
0.9897,+
0.9937,+
0.729,+
0.657,+
-0.03958,+
1.876,+
0.0814,+
0.6836,+
0.733,+
0.342,+
1.213,+
0.7676,+
0.6772,+
-0.5273,+
0.6396,+
-0.0622,+
-0.509,+
-0.4558,+
1.706,+
0.6187,+
0.1372,+
0.1439,+
-0.541,+
0.1958,+
1.055,+
0.3633,+
0.1027,+
-0.687,+
-0.03693,+
0.536,+
0.665,+
0.285,+
-0.1273,+
0.972,+
0.346,+
0.0269,+
-0.4663,+
1.331,+
-0.2098,+
0.567,+
0.06946,+
-0.764,+
1.07,+
0.2224,+
0.499,+
1.467,+
1.01,+
1.157,+
-0.538,+
1.085,+
0.721,+
1.292,+
0.4392,+
0.7993,+
0.85,+
1.856,+
0.8354,+
0.7754,+
1.283,+
0.871,+
-0.4265,+
-0.4,+
1.156,+
1.369,+
-0.1539,+
0.9243,+
0.967,+
0.597,+
1.162,+
-0.07947,+
1.263,+
0.04684,+
0.995,+
0.8486,+
0.919,+
0.837,+
0.3486,+
0.745,+
1.539,+
0.6147,+
1.283,+
0.6294,+
0.858,+
0.4724,+
0.4165,+
0.1439,+
0.4497,+
0.4404,+
0.2463,+
0.3247,+
0.4365,+
0.4324,+
-0.2151,+
0.298,+
0.2637,+
0.6387,+
0.07477,+
1.596,+
0.491,+
0.4497,+
-0.1553,+
1.438,+
-0.3281,+
-0.751,+
0.8154,+
0.9326,+
0.1918,+
0.9497,+
0.665,+
0.4126,+
0.7505,+
0.556,+
-0.263,+
1.294,+
1.856,+
0.948,+
0.4485,+
-0.0808,+
0.02823,+
0.512,+
0.1904,+
-0.2803,+
1.625,+
0.01627,+
0.948,+
