Scores,Label
0.02933,+
1.03,+
0.081,+
0.3452,+
0.307,+
0.3599,+
0.6953,+
-0.9805,+
-0.003149,+
-0.715,+
0.7954,+
0.4722,+
0.899,+
0.986,+
0.3806,+
0.701,+
0.3186,+
-0.617,+
-0.074,+
-0.2186,+
0.754,+
0.651,+
-0.3132,+
-0.319,+
0.171,+
0.6196,+
-1.131,+
0.527,+
0.6714,+
0.934,+
0.3438,+
-0.2542,+
-0.1212,+
-0.0356,+
0.831,+
-0.10944,+
-0.3367,+
1.048,+
0.298,+
0.664,+
1.315,+
0.3955,+
-0.564,+
0.4988,+
0.07214,+
-0.3987,+
-1.571,+
0.2124,+
0.5977,+
-0.26,+
0.2434,+
-0.02824,+
0.589,+
0.4014,+
-0.05334,+
-0.57,+
0.9565,+
-0.809,+
0.7524,+
-0.446,+
0.862,+
-0.8506,+
-0.1242,+
-0.753,+
0.1592,+
-0.07697,+
0.527,+
0.0928,+
0.3616,+
-0.0356,+
-0.877,+
-0.1478,+
0.7363,+
-0.01348,+
1.297,+
0.1252,+
0.1298,+
0.8794,+
0.04114,+
0.06476,+
1.265,+
0.3674,+
-0.617,+
-0.2866,+
0.475,+
0.03522,+
-0.2482,+
0.2272,+
-0.4077,+
0.648,+
-1.19,+
-0.3987,+
0.3423,+
0.05737,+
0.3306,+
-0.1803,+
0.856,+
1.313,+
0.1194,+
0.7407,+
-0.4666,+
0.1725,+
-0.5786,+
0.1829,+
-0.10944,+
-0.3308,+
0.3394,+
0.295,+
0.394,+
-0.263,+
0.6167,+
0.813,+
-0.4727,+
0.394,+
0.04852,+
0.3186,+
-0.10944,+
0.00423,+
0.1962,+
0.1252,+
0.3496,+
-0.57,+
0.4885,+
-0.821,+
0.3481,+
-0.2069,+
0.242,+
0.0308,+
0.3777,+
0.54,+
0.1298,+
-0.6997,+
0.4885,+
0.03818,+
-0.2747,+
0.4265,+
-0.2423,+
0.9253,+
0.9326,+
-0.4077,+
1.255,+
0.8735,+
0.363,+
-0.02972,+
-0.5493,+
0.4648,+
-0.1566,+
0.9077,+
0.0751,+
-0.7207,+
-0.632,+
-0.0194,+
0.6436,+
0.8647,+
0.2493,+
0.205,+
-0.0356,+
0.574,+
0.503,+
-0.02824,+
-1.01,+
0.5635,+
0.9385,+
-0.2157,+
0.03522,+
0.329,+
-0.1006,+
0.177,+
0.005707,+
0.621,+
0.4854,+
0.651,+
-0.0356,+
0.4604,+
-0.06366,+
0.6846,+
0.2301,+
0.3083,+
0.03522,+
0.9326,+
-0.322,+
-0.2808,+
1.188,+
0.07654,+
0.4,+
-0.3545,+
1.294,+
-0.4253,+
-1.952,+
-0.4727,+
0.04852,+
1.647,+
0.7983,+
-0.3987,+
1.051,+
0.1179,+
-0.2808,+
0.04114,+
0.4824,+
0.94,+
0.307,+
-0.10944,+
0.3054,+
0.1666,+
0.614,+
0.781,+
0.2715,+
0.8677,+
0.4,+
-0.449,+
0.5757,+
-0.591,+
0.481,+
0.3452,+
-0.2542,+
-0.1626,+
-0.1803,+
0.3215,+
0.3865,+
-0.449,+
0.1504,+
0.2183,+
-0.3782,+
-0.3516,+
-0.2808,+
0.4707,+
1.294,+
0.9785,+
-0.0681,+
1.281,+
0.4604,+
0.385,+
-0.384,+
0.2832,+
-0.6733,+
-0.2305,+
0.0662,+
0.508,+
0.698,+
0.7217,+
-0.1774,+
0.701,+
0.6997,+
0.05884,+
-0.1537,+
-0.136,+
0.6997,+
0.775,+
0.2537,+
0.7954,+
0.05148,+
0.5786,+
-0.3691,+
-1.37,+
0.3142,+
0.177,+
0.713,+
-0.05038,+
0.3984,+
-0.904,+
0.10315,+
-1.048,+
0.298,+
0.3481,+
-0.5786,+
0.484,+
-0.4106,+
-0.6377,+
-0.1774,+
0.3792,+
-0.3013,+
0.4514,+
-1.042,+
-0.3691,+
0.1932,+
-0.3662,+
-0.2275,+
0.7524,+
0.2197,+
0.1267,+
-0.6143,+
0.3777,+
-0.4224,+
0.899,+
0.276,+
0.1725,+
-0.3042,+
0.1267,+
-0.626,+
-0.629,+
0.143,+
-0.2659,+
-0.2778,+
-0.322,+
0.08246,+
-0.5728,+
-0.2009,+
-0.0061,+
0.1976,+
0.2316,+
1.281,+
-0.0755,+
-0.1212,+
0.3704,+
0.447,+
0.2404,+
0.202,+
0.323,+
-0.2542,+
-0.1685,+
1.04,+
0.3777,+
-0.2334,+
-0.1921,+
0.4014,+
0.0544,+
0.9727,+
-0.26,+
0.9487,+
0.1046,+
-0.09174,+
0.01604,+
-0.02676,+
0.3599,+
0.171,+
1.479,+
0.484,+
-0.5786,+
-1.559,+
0.1843,+
-0.1597,+
-0.5317,+
1.313,+
0.06915,+
0.4265,+
0.7217,+
0.5947,+
-0.5786,+
-0.3516,+
0.2197,+
-0.5493,+
0.9917,+
-0.1418,+
-0.2394,+
0.289,+
-0.5317,+
0.3674,+
-0.6436,+
-0.322,+
-0.3367,+
0.2064,+
0.00423,+
0.853,+
0.5635,+
0.3083,+
-1.748,+
0.614,+
0.0323,+
0.636,+
0.931,+
-0.5107,+
0.2996,+
0.1725,+
0.2168,+
-0.6436,+
0.3438,+
0.1489,+
0.3894,+
0.7188,+
-0.7383,+
0.813,+
0.276,+
0.54,+
0.3955,+
-0.1921,+
0.5903,+
0.4014,+
0.00866,+
-0.4045,+
0.4604,+
0.639,+
-0.3987,+
0.766,+
-0.0976,+
-0.2452,+
0.515,+
0.3496,+
-0.3516,+
-0.585,+
0.382,+
-0.3428,+
-0.1714,+
0.8027,+
1.094,+
-0.3604,+
0.07654,+
0.53,+
-0.4106,+
0.1725,+
1.098,+
-0.004623,+
0.1976,+
-1.184,+
-0.508,+
0.01752,+
0.2241,+
0.4338,+
0.2434,+
-0.0829,+
0.2079,+
-0.4194,+
1.18,+
0.5845,+
-0.3662,+
-0.0061,+
0.887,+
0.4014,+
0.4324,+
-0.2866,+
0.7144,+
0.481,+
0.676,+
-0.3162,+
0.267,+
-0.3987,+
-0.1566,+
1.272,+
0.2434,+
-0.1242,+
-0.4106,+
0.552,+
0.574,+
0.7466,+
0.4692,+
-0.1065,+
-1.072,+
0.6714,+
0.4219,+
-0.0001965,+
-0.712,+
0.1799,+
-0.1183,+
0.99,+
-0.3457,+
0.546,+
-0.03268,+
0.54,+
-0.2512,+
-0.4697,+
0.7246,+
0.00423,+
-0.1478,+
0.385,+
0.4707,+
0.627,+
-1.391,+
-0.9688,+
0.627,+
-0.6055,+
-1.748,+
-0.6733,+
-0.3691,+
0.2257,+
0.233,+
0.177,+
0.5728,+
0.3865,+
0.0633,+
0.4,+
0.307,+
0.748,+
0.04852,+
1.128,+
1.204,+
0.605,+
-0.02382,+
-0.8296,+
-0.322,+
-0.3691,+
0.553,+
0.3496,+
-0.3782,+
0.3054,+
0.4944,+
-0.7056,+
0.3408,+
-0.1566,+
-0.555,+
-0.2542,+
0.0943,+
-0.5938,+
0.04114,+
0.3835,+
0.611,+
0.2996,+
0.2139,+
0.2803,+
0.726,+
-0.2039,+
0.931,+
0.881,+
-0.3013,+
-0.2423,+
0.527,+
0.329,+
0.143,+
0.624,+
-0.2186,+
0.6226,+
0.0839,+
0.02194,+
0.6904,+
-1.199,+
1.195,+
-0.05185,+
0.866,+
-0.2275,+
-1.364,+
0.385,+
0.0707,+
0.1533,+
0.332,+
0.2803,+
0.2064,+
0.856,+
0.2139,+
-0.3103,+
0.2257,+
1.068,+
0.5947,+
0.2773,+
-0.2896,+
0.553,+
-0.777,+
-0.3367,+
-0.1537,+
0.645,+
-0.1774,+
-0.2954,+
0.1962,+
-0.564,+
1.02,+
-0.3132,+
0.1725,+
0.621,+
0.1179,+
0.354,+
-0.003149,+
0.3762,+
0.1887,+
-0.1242,+
-0.1183,+
0.171,+
-0.0194,+
0.1252,+
0.7437,+
0.06476,+
-0.865,+
0.6167,+
0.14,+
0.00423,+
-1.075,+
0.632,+
-0.05777,+
0.3306,+
-0.319,+
0.1238,+
1.278,+
-0.6113,+
-0.8447,+
-0.3928,+
-0.1449,+
0.4485,+
0.7056,+
0.791,+
-0.0061,+
-1.178,+
0.3704,+
0.632,+
-1.084,+
0.07654,+
0.447,+
0.0249,+
0.6743,+
0.233,+
-0.9834,+
0.0426,+
0.7437,+
-0.1921,+
0.99,+
1.181,+
1.267,+
0.5664,+
-0.3958,+
0.996,+
0.6553,+
-0.2186,+
0.2537,+
-0.4873,+
-0.2808,+
0.6904,+
-0.4312,+
0.7524,+
-0.496,+
1.092,+
-0.01643,+
-0.3958,+
0.05884,+
0.0972,+
-0.1566,+
0.242,+
1.754,+
0.4485,+
-0.2512,+
0.02933,+
0.0618,+
-0.3633,+
-0.2394,+
-0.2275,+
0.1592,+
0.3806,+
1.04,+
0.413,+
0.475,+
0.06915,+
-0.839,+
0.503,+
-0.257,+
-0.6084,+
-0.821,+
0.6094,+
-0.505,+
-0.09174,+
-0.3042,+
1.216,+
-0.0829,+
0.7217,+
-0.003149,+
0.94,+
0.9297,+
0.298,+
-0.8447,+
-0.1714,+
0.2876,+
-0.2482,+
1.002,+
-0.759,+
-0.877,+
-0.02382,+
-0.868,+
-0.2512,+
-0.4194,+
0.819,+
0.03375,+
0.2686,+
0.481,+
-0.564,+
0.775,+
0.9004,+
-0.1449,+
0.3955,+
0.4072,+
0.0913,+
-0.043,+
-0.2717,+
-0.136,+
