Name,+/-,Score,True Positive,False Positive,True Negative,False Negative,Accuracy,Precision,Recall,False Positive Rate,Selectivity
YKL053C-A,1,161.26496342100003,1,0,4655,104,0.9781512605042016,1.0,0.009523809523809525,0.0,1.0
YEL020W-A,1,154.32548804,2,0,4655,103,0.9783613445378151,1.0,0.01904761904761905,0.0,1.0
YPL098C,1,142.32629820100004,3,0,4655,102,0.9785714285714285,1.0,0.02857142857142857,0.0,1.0
YBR185C,1,138.333220367,4,0,4655,101,0.978781512605042,1.0,0.0380952380952381,0.0,1.0
YDR296W,1,138.06986477600003,5,0,4655,100,0.9789915966386554,1.0,0.047619047619047616,0.0,1.0
YJL063C,1,131.23536159000002,6,0,4655,99,0.9792016806722689,1.0,0.05714285714285714,0.0,1.0
YML091C,1,130.40833310200006,7,0,4655,98,0.9794117647058823,1.0,0.06666666666666667,0.0,1.0
YKR085C,1,129.59636404500006,8,0,4655,97,0.9796218487394958,1.0,0.0761904761904762,0.0,1.0
YMR060C,1,128.13614948800006,9,0,4655,96,0.9798319327731092,1.0,0.08571428571428572,0.0,1.0
YOR266W,1,127.3167446144,10,0,4655,95,0.9800420168067226,1.0,0.09523809523809523,0.0,1.0
YLR370C,1,126.87310821300002,11,0,4655,94,0.9802521008403361,1.0,0.10476190476190476,0.0,1.0
YJR135W-A,1,126.82988572099997,12,0,4655,93,0.9804621848739495,1.0,0.11428571428571428,0.0,1.0
YLL001W,1,126.24253289400004,13,0,4655,92,0.980672268907563,1.0,0.12380952380952381,0.0,1.0
YKL013C,1,125.81829757200006,14,0,4655,91,0.9808823529411764,1.0,0.13333333333333333,0.0,1.0
YGR181W,1,125.0707230060001,15,0,4655,90,0.9810924369747899,1.0,0.14285714285714285,0.0,1.0
YNL070W,1,124.86387463200002,16,0,4655,89,0.9813025210084033,1.0,0.1523809523809524,0.0,1.0
YJR065C,1,122.402197142,17,0,4655,88,0.9815126050420168,1.0,0.1619047619047619,0.0,1.0
YCR028C-A,1,122.35759846500004,18,0,4655,87,0.9817226890756302,1.0,0.17142857142857143,0.0,1.0
YNL121C,1,120.49626254900576,19,0,4655,86,0.9819327731092437,1.0,0.18095238095238095,0.0,1.0
YNL026W,1,120.09758316799997,20,0,4655,85,0.9821428571428571,1.0,0.19047619047619047,0.0,1.0
YLR304C,1,119.53557453299993,21,0,4655,84,0.9823529411764705,1.0,0.2,0.0,1.0
YJR118C,1,119.39876693300002,22,0,4655,83,0.982563025210084,1.0,0.20952380952380953,0.0,1.0
YPR083W,1,116.391929993,23,0,4655,82,0.9827731092436974,1.0,0.21904761904761905,0.0,1.0
YHR005C-A,1,115.95008358500004,24,0,4655,81,0.9829831932773109,1.0,0.22857142857142856,0.0,1.0
YGL219C,1,115.31824742599994,25,0,4655,80,0.9831932773109243,1.0,0.23809523809523808,0.0,1.0
YGR101W,1,114.93802945100002,26,0,4655,79,0.9834033613445378,1.0,0.24761904761904763,0.0,1.0
YJL112W,1,114.52638351600001,27,0,4655,78,0.9836134453781512,1.0,0.2571428571428571,0.0,1.0
YFL036W,1,113.87124985300004,28,0,4655,77,0.9838235294117647,1.0,0.26666666666666666,0.0,1.0
YJL054W,1,113.20898420500004,29,0,4655,76,0.9840336134453781,1.0,0.2761904761904762,0.0,1.0
YIL062C,1,112.4997242240001,30,0,4655,75,0.9842436974789915,1.0,0.2857142857142857,0.0,1.0
YOL027C,1,111.27819760399991,31,0,4655,74,0.9844537815126051,1.0,0.29523809523809524,0.0,1.0
YDL029W,1,110.73939507599998,32,0,4655,73,0.9846638655462185,1.0,0.3047619047619048,0.0,1.0
YDL142C,1,110.43379141900003,33,0,4655,72,0.984873949579832,1.0,0.3142857142857143,0.0,1.0
YDR219C,1,107.88435053900005,34,0,4655,71,0.9850840336134454,1.0,0.3238095238095238,0.0,1.0
YMR072W,1,107.04934184800003,35,0,4655,70,0.9852941176470589,1.0,0.3333333333333333,0.0,1.0
YPR024W,1,106.99736315099996,36,0,4655,69,0.9855042016806723,1.0,0.34285714285714286,0.0,1.0
YBR234C,1,106.95070321399997,37,0,4655,68,0.9857142857142858,1.0,0.3523809523809524,0.0,1.0
YIL065C,1,106.46492700800002,38,0,4655,67,0.9859243697478992,1.0,0.3619047619047619,0.0,1.0
YDR150W,1,104.66423646899996,39,0,4655,66,0.9861344537815127,1.0,0.37142857142857144,0.0,1.0
YIL051C,1,104.57250976799995,40,0,4655,65,0.9863445378151261,1.0,0.38095238095238093,0.0,1.0
YHR083W,1,104.29473352299998,41,0,4655,64,0.9865546218487395,1.0,0.3904761904761905,0.0,1.0
YCL044C,1,103.54265446300002,42,0,4655,63,0.986764705882353,1.0,0.4,0.0,1.0
YNL055C,1,103.31708781099987,43,0,4655,62,0.9869747899159664,1.0,0.4095238095238095,0.0,1.0
YNL079C,1,103.10764860500008,44,0,4655,61,0.9871848739495799,1.0,0.41904761904761906,0.0,1.0
YLR368W,1,102.85581929599994,45,0,4655,60,0.9873949579831933,1.0,0.42857142857142855,0.0,1.0
YNL213C,1,102.20128326799998,46,0,4655,59,0.9876050420168068,1.0,0.4380952380952381,0.0,1.0
YER154W,1,101.50480718000003,47,0,4655,58,0.9878151260504202,1.0,0.44761904761904764,0.0,1.0
YMR302C,1,101.11159069699991,48,0,4655,57,0.9880252100840337,1.0,0.45714285714285713,0.0,1.0
YOR037W,1,101.064277443,49,0,4655,56,0.9882352941176471,1.0,0.4666666666666667,0.0,1.0
YNL310C,1,100.89798081000006,50,0,4655,55,0.9884453781512605,1.0,0.47619047619047616,0.0,1.0
YIL138C,1,98.95105266500003,51,0,4655,54,0.988655462184874,1.0,0.4857142857142857,0.0,1.0
YOL076W,1,95.64782873800007,52,0,4655,53,0.9888655462184874,1.0,0.49523809523809526,0.0,1.0
YOL009C,1,94.42829295299997,53,0,4655,52,0.9890756302521009,1.0,0.5047619047619047,0.0,1.0
YDR393W,1,94.32267786300002,54,0,4655,51,0.9892857142857143,1.0,0.5142857142857142,0.0,1.0
YDL198C,1,92.33567213540006,55,0,4655,50,0.9894957983193278,1.0,0.5238095238095238,0.0,1.0
YDR470C,1,91.961918659,56,0,4655,49,0.9897058823529412,1.0,0.5333333333333333,0.0,1.0
YPR131C,1,90.9586862360001,57,0,4655,48,0.9899159663865547,1.0,0.5428571428571428,0.0,1.0
YBR179C,1,90.79494858899999,58,0,4655,47,0.9901260504201681,1.0,0.5523809523809524,0.0,1.0
YNR035C,1,90.177127105,59,0,4655,46,0.9903361344537815,1.0,0.5619047619047619,0.0,1.0
