Gene A,Gene B,Score
YHR005C-A,YNL189W,0.079418242
YHR005C-A,YLR058C,0.925363123
YHR005C-A,snR32,0.006470681
YHR005C-A,YGL043W,0.025031477
YHR005C-A,YGR163W,0.202636033
YHR005C-A,YOR298W,0.252829671
YHR005C-A,YDR301W,0.075278409
YHR005C-A,YDR320C-A,0.002479874
YHR005C-A,HIR4,0.002479874
YHR005C-A,YOL146W,0.32322526
YHR005C-A,YEL036C,0.001560951
YHR005C-A,YMR235C,0.014930967
YHR005C-A,YGR284C,0.440633893
YHR005C-A,YER068W,0.123586416
YHR005C-A,YDR460W,0.336201936
YHR005C-A,YOL090W,0.009172686
YHR005C-A,YNL330C,0.358809084
YHR005C-A,YGL168W,0.059968494
YHR005C-A,YGL124C,0.691391647
YHR005C-A,YLL004W,0.212488338
YHR005C-A,tT(AGU)H,0.002479874
YHR005C-A,YDR409W,0.209657058
YHR005C-A,YER159C-A,0.008022161
YHR005C-A,YLR219W,0.997008264
YHR005C-A,YLR332W,0.137954056
YHR005C-A,YHL028W,0.002297822
YHR005C-A,YER114C,0.461446702
YHR005C-A,YDR356W,0.00405758
YHR005C-A,YCL031C,0.809215903
YHR005C-A,YGL208W,0.963174701
YHR005C-A,YDL190C,0.363019407
YHR005C-A,tQ(UUG)D1,0.000575541
YHR005C-A,YKL070W,0.031115742
YHR005C-A,YDR459C,0.378196478
YHR005C-A,YGL252C,0.018770225
YHR005C-A,YGR077C,0.64438957
YHR005C-A,YCR083W,0.158930242
YHR005C-A,YDL200C,0.269951046
YHR005C-A,YDR480W,0.006738779
YHR005C-A,YMR153W,0.136266142
YHR005C-A,YGL094C,0.003671529
YHR005C-A,tA(UGC)Q,0.002479874
YHR005C-A,YPR156C,6.72e-06
YHR005C-A,YKR009C,0.940315902
YHR005C-A,tD(GUC)O,0.002479874
YHR005C-A,YML060W,0.406566381
YHR005C-A,YHR018C,0.391095757
YHR005C-A,YLR018C,0.912876248
YHR005C-A,tG(UCC)O,0.001500468
YHR005C-A,YNR060W,1.15e-05
YHR005C-A,YMR075W,0.08284606
YHR005C-A,YDR351W,0.40833354
YHR005C-A,YLR194C,0.616888583
YHR005C-A,YGR009C,0.024102675
YHR005C-A,snR83,0.002479874
YHR005C-A,YOR064C,0.144893438
YHR005C-A,YER001W,0.014347471
YHR005C-A,YER035W,0.996601462
YHR005C-A,YDL058W,0.08143229
YHR005C-A,YMR166C,0.427686721
YHR005C-A,tD(GUC)J1,0.002482196
YHR005C-A,tD(GUC)G1,0.002479874
YHR005C-A,tS(AGA)M,0.002300154
YHR005C-A,YDR294C,0.813856304
YHR005C-A,YDR085C,0.717621028
YHR005C-A,YJL192C,0.958471
YHR005C-A,YBL011W,0.000648428
YHR005C-A,YBR024W,0.833098114
YHR005C-A,YMR311C,0.955065846
YHR005C-A,YPL148C,0.376122653
YHR005C-A,snR76,0.04394133
YHR005C-A,YOL127W,0.986572027
YHR005C-A,YDR206W,0.000900038
YHR005C-A,YPR005C,0.890219331
YHR005C-A,YOR337W,0.004770231
YHR005C-A,tL(CAA)G1,0.002479874
YHR005C-A,tI(UAU)L,0.002479874
YHR005C-A,tV(AAC)K1,0.002479874
YHR005C-A,YGR246C,0.037206996
YHR005C-A,YOR249C,0.024166644
YHR005C-A,YPR034W,0.000633128
YHR005C-A,YDR208W,0.088094309
YHR005C-A,tA(AGC)L,0.003233273
YHR005C-A,YPL027W,0.014478846
YHR005C-A,YMR164C,0.048084371
YHR005C-A,YDL140C,0.099496663
YHR005C-A,YOL116W,0.727445543
YHR005C-A,YML055W,0.212269798
YHR005C-A,YLR314C,0.037249789
YHR005C-A,YER081W,0.000592234
YHR005C-A,YGL115W,0.21386835
YHR005C-A,YHR183W,0.742172539
YHR005C-A,YGL174W,0.123557508
YHR005C-A,YHR206W,0.086858265
YHR005C-A,YHL020C,0.00912243
YHR005C-A,YOR239W,0.000687294
YHR005C-A,YDL189W,0.080581971
YHR005C-A,YMR261C,0.992702961
YHR005C-A,YMR229C,0.965034842
YHR005C-A,YDL013W,0.522670209
