Gene A,Gene B,Score
RPM1,RPM1,0.128978088
RPM1,YAR008W,0.128978088
RPM1,YBL057C,0.128978088
RPM1,YBR120C,0.128978088
RPM1,YBR121C,0.128978088
RPM1,YCL017C,0.128978088
RPM1,YDL036C,0.128978088
RPM1,YDR120C,0.128978088
RPM1,YER153C,0.128978088
RPM1,YGL143C,0.128978088
RPM1,YGL236C,0.128978088
RPM1,YGR169C,0.128978088
RPM1,YGR171C,0.128978088
RPM1,YHR091C,0.128978088
RPM1,YLL018C,0.128978088
RPM1,YLR067C,0.128978088
RPM1,YLR069C,0.128978088
RPM1,YLR105C,0.128978088
RPM1,YMR023C,0.128978088
RPM1,YMR059W,0.128978088
RPM1,YMR257C,0.128978088
RPM1,YNL073W,0.128978088
RPM1,YNR045W,0.128978088
RPM1,YOL023W,0.128978088
RPM1,YOL033W,0.128978088
RPM1,YOR201C,0.128978088
RPM1,YOR274W,0.128978088
RPM1,YPL083C,0.128978088
RPM1,YPL097W,0.128978088
RPM1,YPL104W,0.128978088
RPM1,YPR047W,0.128978088
YAR008W,YAR008W,0.968759775
YAR008W,YBL057C,0.025313864
YAR008W,YBR120C,0.994815409
YAR008W,YBR121C,0.056466948
YAR008W,YCL017C,0.679434419
YAR008W,YDL036C,0.916395366
YAR008W,YDR120C,0.00104767
YAR008W,YER153C,0.229185566
YAR008W,YGL143C,0.880805194
YAR008W,YGL236C,0.104007445
YAR008W,YGR169C,0.041212127
YAR008W,YGR171C,0.016216803
YAR008W,YHR091C,0.150686428
YAR008W,YLL018C,0.320279062
YAR008W,YLR067C,0.055355575
YAR008W,YLR069C,0.012629884
YAR008W,YLR105C,0.008640665
YAR008W,YMR023C,0.01956642
YAR008W,YMR059W,0.061954379
YAR008W,YMR257C,0.178881004
YAR008W,YNL073W,0.11483147
YAR008W,YNR045W,0.967611015
YAR008W,YOL023W,0.996176839
YAR008W,YOL033W,0.595886528
YAR008W,YOR201C,0.014054057
YAR008W,YOR274W,0.176273972
YAR008W,YPL083C,0.985844374
YAR008W,YPL097W,0.000873265
YAR008W,YPL104W,0.309408128
YAR008W,YPR047W,0.060477622
YBL057C,YBL057C,0
YBL057C,YBR120C,0.038309131
YBL057C,YBR121C,0.03150392
YBL057C,YCL017C,0.315885752
YBL057C,YDL036C,0.011163841
YBL057C,YDR120C,0.018523186
YBL057C,YER153C,0.000337421
YBL057C,YGL143C,0.371290177
YBL057C,YGL236C,0.227123544
YBL057C,YGR169C,0.001140055
YBL057C,YGR171C,0.330962092
YBL057C,YHR091C,0.406682462
YBL057C,YLL018C,0.12403667
YBL057C,YLR067C,0.039573256
YBL057C,YLR069C,0.21535483
YBL057C,YLR105C,0.056650318
YBL057C,YMR023C,0.003281289
YBL057C,YMR059W,0.008340088
YBL057C,YMR257C,0.701393723
YBL057C,YNL073W,0.097677842
YBL057C,YNR045W,0.000660907
YBL057C,YOL023W,0.073713101
YBL057C,YOL033W,0.106349774
YBL057C,YOR201C,4.25E-05
YBL057C,YOR274W,0.476115376
YBL057C,YPL083C,0.184391066
YBL057C,YPL097W,0.011974134
YBL057C,YPL104W,0.14631027
YBL057C,YPR047W,0.704210162
YBR120C,YBR120C,2.99E-25
YBR120C,YBR121C,0.98953563
YBR120C,YCL017C,0.408534169
YBR120C,YDL036C,0.644891024
YBR120C,YDR120C,0.972117484
YBR120C,YER153C,0.946271181
YBR120C,YGL143C,0.998946249
YBR120C,YGL236C,0.14901787
YBR120C,YGR169C,0.003213625
YBR120C,YGR171C,0.47072649
YBR120C,YHR091C,0.025661703
YBR120C,YLL018C,0.961760879
YBR120C,YLR067C,0.013464708
YBR120C,YLR069C,0.569508553
YBR120C,YLR105C,0.010504668
