Gene A,Gene B,Label,Score,True Positive,False Negative,True Negative,False Positive,Accuracy,Precision,Recall,False Positive Rate,Selectivity
YBR230C,YJR080C,1,12.737465,1.0,1040.0,9959.0,0.0,0.9054545164108276,1.0,0.0009606147650629282,0.0,1.0
YJR080C,YML129C,1,12.476826,2.0,1039.0,9959.0,0.0,0.9055454730987549,1.0,0.0019212295301258564,0.0,1.0
YBL078C,YBR262C,1,12.034028,3.0,1038.0,9959.0,0.0,0.9056363701820374,1.0,0.0028818442951887846,0.0,1.0
YDR258C,YBR262C,1,11.587428,4.0,1037.0,9959.0,0.0,0.9057272672653198,1.0,0.003842459060251713,0.0,1.0
YLL009C,YDL149W,1,11.371231,5.0,1036.0,9959.0,0.0,0.9058181643486023,1.0,0.004803074058145285,0.0,1.0
YDR079W,YGR112W,1,11.099805,6.0,1035.0,9959.0,0.0,0.9059090614318848,1.0,0.005763688590377569,0.0,1.0
YBR185C,YGR028W,1,11.0453415,7.0,1034.0,9959.0,0.0,0.906000018119812,1.0,0.006724303588271141,0.0,1.0
YKL195W,YJR080C,1,10.972397,8.0,1033.0,9959.0,0.0,0.9060909152030945,1.0,0.007684918120503426,0.0,1.0
YMR302C,YDR322W,1,10.570602,9.0,1032.0,9959.0,0.0,0.906181812286377,1.0,0.008645533584058285,0.0,1.0
YDR079W,YDR358W,0,10.450048,9.0,1032.0,9958.0,1.0,0.9060909152030945,0.8999999761581421,0.008645533584058285,0.00010041168570751324,0.9998995661735535
YLR312W-A,YBR269C,0,10.43561,9.0,1032.0,9957.0,2.0,0.906000018119812,0.8181818127632141,0.008645533584058285,0.00020082337141502649,0.9997991919517517
YGR112W,YLR038C,1,10.280034,10.0,1031.0,9957.0,2.0,0.9060909152030945,0.8333333134651184,0.00960614811629057,0.00020082337141502649,0.9997991919517517
YGR112W,YPR100W,1,10.251174,11.0,1030.0,9957.0,2.0,0.906181812286377,0.8461538553237915,0.010566762648522854,0.00020082337141502649,0.9997991919517517
YDR231C,YML091C,1,10.177692,12.0,1029.0,9957.0,2.0,0.9062727093696594,0.8571428656578064,0.011527377180755138,0.00020082337141502649,0.9997991919517517
YBR262C,YIL157C,1,10.0738125,13.0,1028.0,9957.0,2.0,0.9063636660575867,0.8666666746139526,0.012487992644309998,0.00020082337141502649,0.9997991919517517
YEL041W,YEL050C,0,9.890009,13.0,1028.0,9956.0,3.0,0.9062727093696594,0.8125,0.012487992644309998,0.00030123506439849734,0.9996987581253052
YBR230C,YFL036W,1,9.87791,14.0,1027.0,9956.0,3.0,0.9063636660575867,0.8235294222831726,0.013448607176542282,0.00030123506439849734,0.9996987581253052
YNR007C,YNL315C,1,9.669015,15.0,1026.0,9956.0,3.0,0.9064545631408691,0.8333333134651184,0.014409221708774567,0.00030123506439849734,0.9996987581253052
YLL009C,YEL059C-A,1,9.668898,16.0,1025.0,9956.0,3.0,0.9065454602241516,0.8421052694320679,0.015369836241006851,0.00030123506439849734,0.9996987581253052
YOR158W,YPR166C,0,9.576658,16.0,1025.0,9955.0,4.0,0.9064545631408691,0.800000011920929,0.015369836241006851,0.00040164674283005297,0.9995983242988586
YJR034W,YLR128W,0,9.549538,16.0,1025.0,9954.0,5.0,0.9063636660575867,0.761904776096344,0.015369836241006851,0.0005020584212616086,0.9994979500770569
YDR512C,YEL050C,0,9.542884,16.0,1025.0,9953.0,6.0,0.9062727093696594,0.7272727489471436,0.015369836241006851,0.0006024701287969947,0.9993975162506104
YJR080C,YNL242W,1,9.534159,17.0,1024.0,9953.0,6.0,0.9063636660575867,0.739130437374115,0.016330450773239136,0.0006024701287969947,0.9993975162506104
YLR203C,YLL009C,1,9.507326,18.0,1023.0,9953.0,6.0,0.9064545631408691,0.75,0.01729106716811657,0.0006024701287969947,0.9993975162506104
YHR001W-A,YPL104W,0,9.491011,18.0,1023.0,9952.0,7.0,0.9063636660575867,0.7200000286102295,0.01729106716811657,0.0007028818363323808,0.9992971420288086
YGR209C,YKL003C,0,9.485984,18.0,1023.0,9951.0,8.0,0.9062727093696594,0.692307710647583,0.01729106716811657,0.0008032934856601059,0.9991967082023621
YBR262C,YNL315C,1,9.479055,19.0,1022.0,9951.0,8.0,0.9063636660575867,0.7037037014961243,0.018251681700348854,0.0008032934856601059,0.9991967082023621
YGL191W,YHR116W,1,9.446029,20.0,1021.0,9951.0,8.0,0.9064545631408691,0.7142857313156128,0.01921229623258114,0.0008032934856601059,0.9991967082023621
YGR181W,YJR034W,1,9.223583,21.0,1020.0,9951.0,8.0,0.9065454602241516,0.7241379022598267,0.020172910764813423,0.0008032934856601059,0.9991967082023621
YDR322C-A,YPR100W,1,9.100382,22.0,1019.0,9951.0,8.0,0.9066363573074341,0.7333333492279053,0.021133525297045708,0.0008032934856601059,0.9991967082023621
YGL205W,YLL009C,0,9.056503,22.0,1019.0,9950.0,9.0,0.9065454602241516,0.7096773982048035,0.021133525297045708,0.000903705193195492,0.9990962743759155
YNR037C,YFL042C,0,9.026613,22.0,1019.0,9949.0,10.0,0.9064545631408691,0.6875,0.021133525297045708,0.0010041168425232172,0.9989959001541138
YJL180C,YJR034W,1,9.016912,23.0,1018.0,9949.0,10.0,0.9065454602241516,0.6969696879386902,0.022094139829277992,0.0010041168425232172,0.9989959001541138
YMR098C,YNR007C,1,8.975651,24.0,1017.0,9949.0,10.0,0.9066363573074341,0.7058823704719543,0.023054754361510277,0.0010041168425232172,0.9989959001541138
YNL055C,YIL157C,1,8.920877,25.0,1016.0,9949.0,10.0,0.9067272543907166,0.7142857313156128,0.02401537075638771,0.0010041168425232172,0.9989959001541138
YBR269C,YLR295C,1,8.88908,26.0,1015.0,9949.0,10.0,0.9068182110786438,0.7222222089767456,0.024975985288619995,0.0010041168425232172,0.9989959001541138
YLR423C,YJR080C,1,8.878863,27.0,1014.0,9949.0,10.0,0.9069091081619263,0.7297297120094299,0.02593659982085228,0.0010041168425232172,0.9989959001541138
YGR112W,YML129C,1,8.8677025,28.0,1013.0,9949.0,10.0,0.9070000052452087,0.7368420958518982,0.026897214353084564,0.0010041168425232172,0.9989959001541138
YKL067W,YGL129C,0,8.856032,28.0,1013.0,9948.0,11.0,0.9069091081619263,0.7179487347602844,0.026897214353084564,0.0011045285500586033,0.9988954663276672
YMR115W,YGR220C,0,8.792673,28.0,1013.0,9947.0,12.0,0.9068182110786438,0.699999988079071,0.026897214353084564,0.0012049402575939894,0.9987950325012207
YKL195W,YDR022C,1,8.703948,29.0,1012.0,9947.0,12.0,0.9069091081619263,0.707317054271698,0.02785782888531685,0.0012049402575939894,0.9987950325012207
YFL036W,YLR038C,1,8.67585,30.0,1011.0,9947.0,12.0,0.9070000052452087,0.7142857313156128,0.028818443417549133,0.0012049402575939894,0.9987950325012207
YJL180C,YOR317W,0,8.649719,30.0,1011.0,9946.0,13.0,0.9069091081619263,0.6976743936538696,0.028818443417549133,0.0013053519651293755,0.998694658279419
YLR295C,YNR007C,1,8.633821,31.0,1010.0,9946.0,13.0,0.9070000052452087,0.7045454382896423,0.029779057949781418,0.0013053519651293755,0.998694658279419
YJR045C,YBR230C,1,8.626036,32.0,1009.0,9946.0,13.0,0.9070909023284912,0.7111111283302307,0.030739672482013702,0.0013053519651293755,0.998694658279419
YGR174C,YJR045C,1,8.586834,33.0,1008.0,9946.0,13.0,0.9071817994117737,0.717391312122345,0.03170028701424599,0.0013053519651293755,0.998694658279419
YML091C,YJR034W,1,8.575338,34.0,1007.0,9946.0,13.0,0.9072727560997009,0.7234042286872864,0.03266090154647827,0.0013053519651293755,0.998694658279419
YDL142C,YDR322W,1,8.56451,35.0,1006.0,9946.0,13.0,0.9073636531829834,0.7291666865348816,0.033621516078710556,0.0013053519651293755,0.998694658279419
YBL022C,YLL009C,1,8.476341,36.0,1005.0,9946.0,13.0,0.9074545502662659,0.7346938848495483,0.03458213433623314,0.0013053519651293755,0.998694658279419
YJR080C,YJL003W,1,8.459787,37.0,1004.0,9946.0,13.0,0.9075454473495483,0.7400000095367432,0.035542748868465424,0.0013053519651293755,0.998694658279419
YLL009C,YDR022C,1,8.452408,38.0,1003.0,9946.0,13.0,0.9076363444328308,0.7450980544090271,0.03650336340069771,0.0013053519651293755,0.998694658279419
YGL107C,YBR072W,0,8.427454,38.0,1003.0,9945.0,14.0,0.9075454473495483,0.7307692170143127,0.03650336340069771,0.0014057636726647615,0.9985942244529724
YHR005C-A,YCR079W,1,8.408506,39.0,1002.0,9945.0,14.0,0.9076363444328308,0.7358490824699402,0.03746397793292999,0.0014057636726647615,0.9985942244529724
YML081C-A,YKR016W,1,8.367008,40.0,1001.0,9945.0,14.0,0.9077273011207581,0.7407407164573669,0.03842459246516228,0.0014057636726647615,0.9985942244529724
YPR100W,YCR079W,1,8.347422,41.0,1000.0,9945.0,14.0,0.9078181982040405,0.7454545497894287,0.03938520699739456,0.0014057636726647615,0.9985942244529724
YKL053C-A,YEL020W-A,1,8.330711,42.0,999.0,9945.0,14.0,0.907909095287323,0.75,0.040345821529626846,0.0014057636726647615,0.9985942244529724
YNR007C,YBL045C,1,8.288452,43.0,998.0,9945.0,14.0,0.9079999923706055,0.7543859481811523,0.04130643606185913,0.0014057636726647615,0.9985942244529724
YLR295C,YMR002W,1,8.28776,44.0,997.0,9945.0,14.0,0.9080908894538879,0.7586206793785095,0.042267050594091415,0.0014057636726647615,0.9985942244529724
YJL180C,YDL113C,1,8.283166,45.0,996.0,9945.0,14.0,0.9081818461418152,0.7627118825912476,0.0432276651263237,0.0014057636726647615,0.9985942244529724
YBL078C,YLL001W,1,8.236229,46.0,995.0,9945.0,14.0,0.9082727432250977,0.7666666507720947,0.044188279658555984,0.0014057636726647615,0.9985942244529724
YGR223C,YJR080C,1,8.230996,47.0,994.0,9945.0,14.0,0.9083636403083801,0.7704917788505554,0.04514889419078827,0.0014057636726647615,0.9985942244529724
YJL102W,YML091C,1,8.228203,48.0,993.0,9945.0,14.0,0.9084545373916626,0.774193525314331,0.046109508723020554,0.0014057636726647615,0.9985942244529724
