Scores,Label
-4.88,+
-7.04,+
-7.582,+
-5.957,+
-6.316,+
-6.254,+
-5.36,+
-7.797,+
-5.62,+
-6.375,+
-4.918,+
-5.906,+
-7.24,+
-6.51,+
-7.227,+
-7.586,+
-6.145,+
-6.086,+
-8.01,+
-6.06,+
-8.05,+
-6.6,+
-4.625,+
-6.953,+
-6.543,+
-5.54,+
-5.39,+
-6.48,+
-6.023,+
-6.37,+
-11.555,+
-6.27,+
-4.797,+
-4.164,+
-6.305,+
-7.395,+
-5.11,+
-7.56,+
-5.63,+
-5.55,+
-5.66,+
-6.49,+
-5.656,+
-6.387,+
-6.387,+
-5.066,+
-5.027,+
-5.395,+
-7.203,+
-4.855,+
-8.46,+
-5.44,+
-5.477,+
-5.844,+
-5.863,+
-5.992,+
-7.086,+
-6.3,+
-5.348,+
-4.953,+
-8.086,+
-6.27,+
-4.242,+
-5.13,+
-8.664,+
-5.895,+
-6.58,+
-6.58,+
-7.566,+
-8.0,+
-5.676,+
-5.258,+
-6.902,+
-6.418,+
-5.734,+
-6.043,+
-6.418,+
-5.305,+
-6.09,+
-6.41,+
-6.03,+
-6.13,+
-5.383,+
-7.227,+
-6.066,+
-6.7,+
-6.79,+
-6.14,+
-6.508,+
-5.883,+
-6.527,+
-5.363,+
-6.125,+
-5.594,+
-5.28,+
-8.37,+
-5.64,+
-6.2,+
-5.457,+
-7.01,+
-6.098,+
-6.1,+
-6.273,+
-8.055,+
-7.676,+
-6.133,+
-5.95,+
-6.215,+
-6.527,+
-8.61,+
-6.223,+
-4.645,+
-6.305,+
-5.92,+
-6.758,+
-4.117,+
-5.45,+
-5.67,+
-6.895,+
-6.05,+
-7.05,+
-6.562,+
-5.574,+
-8.76,+
-5.996,+
-6.94,+
-7.777,+
-7.066,+
-6.39,+
-7.773,+
-6.42,+
-5.91,+
-5.504,+
-7.113,+
-7.133,+
-6.97,+
-6.227,+
-4.934,+
-5.816,+
-6.812,+
-5.496,+
-6.297,+
-8.266,+
-5.152,+
-6.984,+
-7.504,+
-4.996,+
-5.47,+
-7.695,+
-8.63,+
-7.543,+
-5.69,+
-7.93,+
-3.78,+
-5.41,+
-4.75,+
-6.33,+
-7.613,+
-7.582,+
-6.2,+
-8.4,+
-6.656,+
-6.848,+
-5.977,+
-6.105,+
-5.51,+
-6.17,+
-6.4,+
-5.31,+
-5.67,+
-5.23,+
-4.72,+
-6.305,+
-6.54,+
-6.53,+
-5.633,+
-6.133,+
-6.363,+
-6.883,+
-5.395,+
-6.74,+
-5.438,+
-5.766,+
-6.1,+
-6.438,+
-6.918,+
-6.86,+
-5.293,+
-3.494,+
-5.3,+
-5.594,+
-5.926,+
-4.07,+
-5.836,+
-6.56,+
-6.66,+
-5.938,+
-5.992,+
-6.293,+
-6.16,+
-5.86,+
-7.54,+
-7.598,+
-5.312,+
-5.53,+
-7.105,+
-6.023,+
-5.29,+
-5.555,+
-6.875,+
-6.746,+
-5.06,+
-5.75,+
-5.645,+
-6.2,+
-7.74,+
-5.098,+
-4.85,+
-5.75,+
-7.55,+
-6.734,+
-5.816,+
-6.727,+
-6.16,+
-5.8,+
-5.508,+
-7.113,+
-5.613,+
-6.684,+
-6.027,+
-7.58,+
-5.297,+
-6.29,+
-6.203,+
-7.613,+
-6.547,+
-4.07,+
-6.996,+
-5.773,+
-5.027,+
-5.613,+
-10.35,+
-5.016,+
-7.363,+
-6.15,+
-3.742,+
-5.145,+
-6.805,+
-6.746,+
-6.27,+
-4.12,+
-5.13,+
-7.504,+
-5.867,+
-5.617,+
-6.594,+
-7.555,+
-6.184,+
-5.43,+
-7.332,+
-6.574,+
-6.438,+
-6.258,+
-6.37,+
-7.773,+
-5.105,+
-6.14,+
-7.34,+
-3.969,+
-4.58,+
-6.15,+
-5.234,+
-4.88,+
-5.758,+
-5.816,+
-4.797,+
-5.06,+
-3.951,+
-5.793,+
-5.547,+
-4.87,+
-6.188,+
-5.824,+
-6.918,+
-7.12,+
-6.293,+
-3.99,+
-5.875,+
-6.19,+
-6.887,+
-8.23,+
-7.688,+
-6.074,+
-5.426,+
-6.746,+
-6.152,+
-6.902,+
-6.46,+
-5.996,+
-6.516,+
-5.453,+
-6.6,+
-4.777,+
-6.24,+
-6.65,+
-6.74,+
-6.45,+
-5.82,+
-8.234,+
-5.19,+
-6.47,+
-4.12,+
-5.023,+
-6.973,+
-6.875,+
-6.973,+
-4.95,+
-7.97,+
-8.34,+
-5.695,+
-7.027,+
-5.723,+
-6.285,+
-6.24,+
-5.652,+
-5.168,+
-5.117,+
-5.88,+
-7.566,+
-5.17,+
-6.14,+
-6.01,+
-7.523,+
-7.14,+
-5.594,+
-7.375,+
-5.11,+
-7.055,+
-7.492,+
-5.58,+
-6.29,+
-6.03,+
-5.49,+
-8.01,+
-6.723,+
-5.727,+
-6.97,+
-6.105,+
-6.066,+
-7.04,+
-7.516,+
-7.54,+
-6.152,+
-6.543,+
-7.0,+
-6.414,+
-6.28,+
-7.62,+
-8.26,+
-7.58,+
-6.4,+
-5.18,+
-6.31,+
-5.63,+
-5.27,+
-7.152,+
-7.742,+
-6.484,+
-6.11,+
-4.766,+
-5.855,+
-5.45,+
