Scores,Label
-3.398,+
-4.23,+
-3.29,+
-6.156,+
-6.043,+
-4.426,+
-4.633,+
-5.105,+
-3.926,+
-6.37,+
-3.98,+
-6.03,+
-4.734,+
-6.023,+
-3.71,+
-5.45,+
-7.08,+
-3.736,+
-4.344,+
-6.312,+
-5.324,+
-7.164,+
-4.28,+
-5.984,+
-3.637,+
-4.918,+
-6.543,+
-5.094,+
-4.156,+
-5.773,+
-5.95,+
-3.352,+
-4.188,+
-5.22,+
-4.6,+
-5.47,+
-6.06,+
-4.19,+
-4.93,+
-3.828,+
-6.703,+
-6.35,+
-5.625,+
-4.797,+
-5.453,+
-4.67,+
-5.676,+
-7.215,+
-7.85,+
-5.457,+
-5.555,+
-6.867,+
-5.52,+
-4.41,+
-6.527,+
-6.066,+
-5.152,+
-1.679,+
-6.44,+
-5.695,+
-3.926,+
-6.598,+
-4.77,+
-6.367,+
-4.355,+
-5.74,+
-3.303,+
-6.43,+
-4.93,+
-4.21,+
-3.096,+
-5.684,+
-9.234,+
-4.594,+
-4.2,+
-4.426,+
-4.188,+
-5.07,+
-5.47,+
-3.521,+
-4.67,+
-4.84,+
-4.188,+
-3.887,+
-3.82,+
-5.81,+
-5.145,+
-3.662,+
-6.992,+
-2.28,+
-5.957,+
-4.543,+
-6.168,+
-3.807,+
-2.305,+
-3.654,+
-5.49,+
-5.285,+
-4.027,+
-4.723,+
-6.004,+
-3.49,+
-2.865,+
-4.668,+
-4.16,+
-3.805,+
-2.791,+
-4.438,+
-3.146,+
-5.375,+
-6.113,+
-3.824,+
-4.242,+
-3.953,+
-6.098,+
-5.555,+
-7.43,+
-4.184,+
-2.994,+
-4.69,+
-6.13,+
-5.598,+
-6.0,+
-4.766,+
-5.18,+
-6.703,+
-6.062,+
-6.89,+
-2.85,+
-6.12,+
-4.016,+
-6.594,+
-5.375,+
-3.996,+
-3.766,+
-2.375,+
-3.438,+
-5.395,+
-7.652,+
-4.305,+
-4.547,+
-3.686,+
-6.387,+
-4.94,+
-2.684,+
-3.275,+
-5.05,+
-4.89,+
-5.832,+
-4.082,+
-7.164,+
-4.438,+
-6.375,+
-3.66,+
-5.96,+
-5.97,+
-5.402,+
-9.234,+
-5.258,+
-4.895,+
-5.65,+
-5.953,+
-5.688,+
-6.363,+
-7.477,+
-5.21,+
-5.586,+
-5.125,+
-3.504,+
-5.07,+
-3.658,+
-4.492,+
-3.033,+
-4.69,+
-5.7,+
-7.36,+
-6.332,+
-6.492,+
-5.57,+
-4.645,+
-3.064,+
-4.04,+
-5.69,+
-6.414,+
-3.389,+
-5.484,+
-3.713,+
-4.34,+
-4.977,+
-5.098,+
-4.26,+
-6.35,+
-4.555,+
-2.225,+
-4.984,+
-4.812,+
-4.164,+
-4.67,+
-6.074,+
-4.227,+
-5.883,+
-2.541,+
-4.195,+
-3.965,+
-3.244,+
-4.12,+
-5.07,+
-5.008,+
-5.562,+
-5.36,+
-4.46,+
-3.92,+
-4.12,+
-4.098,+
-3.58,+
-5.676,+
-4.22,+
-4.46,+
-6.082,+
-6.25,+
-4.24,+
-5.348,+
-5.37,+
-4.4,+
-7.035,+
-4.676,+
-1.675,+
-4.586,+
-8.74,+
-2.674,+
-6.055,+
-7.85,+
-3.066,+
-7.54,+
-4.67,+
-2.363,+
-4.832,+
-4.43,+
-5.805,+
-7.023,+
-5.15,+
-4.746,+
