Scores,Label
-4.777,+
-6.723,+
-6.32,+
-6.61,+
-5.99,+
-5.25,+
-4.805,+
-5.72,+
-5.176,+
-4.812,+
-6.832,+
-6.035,+
-5.766,+
-6.94,+
-4.34,+
-6.6,+
-5.496,+
-5.805,+
-5.953,+
-4.246,+
-3.912,+
-4.53,+
-4.676,+
-6.34,+
-6.355,+
-6.715,+
-6.434,+
-6.336,+
-8.055,+
-5.457,+
-6.332,+
-6.168,+
-7.523,+
-7.14,+
-5.035,+
-5.758,+
-4.24,+
-6.273,+
-6.44,+
-5.594,+
-4.47,+
-6.555,+
-7.965,+
-6.113,+
-5.266,+
-5.832,+
-5.207,+
-5.824,+
-5.71,+
-5.062,+
-6.14,+
-4.363,+
-4.65,+
-4.863,+
-8.25,+
-5.895,+
-4.3,+
-4.613,+
-6.867,+
-6.426,+
-6.195,+
-5.188,+
-5.05,+
-5.504,+
-6.176,+
-5.742,+
-4.11,+
-6.74,+
-4.7,+
-3.873,+
-6.62,+
-6.684,+
-6.25,+
-5.66,+
-6.258,+
-6.656,+
-3.904,+
-7.01,+
-5.94,+
-6.355,+
-5.562,+
-6.145,+
-4.406,+
-4.395,+
-6.723,+
-4.645,+
-5.72,+
-6.83,+
-6.168,+
-5.582,+
-5.53,+
-5.27,+
-7.44,+
-4.42,+
-6.69,+
-7.207,+
-6.133,+
-5.703,+
-5.75,+
-4.34,+
-3.65,+
-6.902,+
-5.188,+
-5.676,+
-5.17,+
-4.04,+
-3.656,+
-5.324,+
-6.684,+
-5.02,+
-5.594,+
-6.33,+
-4.72,+
-4.375,+
-4.934,+
-5.457,+
-5.566,+
-4.11,+
-6.027,+
-6.312,+
-5.78,+
-6.6,+
-6.867,+
-5.85,+
-6.28,+
-7.285,+
-6.277,+
-6.016,+
-7.258,+
-8.84,+
-6.88,+
-6.445,+
-7.62,+
-5.562,+
-5.918,+
-4.77,+
-7.26,+
-6.15,+
-7.652,+
-7.25,+
-5.312,+
-6.242,+
-4.83,+
-5.027,+
-5.656,+
-5.7,+
-3.557,+
-5.85,+
-6.85,+
-5.28,+
-5.945,+
-7.492,+
-5.848,+
-4.273,+
-5.41,+
-6.887,+
-6.22,+
-5.51,+
-3.838,+
-5.203,+
-7.145,+
-4.805,+
-6.355,+
-7.35,+
-6.215,+
-4.004,+
-6.07,+
-6.812,+
-6.207,+
-5.793,+
-6.594,+
-6.633,+
-5.34,+
-5.31,+
-4.72,+
-7.547,+
-3.748,+
-6.656,+
-6.082,+
-5.78,+
-6.906,+
-6.89,+
-5.387,+
-5.945,+
-6.746,+
-7.508,+
-6.51,+
-5.48,+
-4.355,+
-4.883,+
-5.08,+
-4.594,+
-6.555,+
-7.203,+
-7.426,+
-4.906,+
-7.03,+
-8.01,+
-4.406,+
-6.12,+
-6.117,+
-7.08,+
-8.08,+
-4.395,+
-6.754,+
-6.414,+
-3.238,+
-6.31,+
-6.414,+
-5.848,+
-6.195,+
-6.195,+
-6.633,+
-4.055,+
-6.387,+
-8.38,+
-6.01,+
-6.727,+
-5.51,+
-7.227,+
-5.41,+
-7.062,+
-6.44,+
-6.086,+
-7.406,+
-5.863,+
-3.87,+
-4.63,+
-4.957,+
-5.93,+
-3.65,+
-7.133,+
-7.47,+
-4.56,+
-7.54,+
-3.758,+
-6.473,+
-4.83,+
-5.816,+
-6.227,+
-6.656,+
-8.39,+
-7.2,+
-5.445,+
-6.293,+
-5.555,+
-6.29,+
-4.453,+
-5.203,+
-5.4,+
-7.64,+
-4.38,+
-5.305,+
-5.74,+
-6.246,+
-3.848,+
-6.035,+
-6.543,+
-4.72,+
-6.33,+
-7.81,+
-6.887,+
-5.293,+
-6.434,+
-4.645,+
-6.586,+
-6.168,+
-4.652,+
-6.36,+
-6.05,+
-8.39,+
-5.637,+
-4.95,+
-4.996,+
-8.35,+
-5.85,+
-7.35,+
-4.984,+
-6.695,+
-4.816,+
-6.918,+
-4.832,+
-6.508,+
-7.465,+
-5.594,+
-5.348,+
-5.637,+
-4.53,+
-4.92,+
-5.7,+
-2.13,+
-6.37,+
-7.18,+
-5.605,+
-6.633,+
-4.883,+
-5.355,+
-4.65,+
-6.234,+
-6.555,+
-6.27,+
-3.764,+
-4.74,+
-4.465,+
-5.375,+
-5.64,+
-4.95,+
-6.258,+
-5.277,+
-4.65,+
-6.473,+
-3.96,+
-6.746,+
-5.418,+
-4.402,+
-3.21,+
-9.47,+
-6.203,+
-5.2,+
-7.03,+
-7.047,+
-5.867,+
-4.684,+
-6.77,+
-6.113,+
-6.367,+
-7.227,+
-5.125,+
-6.58,+
-4.957,+
-5.02,+
-4.703,+
-5.676,+
-4.56,+
-6.316,+
-4.51,+
-7.594,+
-4.43,+
-7.934,+
-6.94,+
-6.184,+
-5.07,+
-5.195,+
-5.562,+
-5.484,+
-6.31,+
-8.83,+
-6.73,+
-4.586,+
-3.9,+
-4.574,+
-5.055,+
-5.645,+
-4.58,+
-3.232,+
-6.082,+
-7.87,+
-7.02,+
-5.76,+
-6.13,+
-5.902,+
-4.61,+
-4.426,+
-5.07,+
-3.875,+
-4.23,+
-7.438,+
-4.637,+
-5.234,+
-6.496,+
-5.645,+
-4.406,+
-4.125,+
-6.867,+
-6.016,+
-4.574,+
-4.344,+
-4.273,+
-7.46,+
-4.945,+
-4.625,+
-6.16,+
-4.01,+
-6.51,+
-6.395,+
-6.88,+
-7.47,+
-4.766,+
-6.1,+
-6.496,+
-5.605,+
-7.234,+
-7.67,+
-5.1,+
-5.46,+
-5.31,+
-5.035,+
-6.516,+
-6.258,+
-5.5,+
-6.496,+
-8.37,+
-6.95,+
-5.88,+
-6.223,+
-4.984,+
-4.746,+
-4.574,+
-5.49,+
-5.61,+
-5.28,+
-5.38,+
-5.484,+
-5.945,+
-7.074,+
-7.656,+
-5.133,+
-4.906,+
-6.62,+
-5.81,+
-4.812,+
-8.14,+
-8.1,+
-6.742,+
-4.793,+
-5.684,+
-6.33,+
-5.867,+
-5.258,+
-4.42,+
-3.19,+
-5.332,+
-7.152,+
-4.863,+
-6.895,+
-7.277,+
-6.496,+
-5.832,+
-3.348,+
-5.06,+
-7.156,+
-6.195,+
-6.188,+
-5.527,+
-6.016,+
-6.86,+
-5.344,+
-5.414,+
-5.633,+
-5.49,+
-4.934,+
-5.086,+
-5.684,+
-6.72,+
-6.555,+
-6.156,+
-7.66,+
-8.46,+
-2.236,+
-6.32,+
-3.875,+
-6.64,+
-6.02,+
-5.77,+
-6.562,+
-5.914,+
-7.03,+
-6.117,+
-7.492,+
