Scores,Label
-6.78,+
-8.35,+
-5.527,+
-6.89,+
-7.47,+
-6.023,+
-8.445,+
-4.86,+
-7.13,+
-5.348,+
-5.977,+
-7.883,+
-5.67,+
-6.82,+
-5.586,+
-8.016,+
-5.695,+
-6.812,+
-8.19,+
-7.836,+
-8.87,+
-6.152,+
-7.22,+
-8.44,+
-7.324,+
-6.184,+
-7.316,+
-7.324,+
-10.29,+
-6.95,+
-8.125,+
-5.254,+
-5.89,+
-6.863,+
-8.03,+
-7.56,+
-5.953,+
-7.83,+
-7.74,+
-7.902,+
-7.266,+
-5.69,+
-7.086,+
-6.812,+
-6.31,+
-6.477,+
-5.805,+
-5.58,+
-7.5,+
-7.44,+
-6.062,+
-5.81,+
-4.62,+
-8.18,+
-7.418,+
-5.02,+
-8.17,+
-8.32,+
-8.54,+
-7.555,+
-5.2,+
-7.203,+
-6.793,+
-6.27,+
-5.56,+
-7.754,+
-6.113,+
-5.836,+
-6.78,+
-5.527,+
-6.805,+
-7.3,+
-6.887,+
-5.723,+
-6.7,+
-7.83,+
-4.855,+
-7.22,+
-5.605,+
-4.973,+
-5.113,+
-5.84,+
-6.082,+
-6.082,+
-5.547,+
-6.824,+
-6.844,+
-7.188,+
-7.117,+
-7.367,+
-6.95,+
-8.37,+
-4.637,+
-8.12,+
-6.887,+
-5.29,+
-6.598,+
-3.922,+
-7.246,+
-6.277,+
-9.15,+
-7.74,+
-8.055,+
-8.805,+
-8.734,+
-6.277,+
-7.22,+
-5.027,+
-9.0,+
-6.316,+
-6.586,+
-7.61,+
-5.84,+
-5.543,+
-6.48,+
-7.234,+
-5.418,+
-2.46,+
-5.35,+
-6.19,+
-6.316,+
-7.285,+
-6.082,+
-5.03,+
-7.094,+
-8.17,+
-5.758,+
-5.42,+
-4.5,+
-8.27,+
-5.926,+
-7.918,+
-6.2,+
-7.336,+
-8.086,+
-7.215,+
-7.93,+
-5.168,+
-7.51,+
-7.254,+
-7.586,+
-6.73,+
-8.445,+
-6.395,+
-5.656,+
-4.527,+
-7.65,+
-8.07,+
-7.016,+
-5.42,+
-5.574,+
-5.402,+
-8.17,+
-7.47,+
-8.12,+
-7.074,+
-9.3,+
-7.805,+
-5.285,+
-5.527,+
-7.12,+
-5.79,+
-9.516,+
-7.418,+
-6.977,+
-6.305,+
-4.426,+
-5.875,+
-6.797,+
-7.016,+
-5.89,+
-6.77,+
-5.797,+
-5.938,+
-4.855,+
-7.42,+
-7.945,+
-8.66,+
-7.277,+
-6.535,+
-6.28,+
-5.977,+
-8.54,+
-6.04,+
-4.707,+
-4.246,+
-6.8,+
-6.805,+
-5.72,+
-6.203,+
-7.168,+
-7.418,+
-6.47,+
-4.652,+
-8.484,+
-6.15,+
-6.77,+
-8.54,+
-7.0,+
-6.816,+
-5.516,+
-5.754,+
-5.027,+
-6.113,+
-6.68,+
-5.688,+
-5.785,+
-8.46,+
-5.594,+
-7.223,+
-5.29,+
-7.023,+
-7.25,+
-7.895,+
-8.54,+
-5.99,+
-5.867,+
-6.793,+
-6.957,+
-6.188,+
-5.72,+
-7.84,+
-6.793,+
-7.02,+
-7.836,+
-4.77,+
-8.38,+
-23.06,+
-6.473,+
-6.996,+
-7.547,+
-7.254,+
-5.176,+
-8.42,+
-7.973,+
-8.016,+
-8.54,+
-7.87,+
-7.21,+
-6.793,+
-6.977,+
-6.71,+
-6.766,+
-5.707,+
-8.89,+
-6.21,+
-7.516,+
-7.53,+
-7.605,+
-10.35,+
-5.605,+
-5.254,+
-6.0,+
-7.55,+
-6.652,+
-7.285,+
-5.637,+
-7.754,+
-7.13,+
-5.22,+
-7.3,+
-5.195,+
-5.67,+
-4.914,+
-8.42,+
-5.08,+
-8.32,+
-6.332,+
-6.88,+
-4.426,+
-7.13,+
-7.938,+
-7.95,+
-8.01,+
-5.457,+
-6.945,+
-9.09,+
-5.688,+
-6.723,+
-7.402,+
-7.086,+
-5.867,+
-6.336,+
-6.477,+
-7.434,+
-5.723,+
-5.746,+
-8.69,+
-6.316,+
-6.434,+
-5.22,+
-6.527,+
-6.93,+
-6.484,+
-7.812,+
-4.92,+
-6.977,+
-8.07,+
-8.03,+
-5.285,+
-6.22,+
-6.92,+
-7.996,+
-7.484,+
-5.89,+
-7.633,+
-3.688,+
-4.586,+
-7.65,+
-7.375,+
-6.98,+
-4.586,+
-7.21,+
-7.754,+
-7.402,+
-6.27,+
-5.504,+
-5.766,+
-8.12,+
-5.527,+
-6.566,+
-5.594,+
-7.094,+
-6.375,+
-4.42,+
-5.168,+
-5.58,+
-5.805,+
-5.3,+
-7.31,+
-6.31,+
-6.766,+
-8.336,+
-7.3,+
-5.35,+
-8.375,+
-5.152,+
-9.47,+
-8.75,+
-8.66,+
-4.68,+
-5.695,+
-4.93,+
-6.15,+
-4.62,+
-8.94,+
-5.79,+
-6.99,+
-5.72,+
-7.137,+
-5.723,+
-8.34,+
-6.105,+
-6.69,+
-6.918,+
-8.336,+
-8.055,+
-6.766,+
-8.266,+
-6.277,+
-5.656,+
-8.13,+
-5.35,+
-9.65,+
-8.25,+
-5.773,+
-6.656,+
-7.02,+
-5.51,+
-6.145,+
-8.07,+
-5.74,+
-6.65,+
-23.06,+
-8.26,+
-5.867,+
-6.207,+
-6.066,+
-10.29,+
-7.14,+
-8.164,+
-6.24,+
-9.47,+
-6.03,+
-7.42,+
-7.12,+
-7.754,+
-6.383,+
-6.023,+
-6.367,+
-6.695,+
-6.316,+
-9.3,+
-6.95,+
-6.004,+
-9.516,+
-6.844,+
-7.875,+
-7.543,+
-7.96,+
-7.887,+
-6.39,+
-7.84,+
-8.08,+
-7.016,+
-6.91,+
-8.91,+
-7.88,+
-5.637,+
-8.9,+
-6.375,+
-5.0,+
-7.785,+
-6.934,+
-6.31,+
-6.676,+
-8.36,+
-7.55,+
-7.016,+
-7.87,+
-7.074,+
-7.18,+
-7.05,+
-6.082,+
-6.414,+
-8.125,+
-5.48,+
-5.695,+
-6.258,+
-6.867,+
-7.09,+
-6.504,+
-5.402,+
-5.78,+
-6.44,+
-6.2,+
-7.074,+
-6.066,+
-6.453,+
-5.42,+
-7.613,+
-6.273,+
-6.887,+
-6.777,+
-7.254,+
-6.59,+
-6.082,+
-7.203,+
-8.33,+
-5.754,+
-7.39,+
-6.387,+
-7.95,+
-8.555,+
-8.625,+
-6.22,+
-5.746,+
-7.652,+
-9.48,+
-6.996,+
-6.273,+
-6.824,+
-7.56,+
-6.93,+
-5.785,+
-6.074,+
-5.4,+
-7.65,+
-8.77,+
-5.457,+
-5.98,+
-5.93,+
-6.832,+
-6.664,+
-6.195,+
-6.0,+
-4.5,+
-7.22,+
-5.668,+
-5.055,+
-7.812,+
-4.484,+
-6.723,+
