Scores,Label
-4.652,+
-6.14,+
-2.916,+
-4.17,+
-3.393,+
-5.477,+
-4.664,+
-7.0,+
-3.88,+
-6.633,+
-3.135,+
-2.408,+
-4.098,+
-4.79,+
-4.383,+
-3.914,+
-5.14,+
-5.375,+
-3.316,+
-3.855,+
-6.277,+
-5.848,+
-1.715,+
-4.367,+
-6.605,+
-4.055,+
-0.8613,+
-5.043,+
-5.234,+
-6.703,+
-5.223,+
-6.766,+
-6.26,+
-5.523,+
-2.889,+
-5.645,+
-2.459,+
-5.676,+
-5.387,+
-3.95,+
-3.484,+
-7.535,+
-5.652,+
-4.11,+
-4.87,+
-6.25,+
-2.87,+
-1.663,+
-6.824,+
-10.26,+
-3.316,+
-5.27,+
-5.715,+
-5.043,+
-6.39,+
-4.957,+
-5.465,+
-4.113,+
-6.953,+
-3.984,+
-2.041,+
-4.48,+
-3.56,+
-5.145,+
-2.885,+
-2.58,+
-4.566,+
-7.574,+
-6.004,+
-7.867,+
-3.836,+
-4.58,+
-1.0205,+
-5.28,+
-9.07,+
-5.797,+
-3.002,+
-4.598,+
-5.504,+
-1.998,+
-5.91,+
-6.383,+
-6.0,+
-8.805,+
-4.586,+
-6.0,+
-3.984,+
-1.715,+
-6.473,+
-5.543,+
-6.49,+
-5.844,+
-5.215,+
-7.582,+
-7.44,+
-5.867,+
-6.375,+
-5.117,+
-4.074,+
-8.53,+
-4.64,+
-3.121,+
-5.344,+
-3.555,+
-4.777,+
-7.277,+
-5.203,+
-8.61,+
-3.945,+
-6.273,+
-4.637,+
-7.246,+
-6.973,+
-2.168,+
-3.406,+
-4.438,+
-5.61,+
-5.21,+
-6.617,+
-5.43,+
-5.336,+
-4.254,+
-3.57,+
-2.885,+
-3.414,+
-2.898,+
-5.402,+
-2.498,+
-3.822,+
-4.805,+
-5.64,+
-3.633,+
-5.45,+
-3.78,+
-8.37,+
-4.797,+
-3.938,+
-6.098,+
-3.357,+
-3.096,+
-4.336,+
-6.555,+
-7.094,+
-3.285,+
-7.5,+
-3.967,+
-4.707,+
-5.4,+
-8.69,+
-6.93,+
-3.23,+
-6.027,+
-7.684,+
-3.441,+
-5.61,+
-3.682,+
-6.395,+
-5.35,+
-8.29,+
-5.86,+
-5.77,+
-5.758,+
-5.227,+
-6.613,+
-4.582,+
-5.598,+
-3.451,+
-6.316,+
-8.266,+
-4.09,+
-4.19,+
-6.418,+
-5.875,+
-4.023,+
-5.523,+
-5.363,+
-8.52,+
-4.953,+
-5.145,+
-5.918,+
-4.805,+
-1.81,+
-5.98,+
-7.18,+
-5.816,+
-5.453,+
-4.066,+
-7.094,+
-5.98,+
-6.09,+
-6.62,+
-7.47,+
-4.73,+
-3.475,+
-8.414,+
-5.863,+
-5.953,+
-0.815,+
