Scores,Label
-3.79,+
-7.35,+
1.53,+
-6.043,+
-4.453,+
-2.623,+
-3.348,+
-5.023,+
-5.52,+
1.998,+
-1.357,+
-4.652,+
-3.275,+
-2.17,+
-5.684,+
-5.07,+
-4.34,+
-4.543,+
-4.86,+
-3.701,+
-4.195,+
-3.953,+
-5.742,+
-2.977,+
-2.178,+
-1.9375,+
-3.824,+
-5.543,+
-2.219,+
-0.7407,+
-4.27,+
-4.36,+
-4.195,+
-1.152,+
-6.445,+
-5.215,+
-2.639,+
-5.633,+
-1.79,+
-2.959,+
-2.709,+
-1.945,+
2.215,+
-4.88,+
-6.297,+
-1.541,+
-4.82,+
-1.581,+
-5.836,+
-2.578,+
-3.445,+
-4.156,+
-2.812,+
-0.5376,+
-1.199,+
1.484,+
-4.766,+
-3.98,+
-3.861,+
-6.86,+
-5.2,+
-4.99,+
-1.532,+
-3.771,+
-2.713,+
-4.84,+
-4.06,+
-7.285,+
-3.852,+
-0.643,+
-3.426,+
-2.568,+
3.83,+
-5.69,+
-7.367,+
0.624,+
1.062,+
-5.984,+
-5.242,+
0.3262,+
-0.5835,+
-1.152,+
-4.65,+
-0.77,+
-4.04,+
-4.7,+
-6.15,+
-4.754,+
-1.465,+
-5.46,+
-3.04,+
0.944,+
-2.549,+
1.305,+
-2.42,+
-4.426,+
-1.082,+
-4.68,+
-4.402,+
-2.814,+
-3.732,+
-2.543,+
-0.9688,+
-7.332,+
-7.098,+
-1.006,+
-2.355,+
-3.275,+
-6.273,+
-3.738,+
-4.008,+
-3.006,+
-4.453,+
-3.36,+
3.89,+
0.7686,+
-0.01947,+
-5.746,+
-4.6,+
-5.375,+
-6.08,+
-3.86,+
-2.812,+
-4.504,+
-6.77,+
-5.54,+
-1.972,+
-3.74,+
-4.406,+
-5.625,+
-5.277,+
-5.332,+
-3.646,+
-3.285,+
-3.1,+
-1.979,+
-8.09,+
-4.426,+
-4.27,+
-7.523,+
-2.045,+
-3.666,+
-4.332,+
-7.133,+
-6.21,+
-3.523,+
-0.3655,+
-1.255,+
-3.883,+
-4.793,+
1.244,+
-3.383,+
-3.748,+
-1.465,+
-3.596,+
-5.08,+
-1.044,+
-0.2107,+
-3.496,+
-5.4,+
-4.645,+
0.6846,+
-3.424,+
-4.383,+
-6.59,+
1.02,+
-5.16,+
-3.297,+
1.453,+
-2.953,+
-7.652,+
-2.717,+
-6.383,+
-3.559,+
-4.758,+
-4.16,+
-4.152,+
-0.901,+
0.659,+
3.246,+
-5.78,+
-2.777,+
-5.598,+
-4.375,+
-3.676,+
-1.544,+
-2.455,+
-5.082,+
-1.262,+
-1.985,+
2.615,+
-1.408,+
0.979,+
-3.832,+
2.102,+
-3.201,+
-2.783,+
-3.002,+
-5.336,+
-6.098,+
3.646,+
-4.473,+
-1.045,+
-3.49,+
-2.072,+
-5.004,+
0.7847,+
-1.995,+
-3.824,+
-4.44,+
-4.82,+
3.129,+
-4.023,+
-1.026,+
-3.639,+
-1.05,+
-1.963,+
-6.414,+
-3.469,+
-2.53,+
-2.53,+
-4.117,+
-4.87,+
-1.201,+
-3.033,+
-4.098,+
-4.156,+
-5.43,+
-2.354,+
1.032,+
4.69,+
0.9194,+
1.253,+
0.3752,+
-4.76,+
-5.098,+
-3.344,+
0.1771,+
-1.579,+
-6.08,+
-3.717,+
-2.568,+
-6.285,+
-4.484,+
0.8804,+
-5.926,+
-6.01,+
-6.586,+
-2.396,+
-4.81,+
-4.535,+
-3.842,+
-5.133,+
-2.178,+
-4.453,+
-0.212,+
-1.39,+
-4.81,+
-4.45,+
-4.676,+
-0.5234,+
-1.638,+
-2.127,+
-4.547,+
-2.814,+
-3.373,+
-4.08,+
-5.242,+
0.4978,+
0.3215,+
-5.88,+
-5.297,+
-4.36,+
-2.875,+
-3.457,+
-4.047,+
-4.29,+
-3.736,+
-5.754,+
-6.246,+
-5.465,+
-3.977,+
-1.351,+
-4.047,+
-4.875,+
-3.945,+
2.95,+
1.557,+
-5.95,+
-4.336,+
-3.684,+
-5.5,+
-0.2776,+
-4.637,+
-5.25,+
-0.7017,+
-3.842,+
-0.885,+
-1.31,+
-4.3,+
-7.1,+
-5.87,+
-3.627,+
-3.217,+
2.975,+
-0.9595,+
0.2964,+
-0.8765,+
-4.363,+
-4.816,+
-7.48,+
0.9995,+
-4.18,+
-4.68,+
-3.768,+
-1.391,+
-5.95,+
-7.887,+
2.17,+
-2.326,+
-2.826,+
-0.4565,+
-2.607,+
-1.318,+
-2.74,+
-3.238,+
-1.67,+
-4.99,+
-6.98,+
-3.693,+
-4.832,+
-0.1373,+
1.873,+
-2.078,+
-3.992,+
-4.363,+
-0.697,+
-4.99,+
-2.79,+
-0.9536,+
-4.543,+
-8.09,+
0.1746,+
-0.824,+
-0.6074,+
-0.3135,+
-5.67,+
-4.797,+
-3.377,+
-2.385,+
-2.783,+
-4.582,+
-5.46,+
-5.016,+
-1.336,+
-4.316,+
-1.919,+
0.9727,+
-8.28,+
-5.96,+
-1.928,+
-1.421,+
-2.7,+
-3.951,+
-1.184,+
-2.523,+
-1.559,+
-1.637,+
-6.914,+
-5.188,+
-5.156,+
-5.7,+
-3.822,+
-4.37,+
-1.774,+
-3.854,+
-4.543,+
-5.93,+
-1.705,+
-2.898,+
-2.834,+
2.527,+
-7.43,+
-2.004,+
-3.426,+
-1.8,+
-3.553,+
-4.723,+
-3.656,+
-5.11,+
-4.0,+
-4.69,+
