Scores,Label
-4.934,+
-8.555,+
-6.133,+
-4.61,+
-3.986,+
-6.047,+
-4.223,+
-4.34,+
-8.43,+
-5.676,+
-4.082,+
-4.69,+
-3.344,+
-3.74,+
-3.732,+
-6.88,+
-5.293,+
-3.643,+
-5.566,+
-4.977,+
-9.29,+
-7.72,+
-5.566,+
-7.414,+
-3.41,+
-7.82,+
-8.46,+
-6.293,+
-3.14,+
-7.324,+
-6.246,+
-5.918,+
-3.615,+
-5.742,+
-4.72,+
-6.383,+
-6.72,+
-5.223,+
-5.426,+
-5.566,+
-7.887,+
-5.965,+
-4.414,+
-5.426,+
-5.13,+
-3.54,+
-8.02,+
-6.496,+
-5.184,+
-8.12,+
-4.95,+
-5.88,+
-6.49,+
-4.527,+
-6.906,+
-4.734,+
-5.56,+
-4.773,+
-4.484,+
-4.156,+
-5.723,+
-3.191,+
-5.395,+
-8.67,+
-6.38,+
-6.434,+
-8.445,+
-5.27,+
-3.314,+
-5.63,+
-5.98,+
-4.508,+
-6.688,+
-4.54,+
-5.055,+
-6.58,+
-7.035,+
-3.809,+
-4.85,+
-5.035,+
-7.105,+
-3.332,+
-4.523,+
-6.48,+
-3.748,+
-3.967,+
-7.98,+
-6.785,+
-5.1,+
-5.387,+
-8.09,+
-5.11,+
-7.72,+
-6.082,+
-7.293,+
-7.57,+
-5.3,+
-6.234,+
-7.56,+
-6.57,+
-4.66,+
-5.938,+
-5.26,+
-6.08,+
-3.48,+
-7.562,+
-6.145,+
-7.312,+
-5.82,+
-4.21,+
-6.7,+
-6.63,+
-4.04,+
-5.324,+
-7.15,+
-7.68,+
-4.855,+
-4.82,+
-6.37,+
-9.5,+
-6.03,+
-6.35,+
-5.805,+
-7.91,+
-8.34,+
-5.92,+
-3.957,+
-4.99,+
-5.195,+
-5.145,+
-6.375,+
-5.03,+
-5.31,+
-4.457,+
-3.316,+
-6.0,+
-7.11,+
-8.22,+
-4.88,+
-3.775,+
-7.69,+
-12.03,+
-6.613,+
-5.023,+
-6.82,+
-5.36,+
-4.902,+
-9.17,+
-6.52,+
-6.125,+
-4.33,+
-4.77,+
-4.902,+
-4.875,+
-6.566,+
-5.203,+
-5.707,+
-2.96,+
-4.14,+
-5.023,+
-6.125,+
-5.723,+
-2.594,+
-5.977,+
-5.01,+
-9.25,+
-5.625,+
-4.715,+
-7.32,+
-4.85,+
-7.14,+
-8.34,+
-6.004,+
-4.812,+
-3.941,+
-6.48,+
-5.72,+
-6.543,+
-4.555,+
-5.246,+
-6.27,+
-5.6,+
-5.6,+
-7.527,+
-7.32,+
-5.508,+
-5.836,+
-4.984,+
-4.68,+
-6.367,+
-4.406,+
-5.047,+
-4.25,+
-7.25,+
-8.51,+
-5.188,+
-5.062,+
-5.812,+
-6.547,+
-5.316,+
-4.56,+
-5.45,+
-7.016,+
-5.246,+
-6.25,+
-3.639,+
-6.395,+
-6.113,+
-7.312,+
-4.152,+
-4.25,+
-6.535,+
-6.23,+
-4.24,+
-4.996,+
-5.69,+
-7.598,+
-4.418,+
-4.477,+
-6.125,+
-5.004,+
-8.02,+
-4.145,+
-5.24,+
-4.82,+
-6.668,+
-4.984,+
-3.793,+
-3.89,+
-4.25,+
-6.457,+
-6.258,+
-2.922,+
-4.87,+
-6.31,+
-5.85,+
-4.973,+
-6.805,+
-7.83,+
-5.23,+
-6.445,+
-4.742,+
-6.996,+
-5.965,+
-6.492,+
-5.08,+
-8.02,+
-4.406,+
-6.453,+
-7.93,+
-5.965,+
-5.605,+
-6.45,+
-6.992,+
-7.38,+
-7.945,+
-5.637,+
-3.605,+
-4.08,+
-5.258,+
-5.81,+
-3.441,+
-6.24,+
-7.14,+
-5.965,+
-6.914,+
-4.992,+
-5.07,+
-6.668,+
-4.855,+
-5.582,+
-7.285,+
-7.145,+
-5.855,+
-6.19,+
-5.7,+
-6.85,+
-8.26,+
-4.316,+
-9.07,+
-6.582,+
-6.195,+
-4.82,+
-7.305,+
-3.752,+
-4.227,+
-4.383,+
-5.8,+
-5.434,+
-5.176,+
-6.08,+
-4.277,+
-4.418,+
-5.156,+
-3.316,+
-4.34,+
-3.867,+
-7.586,+
-6.344,+
-6.926,+
-7.02,+
-6.344,+
-3.234,+
-5.63,+
-5.637,+
-6.7,+
-6.09,+
-7.324,+
-6.246,+
-2.658,+
-6.336,+
-5.348,+
-9.06,+
-6.277,+
-5.19,+
-4.46,+
-5.605,+
-4.703,+
-8.25,+
-2.594,+
-7.906,+
-7.21,+
-7.582,+
-7.055,+
-7.504,+
-6.508,+
-5.875,+
-8.36,+
-8.42,+
-4.832,+
-7.03,+
-4.203,+
-5.504,+
-3.555,+
-6.46,+
-4.4,+
-6.293,+
-5.19,+
-6.938,+
-5.04,+
-9.09,+
-5.848,+
-4.73,+
-6.793,+
-6.336,+
-5.215,+
-4.355,+
-5.75,+
-7.11,+
-8.35,+
-7.25,+
-5.14,+
-6.504,+
-8.125,+
-8.88,+
-9.56,+
-4.67,+
-6.17,+
-6.043,+
-7.176,+
-5.07,+
-4.953,+
-8.09,+
-5.09,+
-6.062,+
-4.926,+
-4.637,+
-6.258,+
-5.215,+
-5.105,+
-2.979,+
-3.467,+
-6.695,+
-6.89,+
-5.2,+
-7.055,+
-4.977,+
-5.465,+
-7.42,+
-5.586,+
-3.352,+
-4.984,+
-7.03,+
-7.598,+
-3.166,+
-3.46,+
-7.066,+
-3.959,+
-6.207,+
-7.266,+
-5.92,+
-7.15,+
-6.113,+
-7.906,+
-5.34,+
-6.414,+
-9.516,+
-7.527,+
-4.766,+
-5.785,+
-6.137,+
-7.44,+
-4.32,+
-9.375,+
-3.875,+
-8.66,+
-6.402,+
-4.727,+
-7.62,+
-3.984,+
-6.2,+
-3.021,+
-10.07,+
-4.04,+
-5.84,+
-7.15,+
-7.914,+
-5.504,+
-6.438,+
-8.586,+
-4.137,+
-4.977,+
-7.8,+
-5.758,+
-4.41,+
-5.727,+
-5.34,+
-6.29,+
-10.05,+
-6.12,+
-6.17,+
-6.844,+
-3.469,+
-6.61,+
-5.746,+
-5.973,+
-7.9,+
-4.617,+
-5.957,+
-6.266,+
-4.64,+
-7.58,+
-5.566,+
-6.547,+
-5.074,+
-4.242,+
-4.984,+
-2.992,+
-5.414,+
-5.957,+
-2.447,+
-6.54,+
-5.855,+
-5.887,+
-4.164,+
-8.68,+
-6.543,+
-4.094,+
-5.883,+
-3.822,+
-5.316,+
-4.926,+
-3.865,+
-5.902,+
-6.695,+
-6.84,+
-4.883,+
-6.902,+
-5.895,+
-7.65,+
-7.785,+
-5.28,+
-6.594,+
-7.258,+
-6.11,+
-7.086,+
-5.52,+
-7.164,+
-6.02,+
-7.8,+
-4.613,+
-6.113,+
-4.56,+
-5.08,+
-8.945,+
-4.45,+
-5.113,+
-4.973,+
-5.855,+
-5.188,+
-5.344,+
-6.29,+
-4.508,+
-4.355,+
-5.715,+
-4.555,+
-5.81,+
-5.33,+
-7.312,+
-7.152,+
-5.152,+
-4.246,+
-6.324,+
-6.652,+
-6.375,+
-4.637,+
-5.156,+
-6.37,+
-6.164,+
-5.516,+
-6.367,+
-5.633,+
-7.38,+
-5.637,+
-8.27,+
-7.69,+
-8.99,+
-6.816,+
-5.586,+
-5.17,+
-6.984,+
-6.105,+
-4.75,+
-6.074,+
-6.133,+
-7.887,+
-7.68,+
-6.996,+
-3.191,+
-5.75,+
-7.176,+
-5.266,+
-6.645,+
-6.254,+
-5.5,+
-9.25,+
-9.66,+
-7.01,+
-5.414,+
-3.412,+
-4.64,+
-6.027,+
-4.09,+
-5.652,+
-5.875,+
-4.47,+
-5.418,+
-4.61,+
-3.928,+
-6.94,+
-6.043,+
-8.01,+
-2.764,+
-7.32,+
-4.902,+
-7.086,+
-5.35,+
-4.28,+
-5.574,+
-4.945,+
-5.75,+
-6.645,+
-6.293,+
-4.562,+
-4.77,+
-7.273,+
-4.64,+
-2.818,+
-6.395,+
-7.723,+
-3.367,+
-3.29,+
