Scores,Label
-6.69,+
-10.516,+
-5.203,+
-7.188,+
-4.766,+
-6.805,+
-6.76,+
-4.387,+
-6.965,+
-4.92,+
-3.688,+
-5.77,+
-4.22,+
-4.906,+
-6.207,+
-4.348,+
-6.59,+
-5.87,+
-3.355,+
-5.86,+
-6.402,+
-4.54,+
-6.79,+
-6.977,+
-5.4,+
-6.03,+
-6.7,+
-7.4,+
-5.59,+
-5.65,+
-4.418,+
-2.658,+
-4.95,+
-4.89,+
-5.32,+
-3.158,+
-5.54,+
-2.16,+
-6.668,+
-6.008,+
-3.566,+
-5.95,+
-4.934,+
-5.13,+
-5.645,+
-3.014,+
-4.688,+
-4.73,+
-4.76,+
-7.17,+
-6.086,+
-6.574,+
-6.574,+
-4.25,+
-6.473,+
-5.48,+
-3.3,+
-6.887,+
-4.645,+
-3.635,+
-6.133,+
-6.188,+
-4.684,+
-4.625,+
-4.71,+
-5.094,+
-2.676,+
-4.504,+
-5.39,+
-6.387,+
-6.17,+
-5.395,+
-8.875,+
-3.297,+
-3.865,+
-5.777,+
-3.836,+
-2.738,+
-4.863,+
-4.574,+
-8.0,+
-4.707,+
-1.482,+
-5.812,+
-7.734,+
-3.494,+
-5.13,+
-5.098,+
-3.03,+
-4.035,+
-5.086,+
-5.812,+
-5.203,+
-7.1,+
-3.7,+
-5.215,+
-9.414,+
-5.44,+
-7.285,+
-6.22,+
-3.635,+
-9.586,+
-7.633,+
-5.027,+
-6.113,+
-3.924,+
-4.293,+
-4.71,+
-5.33,+
-4.72,+
-7.35,+
-4.973,+
-6.02,+
-5.504,+
-4.477,+
-4.207,+
-5.195,+
-8.56,+
-5.938,+
-4.168,+
-6.16,+
-8.516,+
-6.79,+
-7.457,+
-5.633,+
-4.02,+
-9.79,+
-7.707,+
-6.98,+
-5.234,+
-9.16,+
-5.402,+
-6.684,+
-5.777,+
-3.447,+
-5.914,+
-5.523,+
-4.953,+
-5.055,+
-5.73,+
-4.082,+
-6.086,+
-6.55,+
-6.53,+
-5.523,+
-7.785,+
-2.676,+
-5.168,+
-5.645,+
-3.145,+
-4.613,+
-5.23,+
-4.73,+
-7.152,+
