Scores,Label
-4.984,+
-5.74,+
-4.914,+
-3.87,+
-1.676,+
-3.096,+
-1.14,+
-2.771,+
-4.05,+
-0.823,+
-5.875,+
-6.617,+
-2.4,+
-4.496,+
-4.098,+
-2.922,+
-4.418,+
-2.527,+
-4.523,+
-4.625,+
-2.404,+
-4.312,+
-2.547,+
-3.283,+
-3.049,+
-5.08,+
-2.678,+
-1.466,+
-5.027,+
-4.8,+
-4.33,+
-1.988,+
-5.35,+
-4.418,+
-2.643,+
-8.51,+
-3.838,+
0.0865,+
-5.883,+
-0.174,+
-3.855,+
0.9136,+
-6.355,+
-4.31,+
-6.504,+
-5.414,+
-3.496,+
-5.973,+
-2.637,+
-4.758,+
-3.828,+
-2.814,+
-4.63,+
-2.742,+
-5.895,+
-2.336,+
-1.07,+
-5.562,+
-4.312,+
-4.457,+
-2.168,+
-1.849,+
-2.41,+
-2.244,+
-1.939,+
-6.37,+
-3.793,+
-0.7593,+
-5.91,+
-2.705,+
-2.328,+
-3.416,+
-4.01,+
-4.453,+
-5.227,+
-5.516,+
0.374,+
-3.975,+
-3.01,+
-4.168,+
-4.06,+
-3.846,+
-2.795,+
-3.26,+
-3.354,+
-3.889,+
-5.05,+
-1.764,+
-1.939,+
-2.756,+
0.0794,+
-1.6045,+
-2.477,+
-0.6265,+
-3.08,+
-2.822,+
-3.15,+
-3.195,+
-6.043,+
-5.207,+
-5.867,+
-1.683,+
-5.02,+
-5.816,+
-2.352,+
-4.2,+
-3.342,+
-3.436,+
-4.45,+
-5.594,+
-5.418,+
-4.88,+
-7.43,+
-4.812,+
-3.098,+
-5.32,+
-3.086,+
-6.02,+
-4.414,+
-2.12,+
-3.613,+
-1.883,+
-5.402,+
-6.168,+
-2.031,+
-2.213,+
-3.758,+
-1.264,+
-4.375,+
-2.744,+
-1.506,+
0.1503,+
-5.555,+
-4.32,+
-3.83,+
-2.197,+
-0.4233,+
-2.684,+
-2.088,+
-3.531,+
-3.957,+
-2.54,+
-3.23,+
-3.727,+
-5.562,+
-3.174,+
-1.857,+
-5.41,+
-3.889,+
-1.301,+
-2.127,+
-4.43,+
-7.2,+
-1.421,+
-4.37,+
-2.332,+
-4.832,+
-1.566,+
-2.373,+
-5.266,+
-7.484,+
-2.498,+
-6.477,+
-2.287,+
-1.994,+
-4.08,+
-3.887,+
-3.91,+
0.7666,+
-2.506,+
-3.07,+
-5.055,+
-3.701,+
-6.08,+
-6.293,+
-4.484,+
-2.094,+
-5.438,+
-2.777,+
2.158,+
-5.805,+
-2.057,+
-4.137,+
-1.389,+
-4.492,+
-2.832,+
-0.5874,+
-2.932,+
-2.771,+
-5.008,+
-2.684,+
-2.766,+
-2.908,+
-0.621,+
-4.54,+
-1.143,+
-3.826,+
-2.371,+
-7.094,+
-3.594,+
-7.305,+
-0.8667,+
-2.795,+
-1.672,+
-2.676,+
-2.111,+
-4.992,+
-4.812,+
-5.605,+
-3.893,+
-2.287,+
-4.45,+
-2.29,+
-1.924,+
-3.777,+
-2.91,+
-2.836,+
-0.375,+
-2.76,+
-2.252,+
-1.381,+
-2.893,+
-4.45,+
-3.43,+
-2.799,+
-1.392,+
-3.49,+
-4.11,+
-0.115,+
-1.722,+
-6.367,+
-3.795,+
-2.43,+
-4.457,+
-2.816,+
-1.318,+
-3.438,+
-1.813,+
-1.309,+
-1.149,+
-2.84,+
-4.62,+
-1.774,+
-3.023,+
-4.293,+
-2.588,+
-2.074,+
-3.656,+
-2.387,+
-3.498,+
-5.69,+
-3.926,+
-8.57,+
-3.967,+
-4.19,+
-3.012,+
-4.41,+
-2.041,+
-1.829,+
-4.92,+
-6.83,+
-2.549,+
-2.793,+
-2.598,+
-2.984,+
-2.52,+
-4.016,+
-2.44,+
-3.38,+
-1.915,+
-4.086,+
-5.28,+
-2.057,+
-3.48,+
-3.225,+
-4.16,+
-2.54,+
-3.97,+
-4.887,+
-4.766,+
-3.75,+
-2.922,+
-4.867,+
-0.905,+
-1.777,+
-4.023,+
-2.99,+
-8.74,+
-2.146,+
-3.523,+
-2.002,+
-3.537,+
-1.719,+
-2.09,+
-3.045,+
-2.908,+
-3.227,+
-2.258,+
-0.8877,+
-1.995,+
-2.72,+
-4.434,+
-2.777,+
-4.152,+
-7.145,+
-5.07,+
-3.352,+
-3.137,+
-4.633,+
