Scores,Label
-6.69,+
-5.58,+
-6.824,+
-7.96,+
-8.305,+
-4.914,+
-5.8,+
-5.48,+
-4.16,+
-4.285,+
-6.207,+
-4.14,+
-4.527,+
-6.125,+
-4.332,+
-5.0,+
-5.848,+
-6.125,+
-5.01,+
-6.39,+
-6.562,+
-5.543,+
-7.3,+
-6.02,+
-6.68,+
-5.605,+
-6.406,+
-3.033,+
-6.7,+
-6.957,+
-7.01,+
-5.66,+
-6.21,+
-4.492,+
-5.332,+
-3.328,+
-5.348,+
-6.6,+
-7.15,+
-6.227,+
-4.945,+
-6.23,+
-6.39,+
-6.633,+
-6.02,+
-5.996,+
-7.145,+
-8.48,+
-6.035,+
-5.37,+
-6.47,+
-5.78,+
-6.18,+
-6.973,+
-1.998,+
-6.78,+
-6.71,+
-4.742,+
-3.709,+
-7.246,+
-4.21,+
-5.93,+
-6.598,+
-5.688,+
-6.54,+
-5.55,+
-7.492,+
-7.188,+
-6.64,+
-6.008,+
-6.668,+
-5.86,+
-4.85,+
-4.76,+
-5.367,+
-5.67,+
-6.152,+
-3.516,+
-5.74,+
-6.477,+
-6.06,+
-3.361,+
-6.383,+
-5.992,+
-5.723,+
-7.035,+
-7.1,+
-7.72,+
-5.97,+
-6.785,+
-7.543,+
-5.42,+
-4.06,+
-6.105,+
-7.707,+
-5.88,+
-6.35,+
-5.188,+
-7.273,+
-3.98,+
-5.87,+
-5.965,+
-5.992,+
-8.04,+
-4.348,+
-5.227,+
-6.586,+
-7.29,+
-6.36,+
-6.258,+
-5.773,+
-6.7,+
-5.98,+
-3.5,+
-6.22,+
-6.543,+
-7.797,+
-5.0,+
-3.238,+
-3.975,+
-5.023,+
-5.184,+
-5.15,+
-6.973,+
-8.3,+
-6.566,+
-6.883,+
-7.066,+
-5.453,+
-4.973,+
-4.695,+
-6.793,+
-4.53,+
-4.477,+
-8.03,+
-6.36,+
-7.145,+
-5.586,+
-5.01,+
-5.688,+
-6.215,+
-7.914,+
-6.832,+
-5.992,+
-7.18,+
-7.47,+
-7.188,+
-5.957,+
-5.07,+
-4.18,+
-4.21,+
-5.12,+
-3.822,+
-4.867,+
-5.395,+
-3.354,+
-3.709,+
-4.168,+
-5.137,+
-4.16,+
-7.27,+
-6.492,+
-6.496,+
-7.08,+
-6.16,+
-6.46,+
-5.973,+
-4.77,+
-7.613,+
-5.1,+
-6.195,+
-4.99,+
-5.812,+
-6.78,+
-6.715,+
-6.9,+
-6.812,+
-5.543,+
-7.87,+
-6.605,+
-3.227,+
-5.145,+
-6.504,+
-6.625,+
-5.13,+
-6.12,+
-6.03,+
-6.94,+
-5.613,+
-5.906,+
-5.586,+
-5.168,+
-6.94,+
-5.17,+
-4.285,+
-6.73,+
-5.86,+
-6.21,+
-5.75,+
-7.105,+
-4.832,+
-5.81,+
-5.51,+
-5.645,+
-6.52,+
-7.0,+
-5.88,+
-5.06,+
-5.59,+
-5.367,+
-5.543,+
-4.52,+
-6.074,+
-7.15,+
-6.805,+
-4.816,+
-2.771,+
-5.863,+
-4.727,+
-5.1,+
-5.1,+
-5.242,+
-5.53,+
-6.734,+
-4.66,+
-4.555,+
-5.56,+
-4.727,+
-8.94,+
-5.293,+
-7.637,+
-6.027,+
-5.64,+
-6.016,+
-6.316,+
-6.598,+
-4.477,+
-6.89,+
-5.953,+
-6.016,+
-5.516,+
-5.824,+
-7.266,+
-6.215,+
-6.91,+
-5.71,+
-5.992,+
-6.684,+
-5.133,+
-5.363,+
-3.684,+
-6.188,+
-6.027,+
-7.96,+
-6.06,+
-5.39,+
-5.438,+
-6.684,+
-5.074,+
-6.09,+
-5.836,+
-3.35,+
-7.355,+
-4.625,+
-4.2,+
-5.727,+
-7.305,+
-4.984,+
-7.97,+
-5.574,+
-4.727,+
-4.086,+
-5.438,+
-4.953,+
-5.17,+
-8.97,+
-7.62,+
-4.992,+
-5.047,+
-5.21,+
-6.145,+
-5.88,+
-6.02,+
-5.13,+
-8.195,+
-5.492,+
-8.09,+
-3.984,+
-4.207,+
-6.215,+
-6.324,+
-5.9,+
-4.957,+
-5.98,+
-7.887,+
-6.863,+
-5.43,+
-5.367,+
-6.473,+
-5.203,+
-5.44,+
-5.78,+
-7.652,+
-8.03,+
-5.1,+
-5.03,+
-5.543,+
-6.598,+
-6.45,+
-3.742,+
-5.844,+
-7.242,+
-7.87,+
-5.89,+
-7.81,+
-5.89,+
-5.56,+
-4.93,+
-5.08,+
-7.375,+
-5.293,+
-6.957,+
-6.137,+
-7.13,+
-7.562,+
-4.668,+
-6.11,+
-4.83,+
-7.77,+
-6.84,+
-6.74,+
-4.926,+
-5.305,+
-4.95,+
-5.15,+
-6.297,+
-4.883,+
-5.082,+
-4.504,+
-6.508,+
-6.36,+
-3.219,+
-7.17,+
-6.633,+
-5.535,+
-5.668,+
-4.586,+
-7.19,+
-3.672,+
-5.613,+
-6.535,+
-4.996,+
-5.277,+
-5.984,+
-7.664,+
-4.707,+
-6.14,+
-5.945,+
-3.744,+
-4.406,+
-6.457,+
-6.16,+
-6.15,+
-7.043,+
-6.305,+
-5.12,+
-5.766,+
-5.633,+
-6.246,+
-6.94,+
-5.082,+
-5.68,+
-5.934,+
-5.414,+
-6.453,+
-4.91,+
-6.78,+
-5.69,+
-6.785,+
-5.867,+
-6.082,+
-6.88,+
-4.45,+
-6.934,+
-6.293,+
-4.316,+
-7.566,+
-6.91,+
-4.23,+
-6.566,+
-6.37,+
-4.914,+
-6.5,+
-4.25,+
-5.652,+
-5.316,+
-5.39,+
-4.637,+
-7.43,+
-6.28,+
-6.137,+
-8.03,+
-7.58,+
-4.523,+
-6.68,+
-5.582,+
-5.918,+
-6.06,+
-5.363,+
-6.582,+
-6.695,+
-6.58,+
-3.604,+
-6.85,+
-6.42,+
-7.074,+
-5.363,+
-5.29,+
-6.383,+
-6.164,+
-4.85,+
-6.965,+
-6.535,+
-5.25,+
-6.035,+
-5.996,+
-5.234,+
-8.04,+
-5.86,+
-7.58,+
-6.473,+
-5.887,+
-7.164,+
-6.86,+
-6.65,+
-5.8,+
-5.86,+
-5.027,+
-5.0,+
-4.22,+
-7.395,+
-6.7,+
-6.273,+
-4.438,+
-6.883,+
-5.977,+
-6.957,+
-5.44,+
-6.176,+
-4.926,+
-5.71,+
-4.45,+
-6.223,+
-5.906,+
-6.793,+
-5.074,+
-5.863,+
-5.53,+
-6.96,+
-5.613,+
-3.992,+
-7.695,+
-5.266,+
-5.293,+
-7.2,+
-5.35,+
-5.26,+
-5.734,+
-7.133,+
-5.17,+
-7.504,+
-6.777,+
-4.477,+
-5.81,+
-5.164,+
