Scores,Label
-3.162,+
-5.105,+
-4.492,+
-6.16,+
-4.098,+
-6.438,+
-5.176,+
-7.21,+
-5.03,+
-5.715,+
-4.82,+
-6.13,+
-4.543,+
-4.34,+
-5.113,+
-4.633,+
-5.93,+
-5.547,+
-5.19,+
-3.762,+
-4.875,+
-5.25,+
-5.652,+
-7.04,+
-6.18,+
-3.861,+
-3.654,+
-6.367,+
-6.453,+
-4.824,+
-6.21,+
-4.242,+
-4.652,+
-7.805,+
-4.492,+
-4.9,+
-4.824,+
-6.15,+
-6.02,+
-6.56,+
-5.035,+
-5.746,+
-5.67,+
-7.348,+
-5.05,+
-4.29,+
-6.766,+
-5.066,+
-5.34,+
-5.96,+
-5.76,+
-5.223,+
-4.266,+
-4.645,+
-5.04,+
-4.64,+
-4.66,+
-5.695,+
-4.58,+
-5.26,+
-7.066,+
-7.38,+
-3.21,+
-4.5,+
-5.758,+
-5.277,+
-4.85,+
-4.336,+
-5.664,+
-4.99,+
-6.516,+
-5.1,+
-3.12,+
-4.934,+
-5.926,+
-4.305,+
-5.49,+
-4.44,+
-6.887,+
-6.97,+
-6.855,+
-3.785,+
-5.496,+
-3.426,+
-6.164,+
-5.26,+
-5.723,+
-4.164,+
-3.541,+
-4.59,+
-6.32,+
-5.11,+
-4.133,+
-5.277,+
-4.16,+
-6.15,+
-4.332,+
-6.06,+
-5.99,+
-4.605,+
-4.676,+
-4.703,+
-5.613,+
-5.02,+
-5.094,+
-5.684,+
-6.266,+
-5.867,+
-6.41,+
-4.445,+
-4.875,+
-5.754,+
-5.87,+
-6.26,+
-4.777,+
-2.514,+
-5.297,+
-5.1,+
-5.508,+
-6.426,+
-4.633,+
-4.496,+
-4.848,+
-5.707,+
-5.32,+
-5.18,+
-5.676,+
-5.645,+
-5.766,+
-6.113,+
-4.184,+
-4.707,+
-4.145,+
-4.87,+
-4.027,+
-5.156,+
-6.75,+
-7.043,+
-3.621,+
-4.758,+
-4.742,+
-4.32,+
-5.816,+
-4.68,+
-4.727,+
-5.555,+
-5.145,+
-4.926,+
-7.125,+
-5.445,+
-6.13,+
-2.963,+
-5.74,+
-4.703,+
-5.348,+
-6.496,+
-4.86,+
-5.625,+
-5.035,+
-4.586,+
-4.215,+
-6.004,+
-6.066,+
-4.117,+
-5.965,+
-4.77,+
-5.758,+
-4.184,+
-7.066,+
-4.957,+
-6.266,+
-4.594,+
-4.723,+
-4.633,+
-6.59,+
-5.156,+
-6.285,+
-5.81,+
-3.785,+
-5.95,+
-5.4,+
-4.11,+
-6.01,+
-4.86,+
-4.43,+
-4.08,+
-4.875,+
-6.586,+
-3.719,+
-4.645,+
-5.668,+
-4.562,+
-4.684,+
-5.06,+
-5.844,+
-5.203,+
-8.38,+
-4.855,+
-5.258,+
-7.06,+
-4.387,+
-3.94,+
-4.28,+
-6.58,+
-5.605,+
-5.68,+
-3.79,+
