Scores,Label
-4.492,+
-4.316,+
-4.477,+
-5.402,+
-5.098,+
-4.016,+
-4.758,+
-6.332,+
-5.23,+
-4.32,+
-4.35,+
-3.857,+
-4.062,+
-7.812,+
-6.75,+
-4.176,+
-7.07,+
-4.58,+
-5.62,+
-4.094,+
-4.43,+
-5.363,+
-4.37,+
-5.61,+
-6.26,+
-4.273,+
-4.97,+
-5.516,+
-4.11,+
-4.527,+
-2.93,+
-4.316,+
-4.344,+
-4.062,+
-3.672,+
-3.504,+
-5.637,+
-5.668,+
-4.3,+
-5.57,+
-4.64,+
-4.3,+
-4.7,+
-3.621,+
-5.8,+
-4.83,+
-6.074,+
-5.55,+
-5.402,+
-5.54,+
-4.734,+
-5.91,+
-6.965,+
-5.26,+
-5.883,+
-6.38,+
-5.39,+
-4.027,+
-6.83,+
-4.617,+
-5.707,+
-5.96,+
-5.707,+
-8.11,+
-3.854,+
-3.8,+
-5.74,+
-4.504,+
-4.25,+
-2.55,+
-4.76,+
-4.09,+
-5.562,+
-5.285,+
-6.273,+
-5.918,+
-5.69,+
-5.61,+
-5.63,+
-4.83,+
-3.375,+
-3.598,+
-4.38,+
-5.246,+
-5.75,+
-4.953,+
-1.952,+
-4.633,+
-5.1,+
-5.348,+
-5.598,+
-4.68,+
-6.066,+
-4.86,+
-4.93,+
-6.574,+
-4.52,+
-3.824,+
-4.664,+
-6.715,+
-5.613,+
-4.33,+
-4.23,+
-3.668,+
-3.576,+
-2.707,+
-6.13,+
-5.18,+
-4.07,+
-3.541,+
-4.312,+
-2.201,+
-5.676,+
-6.11,+
-3.262,+
-4.516,+
-3.826,+
-4.895,+
-4.258,+
-5.81,+
-4.85,+
-5.06,+
-5.8,+
-4.523,+
-5.53,+
-5.227,+
-5.0,+
-3.906,+
-5.957,+
-6.098,+
-6.105,+
-4.31,+
-4.01,+
-5.32,+
-4.457,+
-3.01,+
-4.047,+
-4.383,+
-3.688,+
-6.656,+
-3.465,+
-6.17,+
-6.57,+
-4.074,+
-5.754,+
-5.062,+
-3.545,+
-5.36,+
-3.867,+
-4.875,+
-3.99,+
-6.305,+
-6.883,+
-5.246,+
-4.6,+
-5.035,+
-5.133,+
-2.914,+
-3.926,+
-3.63,+
-5.293,+
-3.264,+
-3.264,+
-7.887,+
-4.4,+
-4.523,+
-5.164,+
-4.9,+
-6.11,+
-3.32,+
-3.91,+
-6.15,+
-8.07,+
-3.496,+
-4.53,+
-3.426,+
-5.23,+
-6.996,+
-7.33,+
-6.605,+
-4.06,+
-3.584,+
-6.37,+
-5.24,+
-5.82,+
-5.66,+
-4.496,+
-4.32,+
-3.975,+
-5.4,+
-4.465,+
-4.527,+
-3.664,+
-4.027,+
-6.895,+
-4.164,+
-5.57,+
-5.562,+
-4.977,+
-6.18,+
-4.883,+
-4.6,+
-4.07,+
-4.73,+
-5.434,+
-4.266,+
-5.53,+
-3.76,+
-5.613,+
-7.094,+
-6.066,+
