Gene,Correlation
YGL207W,-0.49723613
YPL126W,-0.49689066
YER165W,-0.4961997
YDR176W,-0.49568146
YJL194W,-0.49516323
YOR123C,-0.49395406
YPR112C,-0.49239936
YHR084W,-0.4917084
YNL309W,-0.4911902
YPL129W,-0.49049923
YHR041C,-0.49015373
YOR290C,-0.48980826
YGL244W,-0.48756263
YJL109C,-0.48738986
YML010W,-0.4861807
YLR055C,-0.4832441
YNL182C,-0.48255312
YCL011C,-0.48220763
YNL330C,-0.4790983
YBR034C,-0.47806185
YIL126W,-0.47771636
YGR104C,-0.4773709
YLR182W,-0.47650716
YDR138W,-0.47564346
YHR196W,-0.47512522
YNL136W,-0.4749525
YNL236W,-0.47460702
YGR186W,-0.47426152
YCR106W,-0.4740888
YNL273W,-0.47374332
YGL030W,-0.4723614
YDL051W,-0.4720159
YHR197W,-0.47046122
YIL115C,-0.469943
YPL138C,-0.46942478
YOL051W,-0.46838832
YGL043W,-0.46666092
YDR052C,-0.46458802
YKL189W,-0.46389705
YGR063C,-0.46320608
YGL066W,-0.46216962
YLR226W,-0.46182415
YLR223C,-0.46130592
YEL037C,-0.45923302
YDL042C,-0.45802385
YOL090W,-0.45681465
YDR324C,-0.45525998
YCL055W,-0.45508724
YER164W,-0.45491448
YLR403W,-0.454569
YCR093W,-0.4504232
YHR205W,-0.45025048
YLR071C,-0.45007774
YMR039C,-0.44817758
YBR297W,-0.4478321
YDR123C,-0.4474866
YGR116W,-0.44420454
YDR448W,-0.44195887
YNL201C,-0.44092244
YGR252W,-0.44023147
YBR083W,-0.439886
YNL088W,-0.43902227
YMR043W,-0.43884954
YPR161C,-0.43591294
YMR216C,-0.4357402
YPL016W,-0.43522197
YJL168C,-0.43470374
YKR048C,-0.43142167
YGR280C,-0.4303852
YGL037C,-0.42883053
YOL149W,-0.42762136
YHL007C,-0.42727587
YGL092W,-0.42623943
YPR070W,-0.42503023
YDL017W,-0.4239938
YER040W,-0.42347556
YKL145W,-0.42295733
YDR308C,-0.4227846
YMR116C,-0.42122993
YMR093W,-0.42053896
YMR277W,-0.41915703
YHR085W,-0.41829333
YGL035C,-0.4165659
YAR007C,-0.41552946
YPR072W,-0.41380203
YGL163C,-0.41328382
YAR003W,-0.4119019
YOR061W,-0.41138366
YPL254W,-0.4110382
YER109C,-0.40913802
YGL112C,-0.40827432
YOL148C,-0.40792882
YNL216W,-0.40758336
YCR052W,-0.4074106
YPL228W,-0.40706512
YDR311W,-0.40671965
YOL115W,-0.40620142
YOR344C,-0.40499222
YGL194C,-0.4039558
YGR128C,-0.40291932
YDR224C,-0.40205562
YGL048C,-0.4018829
YGR040W,-0.4015374
YNL206C,-0.39981
YMR179W,-0.39963725
YER028C,-0.39877352
YKL057C,-0.39808258
YIL035C,-0.39756435
YDR190C,-0.39721885
YPL075W,-0.39324582
YDR195W,-0.39134565
YNL232W,-0.39065468
YJR035W,-0.3903092
YDR259C,-0.39013648
YNR010W,-0.38910002
YOR032C,-0.3882363
YMR070W,-0.38754535
YER045C,-0.38685438
YMR037C,-0.3861634
YDR028C,-0.38426325
YPR034W,-0.3840905
YLR442C,-0.38374504
YHR058C,-0.3814994
YDL056W,-0.3811539
YML113W,-0.379081
YFL033C,-0.37873554
YMR164C,-0.37769908
YDR280W,-0.37752634
YAL021C,-0.37666264
YOL135C,-0.3752807
YKL203C,-0.3740715
YIL036W,-0.37338054
YGL151W,-0.3723441
YKL022C,-0.37217137
YDL108W,-0.3714804
YDR404C,-0.37096217
YMR042W,-0.37044394
YPR104C,-0.36975297
YPL082C,-0.36888927
YFR037C,-0.36785284
YNL112W,-0.36577994
YNR023W,-0.3652617
YOL021C,-0.36508897
YHR069C,-0.36491624
YLR274W,-0.36457074
YER159C,-0.36336154
YOL068C,-0.36249784
YDR398W,-0.3619796
YOL142W,-0.36094317
YDL160C,-0.35869753
YPR023C,-0.3573156
YOR174W,-0.35662463
YGL071W,-0.35576093
YKL062W,-0.35489723
YGR095C,-0.35247883
YOR038C,-0.35161513
YNL068C,-0.3514424
YER171W,-0.34867853
YDR192C,-0.3472966
YPL122C,-0.3464329
YJL006C,-0.34539643
YFL021W,-0.34487823
YDR432W,-0.34453273
YCL067C,-0.34366903
YNL004W,-0.34176886
YPR009W,-0.3414234
YGR158C,-0.33969596
YGR195W,-0.33952323
YCR039C,-0.33831406
YCR033W,-0.3376231
