Gene,Correlation
YLR175W,-0.4920539
YGL244W,-0.48756263
YDL051W,-0.4720159
YGR280C,-0.4303852
YPL190C,-0.42641217
YKL018W,-0.41432026
YOL115W,-0.40620142
YDR195W,-0.39134565
YNL232W,-0.39065468
YDR280W,-0.37752634
YOL021C,-0.36508897
YHR069C,-0.36491624
YOL142W,-0.36094317
YGR095C,-0.35247883
YGR158C,-0.33969596
YGR195W,-0.33952323
YPR178W,-0.3393505
YMR239C,-0.33416826
YHR062C,-0.32034895
YGL173C,-0.31499395
YNL221C,-0.29616514
YLR277C,-0.2930558
YGR156W,-0.29150113
YDL111C,-0.28649163
YGR030C,-0.28631887
YLR430W,-0.28441873
YDL014W,-0.27958196
YCR035C,-0.2647262
YOR001W,-0.2597167
YJL050W,-0.24520643
YNR011C,-0.24278805
YOR048C,-0.23121437
