Gene,Correlation
YLR429W,0.49516323
YBR109C,0.45975125
YPL269W,0.44973224
YNL271C,0.44092244
YMR198W,0.42848507
YDR424C,0.3956642
YJL019W,0.3894455
YMR276W,0.38789082
YGR078C,0.3873726
YDR488C,0.38426325
YIL153W,0.3832268
YOR058C,0.3811539
YBR170C,0.36785284
YML085C,0.36681637
YER016W,0.3664709
YEL061C,0.35887027
YPR141C,0.35576093
YFL037W,0.34885126
YAL047C,0.3434963
YKR054C,0.3405597
YHR129C,0.33986872
YNL126W,0.33900502
YPL174C,0.3372776
YPL155C,0.3334773
YBL063W,0.32242185
YOR195W,0.31844878
YJL187C,0.3156849
YLR212C,0.31015718
YGL216W,0.3018656
YKL079W,0.30169287
YGL003C,0.29944724
YOR349W,0.2947832
YDR201W,0.29443774
YLR045C,0.2939195
YML124C,0.28821903
YOR269W,0.2851097
