Gene,Correlation
YLR343W,-0.5
YER150W,-0.49932885
YIR039C,-0.4966443
YKL163W,-0.49580538
YLR461W,-0.4944631
YOR242C,-0.4907718
YOL132W,-0.4885906
YNR076W,-0.4807047
YKL224C,-0.4771812
YOR134W,-0.47130874
YJL223C,-0.46862417
YOR009W,-0.45755035
YER011W,-0.44932887
YDR403W,-0.44865772
YDR402C,-0.44395974
YBL108C-A,-0.42097315
YBR076W,-0.4045302
YDR144C,-0.39983222
YDR125C,-0.3978188
YEL049W,-0.38959733
YHL046C,-0.38607383
YHL043W,-0.38355705
YLR213C,-0.38120806
YGR294W,-0.37684563
YFL020C,-0.37651005
YOR190W,-0.3691275
YDR528W,-0.36728188
YBR301W,-0.36610737
YDR542W,-0.36426175
YLL064C,-0.3513423
YLL025W,-0.35016778
YBR045C,-0.34832215
YKL181W,-0.347651
YIL176C,-0.34597316
YCL048W,-0.34496644
YGL261C,-0.34479865
YDR351W,-0.34395972
YLR443W,-0.3395973
YBL068W,-0.33020133
YIL011W,-0.3283557
YOR010C,-0.32449666
YLR194C,-0.31711408
YER096W,-0.31359062
YAL018C,-0.30939597
YOR255W,-0.30268458
YJL038C,-0.30151007
YLR037C,-0.29513422
YKR004C-A,-0.2944631
YBR180W,-0.2909396
YDR522C,-0.2907718
YER099C,-0.28271812
YKR100C,-0.28221476
YDL222C,-0.27667785
YLR307W,-0.2736577
YLR054C,-0.27348992
YKR099C-A,-0.27231544
YDR261C,-0.26761746
YCR045C,-0.2672819
YDL203C,-0.2659396
YKL097W-A,-0.2612416
YLR413W,-0.26107383
YKL187C,-0.25637585
