Gene,Correlation
YML121W,0.47348353
YGR163W,0.45667243
YFL005W,0.43639514
YGL172W,0.42270365
YBR080C,0.42218372
YDL226C,0.42149046
YEL013W,0.4048527
YKL154W,0.39688042
YDR292C,0.39064124
YDL100C,0.38405547
YJL091C,0.3833622
YPL243W,0.38093588
YNL264C,0.37902945
YBR164C,0.37816292
YOL003C,0.3745234
YMR264W,0.37348354
YOR212W,0.3727903
YDR264C,0.37244368
YOR198C,0.3594454
YML105C,0.3561525
YNL326C,0.3544194
YML055W,0.34696707
YJL031C,0.34402078
YER105C,0.34298092
YNL294C,0.3407279
YNL047C,0.3405546
YOL031C,0.33968803
YPR176C,0.3253033
YPR075C,0.32426342
YPL210C,0.3221837
YJL004C,0.3105719
YLR386W,0.3017331
YOR007C,0.28700173
YPL065W,0.28232235
YLR246W,0.28214905
YDR372C,0.28197575
YKL068W,0.28180242
YGL190C,0.28006932
YLR301W,0.27833623
YLR309C,0.26291162
YBR171W,0.25528595
YLR380W,0.24211438
YDR459C,0.22842288
YGL092W,0.22183709
YOL111C,0.22062391
YGR119C,0.21993068
YGL124C,0.21161179
YKL073W,0.20883882
YDR329C,0.20814557
