Gene,Correlation
YML028W,0.49379194
YBR221C,0.49261746
YER178W,0.48573825
YDL078C,0.45184565
YDR099W,0.4489933
YNR001C,0.43909395
YPR165W,0.43892616
YGL084C,0.43573827
YGL115W,0.4330537
YOL126C,0.4295302
YNL117W,0.42869127
YNL241C,0.425
YER003C,0.4239933
YEL012W,0.42231545
YPR001W,0.41694632
YMR311C,0.40536913
YGR143W,0.40486577
YMR305C,0.40469798
YOR347C,0.40251678
YDR477W,0.40201342
YER133W,0.39362416
YGL062W,0.3921141
YNL009W,0.39194632
YJL052W,0.39043623
YCR073W-A,0.38372484
YGL253W,0.38187918
YPL031C,0.36778525
YOR245C,0.36644295
YJR009C,0.3635906
YKL060C,0.36191276
YBR196C,0.36073825
YGR192C,0.3602349
YMR238W,0.35637584
YHR174W,0.35503355
YCR012W,0.35
YER177W,0.3498322
YIL017C,0.34697986
YJL034W,0.34043625
YOL065C,0.33926174
YGL227W,0.3342282
YGL027C,0.3340604
YHR183W,0.33305368
YDR009W,0.3303691
YBR298C,0.32348993
YMR280C,0.32332215
YGR254W,0.3088926
YAL038W,0.30620804
YOL064C,0.29580536
YIL123W,0.2897651
YBR015C,0.28439596
YLR286C,0.2807047
YBR160W,0.27214766
YNL106C,0.2714765
YDL022W,0.2671141
YBR218C,0.26543623
YNL032W,0.24127516
YKL046C,0.2409396
YLL026W,0.23909396
YLR377C,0.2374161
YBL058W,0.23607382
YFR003C,0.2307047
YKL152C,0.22785234
YBR126C,0.2238255
YDR255C,0.21761745
YHR079C,0.21426174
YKL038W,0.2080537
YLL043W,0.20033558
YAL017W,0.19949664
YGR279C,0.19630873
YOR109W,0.1954698
