Gene,Correlation
YLR441C,-0.49447227
YIL133C,-0.49136293
YHL033C,-0.48963553
YBR189W,-0.48894456
YKL180W,-0.48687166
YNL096C,-0.48635343
YNL132W,-0.48462602
YJR123W,-0.48048022
YPL090C,-0.48013473
YER102W,-0.47927102
YDL191W,-0.47892556
YJL177W,-0.475298
YOR096W,-0.4744343
YBR181C,-0.47305235
YML026C,-0.46925202
YNL308C,-0.46890655
YHL001W,-0.46631542
YDR064W,-0.46562445
YER131W,-0.46372432
YDL136W,-0.46337882
YKL006W,-0.45854205
YGL076C,-0.44938678
YNL124W,-0.44558644
YDR500C,-0.4424771
YPL220W,-0.43815857
YPL143W,-0.43643117
YHL015W,-0.43263084
YGL123W,-0.42796683
YMR131C,-0.4274486
YOL041C,-0.39739162
YNL069C,-0.39376405
YGL189C,-0.39272758
YIL069C,-0.39255485
YBL072C,-0.3849542
YPL081W,-0.384436
YER074W,-0.3828813
YEL055C,-0.37182587
YJL136C,-0.36837104
YKL156W,-0.35766107
YKL078W,-0.35472447
