Gene,Correlation
YGL207W,-0.49723613
YPL126W,-0.49689066
YDR176W,-0.49568146
YOR123C,-0.49395406
YHR084W,-0.4917084
YNL309W,-0.4911902
YHR041C,-0.49015373
YOR290C,-0.48980826
YGL244W,-0.48756263
YJL109C,-0.48738986
YML010W,-0.4861807
YLR055C,-0.4832441
YNL330C,-0.4790983
YBR034C,-0.47806185
YIL126W,-0.47771636
YGR104C,-0.4773709
YLR182W,-0.47650716
YDR138W,-0.47564346
YHR196W,-0.47512522
YNL236W,-0.47460702
YGR186W,-0.47426152
YCR106W,-0.4740888
YPL138C,-0.46942478
YOL051W,-0.46838832
YGL043W,-0.46666092
YGR063C,-0.46320608
YGL066W,-0.46216962
YLR226W,-0.46182415
YLR223C,-0.46130592
YDR324C,-0.45525998
YCL055W,-0.45508724
YLR403W,-0.454569
YCR093W,-0.4504232
YHR205W,-0.45025048
YLR071C,-0.45007774
YMR039C,-0.44817758
YDR123C,-0.4474866
YGR116W,-0.44420454
YDR448W,-0.44195887
YGR252W,-0.44023147
YBR083W,-0.439886
YMR043W,-0.43884954
YPR161C,-0.43591294
YPL016W,-0.43522197
YKR048C,-0.43142167
YGL092W,-0.42623943
YPR070W,-0.42503023
YDR091C,-0.4236483
YER040W,-0.42347556
YKL145W,-0.42295733
YDR308C,-0.4227846
YMR093W,-0.42053896
YGL035C,-0.4165659
YPR072W,-0.41380203
YPL254W,-0.4110382
YER109C,-0.40913802
YGL112C,-0.40827432
YNL216W,-0.40758336
YCR052W,-0.4074106
YPL228W,-0.40706512
YGR128C,-0.40291932
YGL048C,-0.4018829
YKL057C,-0.39808258
YGR072W,-0.39462775
YPL075W,-0.39324582
YDR259C,-0.39013648
YNR010W,-0.38910002
YMR070W,-0.38754535
YER045C,-0.38685438
YMR037C,-0.3861634
YPR034W,-0.3840905
YHR058C,-0.3814994
YDL056W,-0.3811539
YFL033C,-0.37873554
YMR164C,-0.37769908
YAL021C,-0.37666264
YOL135C,-0.3752807
YIL036W,-0.37338054
YDL108W,-0.3714804
YDR404C,-0.37096217
YMR042W,-0.37044394
YPR104C,-0.36975297
YFR037C,-0.36785284
YNR023W,-0.3652617
YER159C,-0.36336154
YDR398W,-0.3619796
YDL160C,-0.35869753
YGL071W,-0.35576093
YKL062W,-0.35489723
YNL068C,-0.3514424
YJL006C,-0.34539643
YFL021W,-0.34487823
YDR432W,-0.34453273
YPR009W,-0.3414234
YDR009W,-0.3331318
YGL130W,-0.32984972
YMR127C,-0.32794955
YGL190C,-0.32777682
YKL139W,-0.32484022
YNL025C,-0.32155812
YGL209W,-0.32000345
YOR304W,-0.31775782
YIL033C,-0.31706685
YGL166W,-0.3168941
YKL043W,-0.31654862
YOR229W,-0.31620315
YGL173C,-0.31499395
YOR259C,-0.3051477
YLL034C,-0.30411124
YER068W,-0.3018656
YPL181W,-0.30152014
YCL066W,-0.30134737
YHR178W,-0.2980653
YCR040W,-0.29789254
YLR256W,-0.29668337
YOR117W,-0.2956469
YNL103W,-0.29461047
YDR397C,-0.29409224
YKL112W,-0.29081017
YIL056W,-0.2901192
