Gene,Correlation
YJR125C,0.4759099
YPR029C,0.452513
YMR237W,0.4459272
YGL095C,0.44367418
YFL005W,0.43639514
YLR330W,0.43327555
YGR261C,0.43171576
YBR080C,0.42218372
YDL226C,0.42149046
YKR014C,0.39757365
YLR396C,0.39601386
YMR183C,0.39532062
YGL233W,0.38942808
YLR170C,0.3878683
YKL135C,0.37954938
YNL264C,0.37902945
YBR164C,0.37816292
YJL029C,0.367591
YMR197C,0.36395147
YLR262C,0.33934143
YBR288C,0.33674178
YPL259C,0.32668978
YHR108W,0.31629115
YLR166C,0.3135182
YJL004C,0.3105719
YJL024C,0.30901214
YER008C,0.29428077
YBR160W,0.2932409
YOR089C,0.2896014
YDR372C,0.28197575
YAL030W,0.2779896
YLR148W,0.27365685
YLR309C,0.26291162
YLR114C,0.2623917
YLR380W,0.24211438
YDR027C,0.23414211
YOR299W,0.22963604
YJL204C,0.21975736
YPR055W,0.21577123
YOR327C,0.18440208
YPL195W,0.18370883
YJL099W,0.17902946
YOR106W,0.17590988
