Batch,Avg Loss,GO:0007005
0,72.60262966156006,72.60263061523438
100,66.77478510141373,66.77478790283203
200,60.966650903224945,60.966651916503906
300,57.530681848526,57.530677795410156
400,55.384634613990784,55.38462829589844
500,54.8757161796093,54.875709533691406
600,53.25567036867142,53.255672454833984
700,51.20055466890335,51.2005500793457
800,49.62076950073242,49.62077331542969
900,48.920564502477646,48.92056655883789
1000,48.95482850074768,48.954830169677734
1100,47.53474539518356,47.53474426269531
1200,45.93869066238403,45.938690185546875
1300,43.76381829380989,43.763816833496094
1400,43.95022135972977,43.950225830078125
1500,43.089325934648514,43.089324951171875
1600,43.96867424249649,43.96867370605469
1700,40.61027505993843,40.61027526855469
1800,40.092051059007645,40.0920524597168
1900,40.69332702457905,40.693328857421875
2000,38.72139701247215,38.721397399902344
2100,38.26516677439213,38.265167236328125
2200,37.81551955640316,37.815521240234375
2300,38.08896563947201,38.088966369628906
2400,37.79518987238407,37.795188903808594
2500,38.1729896068573,38.17298889160156
2600,36.63056406378746,36.63056564331055
2700,37.1464304625988,37.14643096923828
2800,36.146318688988686,36.14631652832031
2900,34.30452372133732,34.304527282714844
3000,36.71207635104656,36.712074279785156
3100,36.004830077290535,36.00483322143555
3200,35.538574904203415,35.53857421875
3300,34.58936069905758,34.58936309814453
3400,34.53486241400242,34.53486251831055
3500,34.2169403731823,34.21693801879883
3600,33.54420746862888,33.54420471191406
3700,32.3790897578001,32.379085540771484
3800,34.70865696668625,34.708656311035156
3900,33.25146396458149,33.251461029052734
4000,33.24660396575928,33.246604919433594
4100,34.020702570676804,34.02070236206055
4200,32.170374259352684,32.17037582397461
4300,33.5811872035265,33.5811882019043
4400,34.117117181420326,34.11711502075195
4500,31.345655173063278,31.345653533935547
4600,31.642303690314293,31.642305374145508
4700,32.64150060713291,32.641502380371094
4800,33.563224986195564,33.56322479248047
4900,31.840091034770012,31.840089797973633
5000,32.59883661568165,32.59883117675781
5100,31.490689620375633,31.490690231323242
5200,31.712096482515335,31.712095260620117
5300,32.32918432354927,32.329185485839844
5400,32.690204456448555,32.69020080566406
5500,31.34172709286213,31.34172821044922
5600,30.843360617756844,30.843358993530273
5700,33.0350221991539,33.0350227355957
5800,32.60413107275963,32.604129791259766
5900,30.565392777323723,30.565393447875977
6000,31.366073712706566,31.366073608398438
6100,32.51406320929527,32.514060974121094
6200,31.049076974391937,31.0490779876709
6300,31.288746640086174,31.288745880126953
6400,30.760590329766273,30.76059341430664
6500,31.356992229819298,31.356992721557617
6600,31.38234095275402,31.382339477539062
6700,31.171444043517113,31.171445846557617
6800,30.098763018846512,30.098764419555664
6900,31.62906949222088,31.629066467285156
7000,31.64112375676632,31.641122817993164
7100,30.451598070561886,30.451597213745117
7200,30.478013686835766,30.478012084960938
7300,30.254878237843513,30.2548770904541
7400,30.10430781543255,30.104307174682617
7500,29.710890524089336,29.710887908935547
7600,29.04183040559292,29.041831970214844
