Batch,Avg Loss,GO:0007005
0,72.55327105522156,72.55326843261719
100,66.48189330101013,66.48188781738281
200,60.161890387535095,60.16188430786133
300,57.18292674422264,57.18292999267578
400,54.02838510274887,54.028385162353516
500,53.406942158937454,53.406944274902344
600,50.225727528333664,50.22572326660156
700,49.20623782277107,49.206241607666016
800,47.83406284451485,47.834068298339844
900,46.56256601214409,46.562564849853516
1000,45.740601778030396,45.7406005859375
1100,45.53771808743477,45.5377197265625
1200,45.36740291118622,45.367401123046875
1300,43.69545739889145,43.695457458496094
1400,43.11767239868641,43.11767578125
1500,41.54473277926445,41.54473114013672
1600,41.514869555830956,41.514869689941406
1700,40.65239241719246,40.65239334106445
1800,39.81490179896355,39.81489944458008
1900,40.261165380477905,40.26116943359375
2000,37.64625769853592,37.64625549316406
2100,36.67241318523884,36.67241287231445
2200,36.24673171341419,36.246734619140625
2300,37.55088745057583,37.55088806152344
2400,36.3913421779871,36.39134216308594
2500,35.60573774576187,35.605735778808594
2600,36.33644787967205,36.336448669433594
2700,35.49740469455719,35.497406005859375
2800,34.760029047727585,34.76002502441406
2900,33.62054355442524,33.620548248291016
3000,34.554478496313095,34.554481506347656
3100,34.0907357186079,34.090736389160156
3200,34.07017970085144,34.0701789855957
3300,35.24361823499203,35.243614196777344
3400,34.37103188037872,34.371028900146484
3500,31.876333132386208,31.87633514404297
3600,31.631474420428276,31.6314754486084
3700,32.25173641741276,32.251731872558594
3800,32.99748048186302,32.99748229980469
3900,31.78963404893875,31.789634704589844
4000,31.320662051439285,31.320659637451172
4100,30.581463679671288,30.581466674804688
4200,31.823977530002594,31.823974609375
4300,31.319143310189247,31.319143295288086
4400,32.45127961039543,32.45127868652344
4500,30.429926738142967,30.4299259185791
4600,30.9112591445446,30.9112606048584
4700,30.64486700296402,30.644865036010742
4800,31.511525988578796,31.511526107788086
4900,29.94704180955887,29.947040557861328
5000,30.64138063788414,30.641382217407227
5100,31.936023518443108,31.936025619506836
5200,30.260105043649673,30.260103225708008
5300,29.71626503765583,29.716259002685547
5400,29.55333960056305,29.5533390045166
5500,28.65798830986023,28.657987594604492
5600,29.954816907644272,29.954818725585938
5700,29.492128893733025,29.49212646484375
5800,30.785384118556976,30.785383224487305
5900,29.71262750029564,29.712627410888672
6000,30.32661747932434,30.326618194580078
6100,28.83849138766527,28.838491439819336
6200,29.428491562604904,29.428489685058594
6300,30.633005410432816,30.633007049560547
6400,28.748958691954613,28.748960494995117
6500,29.141463667154312,29.141462326049805
6600,29.467481061816216,29.467483520507812
6700,29.579642474651337,29.57964324951172
6800,29.868526712059975,29.868528366088867
6900,29.147602081298828,29.147602081298828
7000,28.446611121296883,28.446611404418945
7100,27.782462887465954,27.78246307373047
7200,27.612742356956005,27.612743377685547
7300,28.208739772439003,28.208740234375
7400,28.387457817792892,28.3874568939209
7500,28.51394159346819,28.513940811157227
7600,29.327746234834194,29.327747344970703
7700,27.14091244339943,27.140913009643555
7800,30.09858176112175,30.09857940673828
7900,29.93444836139679,29.9344482421875
8000,28.79514853656292,28.795146942138672
8100,27.007759109139442,27.00775909423828
8200,28.89967294037342,28.899673461914062
8300,29.356085002422333,29.35608673095703
8400,28.211057655513287,28.211057662963867
8500,27.152557224035263,27.152559280395508
8600,27.206780582666397,27.2067813873291
8700,25.960223712027073,25.960222244262695
8800,27.59167067706585,27.5916690826416
8900,28.040973767638206,28.040971755981445
9000,28.308670081198215,28.308666229248047
9100,25.76885373145342,25.76885223388672
9200,28.423538476228714,28.423538208007812
9300,27.93562112748623,27.935619354248047
9400,28.275518782436848,28.27552032470703
9500,26.990258440375328,26.990259170532227
9600,27.748596966266632,27.748598098754883
9700,26.8803029358387,26.88030242919922
9800,26.652152597904205,26.65215301513672
9900,25.807317793369293,25.807321548461914
10000,26.092081151902676,26.092079162597656
10100,26.93618144094944,26.936182022094727
10200,25.715627625584602,25.715627670288086
10300,27.324003040790558,27.324003219604492
10400,26.780909679830074,26.78091049194336
10500,26.535621367394924,26.535619735717773
10600,25.376404136419296,25.37640380859375
10700,26.72473967075348,26.724740982055664
10800,27.81325252354145,27.813251495361328
10900,24.832817137241364,24.83281707763672
11000,26.01744031906128,26.017440795898438
11100,24.959946878254414,24.959949493408203
11200,27.036334715783596,27.036333084106445
11300,28.593715265393257,28.59371566772461
11400,26.666049107909203,26.666051864624023
11500,25.720597632229328,25.720598220825195
11600,27.583080761134624,27.583080291748047
11700,25.541280262172222,25.541278839111328
11800,26.088955275714397,26.08895492553711
11900,25.41669700294733,25.416698455810547
12000,28.1557434797287,28.155744552612305
12100,26.891941376030445,26.89194107055664
12200,25.63536625355482,25.635364532470703
12300,27.816308222711086,27.816308975219727
12400,26.631433427333832,26.631431579589844
12500,27.190679982304573,27.19068145751953
12600,24.247737497091293,24.247739791870117
12700,25.087783619761467,25.087783813476562
12800,25.50292920321226,25.5029296875
12900,26.988725759088993,26.988725662231445
13000,25.79268442094326,25.792686462402344
13100,25.837932590395212,25.837928771972656
13200,25.902903005480766,25.90290069580078
13300,26.431559652090073,26.431556701660156
13400,26.435124181210995,26.435121536254883
13500,24.597508303821087,24.597509384155273
13600,24.64372219145298,24.643720626831055
13700,24.058398857712746,24.058399200439453
13800,25.342448070645332,25.342449188232422
13900,26.32853654026985,26.328535079956055
14000,25.44451777637005,25.444517135620117
14100,26.245887108147144,26.245891571044922
14200,24.89394485205412,24.893943786621094
14300,24.863486491143703,24.863487243652344
14400,24.012722976505756,24.01272201538086
14500,26.19548738747835,26.195486068725586
14600,24.67878546565771,24.678787231445312
14700,25.139278195798397,25.1392765045166
14800,26.941398322582245,26.94139862060547
14900,25.797111503779888,25.79711151123047
15000,25.194064632058144,25.194067001342773
15100,25.505219399929047,25.505220413208008
15200,25.600211165845394,25.600210189819336
15300,25.04715459793806,25.047155380249023
15400,26.03482861816883,26.034826278686523
15500,25.773584209382534,25.773584365844727
15600,24.817827582359314,24.817827224731445
15700,25.731615960597992,25.731618881225586
15800,26.67820694297552,26.678207397460938
15900,26.89093106240034,26.890932083129883
16000,26.874811999499798,26.87481117248535
16100,24.984341003000736,24.98434066772461
16200,25.851432405412197,25.85143280029297
16300,25.51257060468197,25.512571334838867
16400,26.06919115036726,26.069189071655273
16500,25.51373279094696,25.51373291015625
16600,23.927511982619762,23.927513122558594
16700,24.715934075415134,24.71593475341797
16800,24.5245026871562,24.52450180053711
16900,24.17215983569622,24.172157287597656
17000,24.973567359149456,24.973569869995117
17100,26.471959449350834,26.47195816040039
17200,22.844702184200287,22.844701766967773
17300,25.28880112618208,25.288799285888672
17400,26.123750373721123,26.123750686645508
17500,26.384855315089226,26.38485336303711
17600,25.232861176133156,25.232858657836914
17700,25.147303737699986,25.147302627563477
17800,25.024278327822685,25.024280548095703
17900,25.87589241564274,25.875890731811523
18000,25.882571145892143,25.882570266723633
18100,24.73487164825201,24.73487091064453
18200,25.716819308698177,25.716821670532227
18300,26.532284796237946,26.532285690307617
18400,25.278892017900944,25.278892517089844
18500,26.074673421680927,26.074674606323242
18600,23.966747120022774,23.966747283935547
18700,24.483221903443336,24.48322296142578
18800,25.751144602894783,25.751142501831055
18900,25.54007599502802,25.540075302124023
19000,24.625870436429977,24.625869750976562
19100,25.188666112720966,25.18866729736328
19200,25.851749666035175,25.85175132751465
19300,24.665932051837444,24.665931701660156
19400,23.795877195894718,23.795879364013672
19500,25.411082796752453,25.411083221435547
19600,24.255414828658104,24.255414962768555
19700,26.16417596489191,26.16417694091797
19800,24.969135962426662,24.969135284423828
19900,24.902595810592175,24.902597427368164
20000,25.461505711078644,25.461503982543945
20100,25.14681578427553,25.14681625366211
20200,24.231357268989086,24.231355667114258
20300,24.473111644387245,24.473112106323242
