Gene A,Gene B,Label,Score,Precision,Recall,False Positive Rate
YPL019C,YBL078C,1,14.4052,1.0,0.0010000000474974513,0.0
YPL045W,YLR043C,1,12.994845,1.0,0.0020000000949949026,0.0
YIL048W,YNL015W,1,12.4830675,1.0,0.003000000026077032,0.0
YOR332W,YNR007C,1,12.182492,1.0,0.004000000189989805,0.0
YOR332W,YLR043C,1,11.607969,1.0,0.004999999888241291,0.0
YLR386W,YLR043C,1,11.519027,1.0,0.006000000052154064,0.0
YPL019C,YNL015W,1,10.934192,1.0,0.007000000216066837,0.0
YBR080C,YGR209C,1,10.857774,1.0,0.00800000037997961,0.0
YOR332W,YLR386W,1,10.718048,1.0,0.008999999612569809,0.0
YBR080C,YBL050W,1,10.650832,1.0,0.009999999776482582,0.0
YNR007C,YLR043C,1,10.514371,1.0,0.010999999940395355,0.0
YOR332W,YPL019C,1,10.219972,1.0,0.012000000104308128,0.0
YBR080C,YIL138C,1,10.056677,1.0,0.013000000268220901,0.0
YPL019C,YLR423C,1,9.825913,1.0,0.014000000432133675,0.0
YOR332W,YIL041W,1,9.797976,1.0,0.014999999664723873,0.0
YOR332W,YBL050W,1,9.735817,1.0,0.01600000075995922,0.0
YPL045W,YNL015W,1,9.494619,1.0,0.017000000923871994,0.0
YGR254W,YHR174W,1,9.473905,1.0,0.017999999225139618,0.0
YGL212W,YIL138C,1,9.464293,1.0,0.01899999938905239,0.0
YLR396C,YIL041W,1,9.263325,1.0,0.019999999552965164,0.0
YEL013W,YHR174W,1,9.261418,1.0,0.020999999716877937,0.0
YNR007C,YML001W,1,9.260388,1.0,0.02199999988079071,0.0
YIL048W,YBL078C,1,9.23338,1.0,0.023000000044703484,0.0
YOR332W,YPR049C,1,9.205955,1.0,0.024000000208616257,0.0
YNR007C,YHR174W,1,9.181818,1.0,0.02500000037252903,0.0
YNL326C,YLR043C,1,9.161584,1.0,0.026000000536441803,0.0
YIL048W,YNL242W,1,9.131706,1.0,0.027000000700354576,0.0
YNR007C,YFL039C,1,9.087153,1.0,0.02800000086426735,0.0
YPL045W,YPR049C,1,9.044905,1.0,0.028999999165534973,0.0
YGR020C,YMR302C,0,8.987081,0.9666666388511658,0.028999999165534973,9.999999747378752e-05
YPL045W,YDL077C,1,8.983535,0.9677419066429138,0.029999999329447746,9.999999747378752e-05
YOR332W,YGR209C,1,8.972823,0.96875,0.03099999949336052,9.999999747378752e-05
YPL045W,YLR431C,1,8.971904,0.9696969985961914,0.03200000151991844,9.999999747378752e-05
YEL013W,YLR043C,1,8.969451,0.970588207244873,0.032999999821186066,9.999999747378752e-05
YGR254W,YMR231W,1,8.96201,0.9714285731315613,0.03400000184774399,9.999999747378752e-05
YLR396C,YBL050W,1,8.922827,0.9722222089767456,0.03500000014901161,9.999999747378752e-05
YLR396C,YML001W,1,8.909877,0.9729729890823364,0.035999998450279236,9.999999747378752e-05
YGL095C,YIL138C,1,8.884184,0.9736841917037964,0.03700000047683716,9.999999747378752e-05
YPL045W,YMR231W,1,8.858863,0.9743589758872986,0.03799999877810478,9.999999747378752e-05
YBR105C,YHR174W,1,8.853467,0.9750000238418579,0.039000000804662704,9.999999747378752e-05
YML001W,YIL138C,1,8.801234,0.9756097793579102,0.03999999910593033,9.999999747378752e-05
YDR080W,YHR039C-A,1,8.770178,0.976190447807312,0.04100000113248825,9.999999747378752e-05
YGL095C,YNL223W,1,8.657617,0.9767441749572754,0.041999999433755875,9.999999747378752e-05
YOR332W,YNL079C,1,8.639106,0.9772727489471436,0.0430000014603138,9.999999747378752e-05
YGL095C,YLR423C,1,8.560667,0.9777777791023254,0.04399999976158142,9.999999747378752e-05
YPL019C,YNL223W,1,8.548995,0.97826087474823,0.04500000178813934,9.999999747378752e-05
YBR080C,YBL078C,1,8.532314,0.978723406791687,0.04600000008940697,9.999999747378752e-05
YGL095C,YFL004W,1,8.501499,0.9791666865348816,0.04699999839067459,9.999999747378752e-05
YHR174W,YLR423C,1,8.481444,0.9795918464660645,0.04800000041723251,9.999999747378752e-05
YHR138C,YBR105C,1,8.4541645,0.9800000190734863,0.04899999871850014,9.999999747378752e-05
YLR396C,YGR254W,1,8.437469,0.9803921580314636,0.05000000074505806,9.999999747378752e-05
YOR332W,YFL004W,1,8.429563,0.9807692170143127,0.050999999046325684,9.999999747378752e-05
YEL013W,YBL078C,1,8.400067,0.9811320900917053,0.052000001072883606,9.999999747378752e-05
YDR495C,YOR326W,1,8.379832,0.9814814925193787,0.05299999937415123,9.999999747378752e-05
YOR332W,YBR105C,1,8.296414,0.9818181991577148,0.05400000140070915,9.999999747378752e-05
YGL180W,YIL138C,1,8.289731,0.9821428656578064,0.054999999701976776,9.999999747378752e-05
YKL165C,YLL039C,0,8.281176,0.9649122953414917,0.054999999701976776,0.00019999999494757503
YGL180W,YOR326W,1,8.228803,0.9655172228813171,0.0560000017285347,0.00019999999494757503
YGL095C,YLR043C,1,8.218889,0.9661017060279846,0.05700000002980232,0.00019999999494757503
YBR080C,YGL212W,1,8.214991,0.9666666388511658,0.057999998331069946,0.00019999999494757503
YMR231W,YNL223W,1,8.188658,0.9672130942344666,0.05900000035762787,0.00019999999494757503
YER072W,YBL078C,1,8.094222,0.9677419066429138,0.05999999865889549,0.00019999999494757503
YMR011W,YLL041C,0,8.028805,0.9523809552192688,0.05999999865889549,0.0003000000142492354
YBL078C,YNL079C,1,8.02789,0.953125,0.061000000685453415,0.0003000000142492354
YOR332W,YLR093C,1,7.96742,0.9538461565971375,0.06199999898672104,0.0003000000142492354
YGL212W,YNL079C,1,7.9458184,0.9545454382896423,0.06300000101327896,0.0003000000142492354
YPL045W,YIL138C,1,7.931045,0.9552238583564758,0.06400000303983688,0.0003000000142492354
YGL180W,YML001W,1,7.916929,0.9558823704719543,0.06499999761581421,0.0003000000142492354
YHR136C,YNL015W,0,7.9005723,0.9420289993286133,0.06499999761581421,0.00039999998989515007
YHR039C-A,YDR229W,1,7.8778453,0.9428571462631226,0.06599999964237213,0.00039999998989515007
YDR229W,YCL063W,1,7.8027716,0.9436619877815247,0.06700000166893005,0.00039999998989515007
YGL095C,YNL079C,1,7.77616,0.9444444179534912,0.06800000369548798,0.00039999998989515007
YEL013W,YLR423C,1,7.741443,0.9452054500579834,0.0689999982714653,0.00039999998989515007
YKL103C,YDR378C,0,7.739918,0.9324324131011963,0.0689999982714653,0.0005000000237487257
YMR297W,YIL133C,0,7.728949,0.9200000166893005,0.0689999982714653,0.0006000000284984708
YOR332W,YGL212W,1,7.723739,0.9210526347160339,0.07000000029802322,0.0006000000284984708
YNL079C,YFL004W,1,7.7094827,0.9220778942108154,0.07100000232458115,0.0006000000284984708
YGL095C,YFL039C,1,7.6766005,0.9230769276618958,0.07199999690055847,0.0006000000284984708
YDL008W,YER175C,0,7.6573124,0.9113923907279968,0.07199999690055847,0.000699999975040555
YBR080C,YFL039C,1,7.650867,0.9125000238418579,0.0729999989271164,0.000699999975040555
YFL004W,YLR043C,1,7.6272607,0.9135802388191223,0.07400000095367432,0.000699999975040555
YNL326C,YNL015W,1,7.608277,0.9146341681480408,0.07500000298023224,0.000699999975040555
YOR332W,YCL063W,1,7.5823617,0.9156626462936401,0.07599999755620956,0.000699999975040555
YOR332W,YML001W,1,7.5750213,0.9166666865348816,0.07699999958276749,0.000699999975040555
YDR080W,YOR326W,1,7.574212,0.9176470637321472,0.07800000160932541,0.000699999975040555
YOR332W,YPL045W,1,7.5595484,0.9186046719551086,0.07900000363588333,0.000699999975040555
YGL180W,YLR396C,1,7.55269,0.9195402264595032,0.07999999821186066,0.000699999975040555
YFL039C,YGR209C,1,7.537412,0.9204545617103577,0.08100000023841858,0.000699999975040555
YIL041W,YLR043C,1,7.5010986,0.9213483333587646,0.0820000022649765,0.000699999975040555
YLR396C,YMR231W,1,7.496034,0.9222221970558167,0.08299999684095383,0.000699999975040555
YNL079C,YNL223W,1,7.490238,0.9230769276618958,0.08399999886751175,0.000699999975040555
YGL212W,YFL039C,1,7.465732,0.9239130616188049,0.08500000089406967,0.000699999975040555
YLR396C,YNL242W,1,7.446229,0.9247311949729919,0.0860000029206276,0.000699999975040555
YJL123C,YJR161C,0,7.4239316,0.914893627166748,0.0860000029206276,0.0007999999797903001
YOR332W,YGR254W,1,7.4231424,0.9157894849777222,0.08699999749660492,0.0007999999797903001
YNL079C,YLR431C,1,7.41627,0.9166666865348816,0.08799999952316284,0.0007999999797903001
YPL019C,YIL138C,1,7.3936934,0.9175257682800293,0.08900000154972076,0.0007999999797903001
YML001W,YNL223W,1,7.3736176,0.918367326259613,0.09000000357627869,0.0007999999797903001
YBL050W,YGL095C,1,7.3680797,0.9191918969154358,0.09099999815225601,0.0007999999797903001
YGR254W,YGL095C,1,7.3470902,0.9200000166893005,0.09200000017881393,0.0007999999797903001
YBR288C,YLR233C,0,7.336861,0.9108911156654358,0.09200000017881393,0.0008999999845400453
YPL154C,YHR074W,0,7.32645,0.9019607901573181,0.09200000017881393,0.0010000000474974513
YEL013W,YPR049C,1,7.3019004,0.9029126167297363,0.09300000220537186,0.0010000000474974513
YBR080C,YMR231W,1,7.294514,0.9038461446762085,0.09399999678134918,0.0010000000474974513
YLR148W,YNR007C,1,7.2838063,0.9047619104385376,0.0949999988079071,0.0010000000474974513
YNL326C,YHR138C,1,7.2795897,0.9056603908538818,0.09600000083446503,0.0010000000474974513
YGL180W,YFL039C,1,7.2571588,0.9065420627593994,0.09700000286102295,0.0010000000474974513
YIL048W,YBR080C,1,7.242314,0.9074074029922485,0.09799999743700027,0.0010000000474974513
YGR209C,YLR043C,1,7.226561,0.9082568883895874,0.0989999994635582,0.0010000000474974513
YEL013W,YGR209C,1,7.2211003,0.9090909361839294,0.10000000149011612,0.0010000000474974513
YOR332W,YER072W,1,7.2167172,0.9099099040031433,0.10100000351667404,0.0010000000474974513
YPL045W,YFL039C,1,7.2120385,0.9107142686843872,0.10199999809265137,0.0010000000474974513
