Used 2009 Datasets
Initialized Expression Datasets
Intersection: 0
Initialized training and validation data
Initialized Network
Used Cross Entropy Loss Function
./Yeast Resources/Pairwise/Spell/Batch_SmallStruct/Original_x_b_113x200x53_lr0.01_batch1_Train_/
./Yeast Resources/Pairwise/Spell/Batch_SmallStruct/Original_x_b_113x200x53_lr0.01_batch1_Test_/
100 Batch Cumulative Loss: 387.3181343078613
Time for 100 Batches: 0.0015055259068806966
100 Batch Cumulative Loss: 426.3553972542286
Time for 100 Batches: 0.01914441188176473
100 Batch Cumulative Loss: 481.3013224567694
Time for 100 Batches: 0.019626355171203612
100 Batch Cumulative Loss: 458.5872991681099
Time for 100 Batches: 0.018785262107849122
100 Batch Cumulative Loss: 462.28492899239063
Time for 100 Batches: 0.020023628075917562
100 Batch Cumulative Loss: 492.880872130394
Time for 100 Batches: 0.019932484626770018
100 Batch Cumulative Loss: 567.7369932830334
Time for 100 Batches: 0.019275208314259846
100 Batch Cumulative Loss: 554.3301939776284
Time for 100 Batches: 0.01945792039235433
100 Batch Cumulative Loss: 619.2226004600525
Time for 100 Batches: 0.01981579860051473
100 Batch Cumulative Loss: 690.363512199372
Time for 100 Batches: 0.019963490962982177
100 Batch Cumulative Loss: 609.885023435927
Time for 100 Batches: 0.019081791241963703
100 Batch Cumulative Loss: 546.304932997562
Time for 100 Batches: 0.019738308588663735
100 Batch Cumulative Loss: 530.9794180095196
Time for 100 Batches: 0.019484933217366537
100 Batch Cumulative Loss: 555.2612812416628
Time for 100 Batches: 0.020575098196665444
100 Batch Cumulative Loss: 557.1982073094259
Time for 100 Batches: 0.020022769769032795
100 Batch Cumulative Loss: 519.0238612573594
Time for 100 Batches: 0.02004247506459554
100 Batch Cumulative Loss: 502.3653366565701
Time for 100 Batches: 0.019463733832041422
100 Batch Cumulative Loss: 470.78759545087814
Time for 100 Batches: 0.019188117980957032
100 Batch Cumulative Loss: 498.6802431344986
Time for 100 Batches: 0.019464492797851562
100 Batch Cumulative Loss: 549.7690756917
Time for 100 Batches: 0.019947580496470132
100 Batch Cumulative Loss: 482.8256233483553
Time for 100 Batches: 0.01936345100402832
100 Batch Cumulative Loss: 432.1813745945692
Time for 100 Batches: 0.01945475737253825
100 Batch Cumulative Loss: 470.6091618835926
Time for 100 Batches: 0.018472198645273843
100 Batch Cumulative Loss: 504.4269308261505
Time for 100 Batches: 0.019244356950124105
100 Batch Cumulative Loss: 592.6803700327873
Time for 100 Batches: 0.01883485714594523
100 Batch Cumulative Loss: 477.6892562243156
Time for 100 Batches: 0.01956806182861328
100 Batch Cumulative Loss: 507.27295184135437
Time for 100 Batches: 0.01960070530573527
100 Batch Cumulative Loss: 778.2294610738754
Time for 100 Batches: 0.020440351963043214
100 Batch Cumulative Loss: 587.3990118205547
Time for 100 Batches: 0.019343908627827963
100 Batch Cumulative Loss: 625.6040129065514
Time for 100 Batches: 0.019289231300354003
100 Batch Cumulative Loss: 714.9048368874937
Time for 100 Batches: 0.018655717372894287
100 Batch Cumulative Loss: 653.8810722674243
Time for 100 Batches: 0.020999797185262046
100 Batch Cumulative Loss: 539.3172682523727
Time for 100 Batches: 0.02015980879465739
100 Batch Cumulative Loss: 502.4108247682452
Time for 100 Batches: 0.019836906592051187
100 Batch Cumulative Loss: 546.6722083762725
Time for 100 Batches: 0.02022256056467692
100 Batch Cumulative Loss: 472.34092141361907
Time for 100 Batches: 0.019603808720906574
100 Batch Cumulative Loss: 462.6709751412269
Time for 100 Batches: 0.019075230757395426
100 Batch Cumulative Loss: 536.575595909213
Time for 100 Batches: 0.019233496983846028
100 Batch Cumulative Loss: 490.494420020852
Time for 100 Batches: 0.019284542401631674
100 Batch Cumulative Loss: 454.9810723513365
Time for 100 Batches: 0.01956553856531779
100 Batch Cumulative Loss: 525.3664700559457
Time for 100 Batches: 0.018564299742380778
100 Batch Cumulative Loss: 489.39554797526216
Time for 100 Batches: 0.02003275156021118
100 Batch Cumulative Loss: 538.4455088041723
Time for 100 Batches: 0.01877164045969645
100 Batch Cumulative Loss: 481.15993672050536
Time for 100 Batches: 0.018779754638671875
100 Batch Cumulative Loss: 433.9646583404391
Time for 100 Batches: 0.019867320855458576
100 Batch Cumulative Loss: 441.326592923142
Time for 100 Batches: 0.020136304696400962
100 Batch Cumulative Loss: 474.5653288583271
Time for 100 Batches: 0.0194832444190979
100 Batch Cumulative Loss: 469.8075955510136
Time for 100 Batches: 0.019394854704538982
100 Batch Cumulative Loss: 425.8974570557266
Time for 100 Batches: 0.01978505849838257
100 Batch Cumulative Loss: 468.4436472229427
Time for 100 Batches: 0.02035870949427287
100 Batch Cumulative Loss: 484.25131356716156
Time for 100 Batches: 0.019404081503550212
100 Batch Cumulative Loss: 498.9760146191693
Time for 100 Batches: 0.020588831106821696
100 Batch Cumulative Loss: 541.619963020085
Time for 100 Batches: 0.01906552314758301
100 Batch Cumulative Loss: 520.4559140726924
Time for 100 Batches: 0.019689317544301352
100 Batch Cumulative Loss: 495.3863710186415
Time for 100 Batches: 0.018791345755259196
100 Batch Cumulative Loss: 433.9691177604327
Time for 100 Batches: 0.020330508550008137
100 Batch Cumulative Loss: 468.4878935775632
Time for 100 Batches: 0.020847328503926597
100 Batch Cumulative Loss: 469.3534531593323
Time for 100 Batches: 0.019727754592895507
100 Batch Cumulative Loss: 464.7455418109894
Time for 100 Batches: 0.019722541173299152
100 Batch Cumulative Loss: 473.95170753030106
Time for 100 Batches: 0.01859187682469686
100 Batch Cumulative Loss: 474.21609463595087
Time for 100 Batches: 0.019063921769460042
100 Batch Cumulative Loss: 517.5868280485738
Time for 100 Batches: 0.019930541515350342
100 Batch Cumulative Loss: 472.43655602633953
Time for 100 Batches: 0.018589178721110027
100 Batch Cumulative Loss: 470.08631694316864
Time for 100 Batches: 0.01976677179336548
100 Batch Cumulative Loss: 444.0037083942443
Time for 100 Batches: 0.0192984143892924
100 Batch Cumulative Loss: 599.2453486919403
Time for 100 Batches: 0.019891194502512612
100 Batch Cumulative Loss: 483.3683490753174
Time for 100 Batches: 0.02018030087153117
100 Batch Cumulative Loss: 411.74364747852087
Time for 100 Batches: 0.01947888930638631
100 Batch Cumulative Loss: 415.1169963479042
Time for 100 Batches: 0.01915584405263265
100 Batch Cumulative Loss: 495.6645568907261
Time for 100 Batches: 0.020149389902750652
100 Batch Cumulative Loss: 494.068908393383
Time for 100 Batches: 0.018563354015350343
100 Batch Cumulative Loss: 435.40108570083976
Time for 100 Batches: 0.019737430413564048
100 Batch Cumulative Loss: 394.0585318851516
Time for 100 Batches: 0.01852757533391317
100 Batch Cumulative Loss: 539.5587394237518
Time for 100 Batches: 0.020499277114868163
100 Batch Cumulative Loss: 481.63025438785553
Time for 100 Batches: 0.019866077105204265
100 Batch Cumulative Loss: 490.59878600016236
Time for 100 Batches: 0.019628620147705077
100 Batch Cumulative Loss: 486.8419183586084
Time for 100 Batches: 0.01894166866938273
100 Batch Cumulative Loss: 495.16437259316444
Time for 100 Batches: 0.019858682155609132
100 Batch Cumulative Loss: 440.30579817294733
Time for 100 Batches: 0.01893218755722046
100 Batch Cumulative Loss: 403.5413410086185
Time for 100 Batches: 0.01958575248718262
100 Batch Cumulative Loss: 470.6972993016243
Time for 100 Batches: 0.019113945960998534
100 Batch Cumulative Loss: 467.4185559749603
Time for 100 Batches: 0.019792636235555012
100 Batch Cumulative Loss: 435.99049986246973
Time for 100 Batches: 0.019357760747273762
100 Batch Cumulative Loss: 465.7694102968089
Time for 100 Batches: 0.01926278273264567
