Used 2009 Datasets
Initialized Expression Datasets
Initialized training and validation data
Initialized Network
Used Cross Entropy Loss Function
./Yeast Resources/Pairwise/Spell/CE_RandomLabels/Original_x_b_113x25000x53_lr0.01_batch50_Train_/
./Yeast Resources/Pairwise/Spell/CE_RandomLabels/Original_x_b_113x25000x53_lr0.01_batch50_Test_/
100 Batch Cumulative Loss: 444.69308853149414
Time for 100 Batches: 0.005117138226826985
100 Batch Cumulative Loss: 795.9285888671875
Time for 100 Batches: 0.3806235829989115
100 Batch Cumulative Loss: 789.3798432350159
Time for 100 Batches: 0.382843554019928
100 Batch Cumulative Loss: 766.2441191673279
Time for 100 Batches: 0.37845651706059774
100 Batch Cumulative Loss: 664.279426574707
Time for 100 Batches: 0.3813520391782125
100 Batch Cumulative Loss: 621.5578665733337
Time for 100 Batches: 0.383619491259257
100 Batch Cumulative Loss: 615.8551788330078
Time for 100 Batches: 0.3796852231025696
100 Batch Cumulative Loss: 596.2171020507812
Time for 100 Batches: 0.3846630056699117
100 Batch Cumulative Loss: 562.5505347251892
Time for 100 Batches: 0.38309943278630576
100 Batch Cumulative Loss: 566.9865989685059
Time for 100 Batches: 0.3812717358271281
100 Batch Cumulative Loss: 533.9906449317932
Time for 100 Batches: 0.38415157397588096
100 Batch Cumulative Loss: 529.4035019874573
Time for 100 Batches: 0.3852948069572449
100 Batch Cumulative Loss: 539.9725284576416
Time for 100 Batches: 0.38350403706232705
100 Batch Cumulative Loss: 519.5354027748108
Time for 100 Batches: 0.38531171083450316
100 Batch Cumulative Loss: 523.8452215194702
Time for 100 Batches: 0.37701858282089235
100 Batch Cumulative Loss: 507.6587977409363
Time for 100 Batches: 0.3797269900639852
100 Batch Cumulative Loss: 504.40730905532837
Time for 100 Batches: 0.3814787348111471
100 Batch Cumulative Loss: 494.18490266799927
Time for 100 Batches: 0.3815061887105306
100 Batch Cumulative Loss: 495.53594040870667
Time for 100 Batches: 0.380411700407664
100 Batch Cumulative Loss: 491.3067898750305
Time for 100 Batches: 0.3846075375874837
100 Batch Cumulative Loss: 486.36612033843994
Time for 100 Batches: 0.379682719707489
100 Batch Cumulative Loss: 474.1370086669922
Time for 100 Batches: 0.3854852875073751
100 Batch Cumulative Loss: 476.0096826553345
Time for 100 Batches: 0.3816852569580078
100 Batch Cumulative Loss: 473.1529414653778
Time for 100 Batches: 0.3809298674265544
100 Batch Cumulative Loss: 477.9484577178955
Time for 100 Batches: 0.3863936940828959
100 Batch Cumulative Loss: 474.57695031166077
Time for 100 Batches: 0.3782536705334981
100 Batch Cumulative Loss: 472.7936005592346
Time for 100 Batches: 0.38403379122416176
100 Batch Cumulative Loss: 462.7892074584961
Time for 100 Batches: 0.3826860109965006
100 Batch Cumulative Loss: 460.298552274704
Time for 100 Batches: 0.377625314394633
100 Batch Cumulative Loss: 460.719664812088
Time for 100 Batches: 0.3823465903600057
100 Batch Cumulative Loss: 454.547660112381
Time for 100 Batches: 0.3820627689361572
100 Batch Cumulative Loss: 448.1349356174469
Time for 100 Batches: 0.3889011184374491
100 Batch Cumulative Loss: 448.73813343048096
Time for 100 Batches: 0.38262554407119753
100 Batch Cumulative Loss: 453.83970952033997
Time for 100 Batches: 0.3811420718828837
100 Batch Cumulative Loss: 449.2408654689789
Time for 100 Batches: 0.3791897137959798
100 Batch Cumulative Loss: 446.36122703552246
Time for 100 Batches: 0.38031728665033976
100 Batch Cumulative Loss: 451.3652753829956
Time for 100 Batches: 0.377338707447052
100 Batch Cumulative Loss: 443.2598702907562
Time for 100 Batches: 0.38277236223220823
100 Batch Cumulative Loss: 436.934289932251
Time for 100 Batches: 0.37976297934850056
100 Batch Cumulative Loss: 437.9027097225189
Time for 100 Batches: 0.37987014452616374
100 Batch Cumulative Loss: 434.4363899230957
Time for 100 Batches: 0.3823338945706685
100 Batch Cumulative Loss: 437.96726059913635
Time for 100 Batches: 0.38338463306427
100 Batch Cumulative Loss: 450.36643290519714
Time for 100 Batches: 0.37738019625345864
100 Batch Cumulative Loss: 436.25869250297546
Time for 100 Batches: 0.38625621795654297
100 Batch Cumulative Loss: 432.1108605861664
Time for 100 Batches: 0.3793824036916097
100 Batch Cumulative Loss: 433.6259891986847
Time for 100 Batches: 0.3860016425450643
100 Batch Cumulative Loss: 435.7772250175476
Time for 100 Batches: 0.37970899740854896
100 Batch Cumulative Loss: 430.16434836387634
Time for 100 Batches: 0.3838255723317464
100 Batch Cumulative Loss: 435.60371947288513
Time for 100 Batches: 0.38283194303512574
100 Batch Cumulative Loss: 429.20899391174316
Time for 100 Batches: 0.3866339365641276
100 Batch Cumulative Loss: 429.37262201309204
Time for 100 Batches: 0.384648593266805
100 Batch Cumulative Loss: 424.9087669849396
Time for 100 Batches: 0.3783430258433024
100 Batch Cumulative Loss: 429.1635673046112
Time for 100 Batches: 0.3767654259999593
100 Batch Cumulative Loss: 423.3242928981781
Time for 100 Batches: 0.38387082815170287
100 Batch Cumulative Loss: 421.77591586112976
Time for 100 Batches: 0.38735727469126385
100 Batch Cumulative Loss: 422.02240324020386
Time for 100 Batches: 0.38280882835388186
100 Batch Cumulative Loss: 418.51280522346497
Time for 100 Batches: 0.38387903769810994
100 Batch Cumulative Loss: 427.0542550086975
Time for 100 Batches: 0.3799201806386312
100 Batch Cumulative Loss: 427.3481924533844
Time for 100 Batches: 0.3838483969370524
100 Batch Cumulative Loss: 422.3496038913727
Time for 100 Batches: 0.3812900980313619
100 Batch Cumulative Loss: 422.24457001686096
Time for 100 Batches: 0.38679916858673097
100 Batch Cumulative Loss: 418.11760663986206
Time for 100 Batches: 0.38268502950668337
100 Batch Cumulative Loss: 420.6691372394562
Time for 100 Batches: 0.38056378761927284
100 Batch Cumulative Loss: 421.39394426345825
Time for 100 Batches: 0.38304893573125204
100 Batch Cumulative Loss: 420.7865560054779
Time for 100 Batches: 0.3824139992396037
100 Batch Cumulative Loss: 417.60650610923767
Time for 100 Batches: 0.3856267690658569
100 Batch Cumulative Loss: 420.3198981285095
Time for 100 Batches: 0.37987984816233317
100 Batch Cumulative Loss: 417.8460078239441
Time for 100 Batches: 0.3855467955271403
100 Batch Cumulative Loss: 417.00592851638794
Time for 100 Batches: 0.3814541141192118
100 Batch Cumulative Loss: 412.06446719169617
Time for 100 Batches: 0.37720972299575806
100 Batch Cumulative Loss: 415.94345116615295
Time for 100 Batches: 0.3762325723965963
100 Batch Cumulative Loss: 410.69909286499023
Time for 100 Batches: 0.37969486316045126
100 Batch Cumulative Loss: 411.57128953933716
Time for 100 Batches: 0.38460536003112794
100 Batch Cumulative Loss: 416.1083445549011
Time for 100 Batches: 0.37852135101954143
100 Batch Cumulative Loss: 406.29604482650757
Time for 100 Batches: 0.3842764735221863
100 Batch Cumulative Loss: 408.57268500328064
Time for 100 Batches: 0.3843066493670146
100 Batch Cumulative Loss: 410.2368485927582
Time for 100 Batches: 0.38641764720280963
100 Batch Cumulative Loss: 410.5450932979584
Time for 100 Batches: 0.3850177447001139
100 Batch Cumulative Loss: 408.1940875053406
Time for 100 Batches: 0.3752581119537354
100 Batch Cumulative Loss: 409.94901990890503
Time for 100 Batches: 0.38226067225138344
100 Batch Cumulative Loss: 408.84178042411804
Time for 100 Batches: 0.3821155587832133
100 Batch Cumulative Loss: 410.00549936294556
Time for 100 Batches: 0.383985956509908
100 Batch Cumulative Loss: 407.8786211013794
Time for 100 Batches: 0.3920043508211772
100 Batch Cumulative Loss: 403.4362540245056
Time for 100 Batches: 0.3833709756533305
100 Batch Cumulative Loss: 408.1612660884857
