Gene A,Gene B,Score
YMR126C,YMR012W,0.00943848304450512
YMR126C,YHR083W,0.15288572013378143
YMR126C,YJL062W-A,0.524887204170227
YMR126C,YDR379C-A,0.44785428047180176
YMR126C,YPL215W,0.740011990070343
YMR126C,YLL042C,0.7217868566513062
YMR126C,YML058W,0.009239212609827518
YMR126C,YNL223W,0.0608481802046299
YMR126C,YOR045W,0.29152026772499084
YMR126C,YJR120W,0.29066696763038635
YMR126C,YNL121C,0.29904162883758545
YMR126C,YBR037C,0.10251782834529877
YMR126C,YAL048C,0.5624595284461975
YMR126C,YLR050C,0.2589412331581116
YMR126C,YIR024C,0.19764073193073273
YMR126C,YOR043W,0.9723377823829651
YMR126C,YDR375C,0.9925827980041504
YMR126C,YER017C,0.1925077885389328
YMR126C,YKL195W,0.6578827500343323
YMR126C,YOL009C,0.2343471497297287
YMR126C,YAL015C,0.8381381630897522
YMR126C,YDR079W,0.43032556772232056
YMR126C,YLR099W-A,0.4344087839126587
YMR126C,YLR091W,0.5470450520515442
YMR126C,YOR232W,0.2563847303390503
YMR126C,YMR203W,0.4411003291606903
YMR126C,YKR042W,0.2665899693965912
YMR126C,YIL146C,0.9811275005340576
YMR126C,YNL315C,0.9709897637367249
YMR126C,YER153C,0.0369463749229908
YMR126C,YOR124C,0.036387816071510315
YMR126C,YNR017W,0.026423458009958267
YMR126C,YEL059C-A,0.0031901742331683636
YMR126C,YLR295C,0.06799852102994919
YMR126C,YOL026C,0.04411407932639122
YMR126C,YNL138W,0.001465412089601159
YMR126C,YGR178C,0.017422685399651527
YMR126C,YGL219C,0.5339593291282654
YMR126C,YKL137W,0.14325734972953796
YMR126C,YIL138C,0.0012112100375816226
YMR126C,YEL030W,0.2822641134262085
YMR126C,YIL062C,0.1775752753019333
YMR126C,YDR529C,0.5733956098556519
YMR126C,YHR005C-A,0.9189032316207886
YMR126C,YDL107W,0.024193648248910904
YMR126C,YPL100W,0.0028780580032616854
YMR126C,YGR033C,0.36816614866256714
YMR126C,YKR087C,0.18945975601673126
YMR126C,YGL020C,6.104947715357412e-06
YMR126C,YGR101W,0.9160470366477966
YMR126C,YDR296W,0.4371737837791443
YMR126C,YML091C,0.07034754008054733
YMR126C,YNL328C,0.001100872061215341
YMR126C,YOR326W,0.08500401675701141
YMR126C,YJR135W-A,0.9197881817817688
YMR126C,YKL166C,0.004196034744381905
YMR126C,YLR090W,0.7992633581161499
YMR126C,YLR038C,0.09630275517702103
YMR126C,YER083C,0.1464066207408905
YMR126C,YIL157C,0.009300079196691513
YMR126C,YGL191W,0.3718627095222473
YMR126C,YBR163W,0.014429396018385887
YMR126C,YFR004W,0.8485509753227234
YMR126C,YDL069C,0.8334020376205444
YMR126C,YPL149W,0.45797213912010193
YMR126C,YLR355C,0.0015556634170934558
YMR126C,YJL197W,0.1457105427980423
YMR126C,YPL099C,0.874673068523407
YMR126C,YJR045C,0.9572727680206299
YMR126C,YPL218W,0.10364977270364761
YMR126C,YDL198C,0.3746807873249054
YMR126C,YLR168C,0.0014223040780052543
YMR126C,YHR117W,0.0343361496925354
YMR126C,YLR259C,0.07006102800369263
YMR126C,YER154W,0.35434690117836
YMR126C,YBL059C-A,0.6461285352706909
YMR126C,YHR171W,0.26694753766059875
YMR126C,YNL295W,0.26062527298927307
YMR126C,YGR174C,0.011213541030883789
YMR126C,YKL134C,0.8671085834503174
YMR126C,YDR470C,0.9345988631248474
YMR126C,YBR044C,0.06659091264009476
YMR126C,YDL029W,0.019439924508333206
YMR126C,YGR144W,0.08511047810316086
YMR126C,YDR022C,0.04726047068834305
YMR126C,YKR065C,0.5729605555534363
YMR126C,YMR257C,0.18337780237197876
YMR126C,YJR034W,0.1452355980873108
YMR126C,YBR024W,0.28281110525131226
YMR126C,YLR190W,0.6234536170959473
YMR126C,YOL076W,0.000699564756359905
YMR126C,YLR067C,0.025093311443924904
YMR126C,YCR079W,0.09898285567760468
YMR126C,YPL240C,0.012889046221971512
YMR126C,YGR112W,0.771125316619873
YMR126C,YJL003W,0.4875118136405945
YMR126C,YAL008W,0.0019466681405901909
YMR126C,YBL017C,0.014615952037274837
YMR126C,YLL040C,0.0006627808324992657
YMR126C,YNL169C,0.13486796617507935
YMR126C,YKL084W,0.012648813426494598
YMR126C,YPR125W,0.004944315180182457
YMR126C,YGR231C,0.32235974073410034
YMR126C,YHR031C,0.0013788240030407906
YMR126C,YAL005C,0.07804933935403824
YMR126C,YGR132C,0.03200182691216469
YMR126C,YBR091C,0.027005629613995552
YMR126C,YDR381C-A,0.8372998237609863
YMR126C,YDL217C,0.7902646064758301
YMR126C,YPR140W,0.8691930174827576
YMR126C,YBR179C,0.9707541465759277
YMR126C,YOR297C,0.013772391714155674
YMR126C,YDR150W,0.9415382742881775
YMR126C,YHL021C,0.007428636308759451
YMR126C,YML030W,0.7003929615020752
YMR126C,YOL095C,0.41796883940696716
YMR126C,YLR163C,0.9800020456314087
YMR126C,YCR028C-A,0.7800934910774231
YMR126C,YBR217W,0.10979004949331284
YMR126C,YMR060C,0.8930714726448059
YMR126C,YLR422W,0.8320072293281555
YMR126C,YNL026W,0.4059044420719147
YMR126C,YLR059C,0.04767248034477234
YMR126C,YNL100W,0.15699277818202972
YMR126C,YFL016C,0.06565320491790771
YMR126C,YDL059C,0.10606268793344498
YMR126C,YHR116W,0.9422215819358826
YMR126C,YKL053C-A,0.634694516658783
YMR126C,YIL065C,0.4246366024017334
YMR126C,YJL036W,0.3827749490737915
YMR126C,YGR183C,0.8043870329856873
YMR126C,YJR118C,0.0024711638689041138
YMR126C,YOR019W,0.2995815575122833
YMR126C,YPL189C-A,0.7858096361160278
YMR126C,YBR212W,0.030102886259555817
YMR126C,YIL042C,0.2073829472064972
YMR126C,YGR029W,0.17724791169166565
YMR126C,YDR258C,0.008707086555659771
YMR126C,YML081C-A,0.7275432348251343
YMR126C,YJL102W,0.4278389811515808
YMR126C,YOR147W,0.6566488146781921
YMR126C,YPR024W,0.030069448053836823
YMR126C,YGL055W,0.0016720646526664495
YMR126C,YFL036W,0.79483962059021
YMR126C,YOL060C,0.7960957288742065
YMR126C,YDR231C,0.02648719772696495
YMR126C,YLR008C,0.03694547712802887
YMR126C,YDL113C,0.878110408782959
YMR126C,YBR230C,0.006964197847992182
YMR126C,YDL126C,0.6625645756721497
