GO Term,AUC,Average Precision
GO:0000054,0.8895995753642395,0.2605284323923586
GO:0000278,0.7555624537001978,0.19553830465335736
GO:0000747,0.6629028179683638,0.15270457576283
GO:0000902,0.6487369085739219,0.13571379805017603
GO:0000910,0.6770383639977716,0.14791945958476174
GO:0001403,0.6502430698636806,0.13790365942617874
GO:0003700,0.7499291826095961,0.18970141919499095
GO:0004518,0.8119358178826832,0.23217859476872466
GO:0005085,0.7198433048678553,0.17518837732039375
GO:0006260,0.8411623633857499,0.239628173397346
GO:0006281,0.7835882737424267,0.1958076160191135
GO:0006310,0.7366556360715979,0.186473669978028
GO:0006325,0.7698887271617476,0.19571354654228146
GO:0006352,0.8526484533450039,0.23655278335125113
GO:0006353,0.6943825490746673,0.1576324065888559
GO:0006360,0.8790731066923799,0.25114914720905
GO:0006364,0.9382278214122105,0.2983611341179772
GO:0006366,0.7303140912656355,0.17813744529133493
GO:0006383,0.7780303688247376,0.20267294844170783
GO:0006397,0.7685842732823222,0.19865875065733085
GO:0006401,0.7308641819964078,0.18525218264826318
GO:0006413,0.8587262671605937,0.25993202510882507
GO:0006414,0.8978211898407988,0.24972771961991125
GO:0006418,0.7935255610259276,0.21786198678413077
GO:0006457,0.7393958181962054,0.19118003691326488
GO:0006468,0.684673000358532,0.15525485713712195
GO:0006470,0.6770581987907657,0.15554774027589496
GO:0006486,0.8444240005413938,0.2471156917674975
GO:0006497,0.7517199054541638,0.196673004280255
GO:0006605,0.6873811805820494,0.15298789210685274
GO:0006629,0.708207726934512,0.17886753555522725
GO:0006766,0.7624657260270853,0.19294133794036777
GO:0006811,0.7987269081204643,0.21173009467869996
GO:0006865,0.6876741716802948,0.160189751938824
GO:0006869,0.5385719918760702,0.10280189959267426
GO:0006873,0.6839858183233829,0.15893469896167517
GO:0006887,0.7261120103966586,0.17280650134615674
GO:0006897,0.7390850909300233,0.18571480165557427
GO:0006970,0.6957550909904107,0.16235279311849313
GO:0006979,0.7810539995962437,0.20947023439949208
GO:0006997,0.7882660401911288,0.21338724408801593
GO:0007005,0.7502726363111182,0.19236843162436376
GO:0007010,0.7241849094925618,0.16527456348253922
GO:0007031,0.7555294649361537,0.17482185351090532
GO:0007033,0.7001310628849741,0.18419981817992812
GO:0007059,0.8145743630888809,0.2170088471966711
GO:0007114,0.7235664556527998,0.17604210208220916
GO:0007124,0.6686249086207351,0.14832796242155813
GO:0008033,0.5903854991910068,0.1328338401206644
GO:0008135,0.893739057009028,0.2731707166784849
GO:0008213,0.7698667027541177,0.20237729716348776
GO:0008380,0.7864617282254304,0.20539105107296596
GO:0008643,0.7420573057987812,0.19511109891456443
GO:0009408,0.8168793262283188,0.2229358551944083
GO:0009451,0.8926467273517787,0.2707588828355074
GO:0010324,0.7370314559546108,0.1835483304011551
GO:0015931,0.7843357284864602,0.20620128239081664
GO:0016050,0.5367901323908808,0.11149426123710594
GO:0016197,0.8502612440655243,0.23658188729008955
GO:0016570,0.7668882730412296,0.19356903515891596
GO:0018193,0.8650558784176402,0.22957751209606658
GO:0032196,0.9438155453118432,0.29852298177575526
GO:0032200,0.6415215443537295,0.1472239505939863
GO:0032787,0.7807939992394319,0.21628590520268137
GO:0042221,0.6740266358196333,0.1577674717042934
GO:0042255,0.9426480070665499,0.29932716551761734
GO:0042273,0.9428706448628165,0.3002795181775635
GO:0042274,0.890069443024836,0.27698696895192065
GO:0042594,0.7365574189312595,0.1872003710502154
GO:0043543,0.6915823284371319,0.15818761685204785
GO:0045333,0.8423270911338676,0.2596693811396306
GO:0048193,0.8432765445634405,0.2335066234422001
GO:0048284,0.7180857528981409,0.16713689286647992
GO:0048308,0.7836714843605039,0.2041621922552452
GO:0051049,0.7122242920165196,0.19424584037039702
GO:0051052,0.698886064100778,0.15780044849128777
GO:0051321,0.7734430000787622,0.21254277866062793
GO:0051603,0.8580448177884946,0.24924300530214202
GO:0051726,0.7298134557829683,0.1778865089396184
