Began Loading Data
Finished Loading Data
Batch 0 Loss:	0.7269452810287476
Batch 0 Time:	0.1511051297187805 minutes
Batch 100 Loss:	51.120678156614304
Batch 100 Time:	2.103643298149109 minutes
Batch 200 Loss:	38.356414541602135
Batch 200 Time:	2.122188671429952 minutes
Batch 300 Loss:	31.978826105594635
Batch 300 Time:	2.1102434674898785 minutes
Batch 400 Loss:	26.691963624209166
Batch 400 Time:	2.120552694797516 minutes
Batch 500 Loss:	26.587163008749485
Batch 500 Time:	2.0724844853083293 minutes
Batch 600 Loss:	22.087914302945137
Batch 600 Time:	2.087591286500295 minutes
Batch 700 Loss:	22.521285235881805
Batch 700 Time:	2.0694495836893716 minutes
Batch 800 Loss:	19.83891653828323
Batch 800 Time:	2.0792224526405336 minutes
Batch 900 Loss:	18.53450809419155
Batch 900 Time:	2.129141688346863 minutes
Batch 1000 Loss:	16.260754911229014
Batch 1000 Time:	2.1084643522898356 minutes
Batch 1100 Loss:	16.196145214140415
Batch 1100 Time:	2.1079737345377603 minutes
Batch 1200 Loss:	10.721840386278927
Batch 1200 Time:	2.094557480017344 minutes
Batch 1300 Loss:	12.135607636533678
Batch 1300 Time:	2.1075080037117004 minutes
Batch 1400 Loss:	10.161473783664405
Batch 1400 Time:	2.096393557389577 minutes
Batch 1500 Loss:	9.321933736093342
Batch 1500 Time:	2.08907771507899 minutes
Batch 1600 Loss:	8.451391071081161
Batch 1600 Time:	2.1010094324747723 minutes
Batch 1700 Loss:	9.050858315080404
Batch 1700 Time:	2.0997867703437807 minutes
Batch 1800 Loss:	9.491873247548938
Batch 1800 Time:	2.0988616228103636 minutes
Batch 1900 Loss:	6.924143571872264
Batch 1900 Time:	2.080668286482493 minutes
Batch 2000 Loss:	6.512441538274288
Batch 2000 Time:	2.1006036678949993 minutes
Batch 2100 Loss:	8.429623092524707
Batch 2100 Time:	2.078648503621419 minutes
Batch 2200 Loss:	5.568460822571069
Batch 2200 Time:	2.119432199001312 minutes
Batch 2300 Loss:	5.70860556140542
Batch 2300 Time:	2.075010387102763 minutes
Batch 2400 Loss:	5.987536852946505
Batch 2400 Time:	2.0971720616022744 minutes
Batch 2500 Loss:	4.85252454970032
Batch 2500 Time:	2.0758629004160563 minutes
Batch 2600 Loss:	3.7820882580708712
Batch 2600 Time:	2.094525953133901 minutes
Batch 2700 Loss:	5.147931263549253
Batch 2700 Time:	2.08839906056722 minutes
Batch 2800 Loss:	4.601437975186855
Batch 2800 Time:	2.083749222755432 minutes
