Began Loading Data
Finished Loading Data
Batch 0 Loss:	0.7098158001899719
Batch 0 Time:	0.15163131952285766 minutes
Batch 100 Loss:	62.233748108148575
Batch 100 Time:	2.0307615637779235 minutes
Batch 200 Loss:	42.421391382813454
Batch 200 Time:	2.0504965941111246 minutes
Batch 300 Loss:	32.83678485453129
Batch 300 Time:	2.0154816031455995 minutes
Batch 400 Loss:	30.666305132210255
Batch 400 Time:	2.0077684919039407 minutes
Batch 500 Loss:	25.884103897958994
Batch 500 Time:	2.0037636240323384 minutes
Batch 600 Loss:	24.637331075966358
Batch 600 Time:	2.0389538009961448 minutes
Batch 700 Loss:	22.192258719354868
Batch 700 Time:	2.012683653831482 minutes
Batch 800 Loss:	20.90831219404936
Batch 800 Time:	2.026003193855286 minutes
Batch 900 Loss:	18.025576677173376
Batch 900 Time:	2.00557599067688 minutes
Batch 1000 Loss:	18.880063988268375
Batch 1000 Time:	2.032433525721232 minutes
Batch 1100 Loss:	17.89796095713973
Batch 1100 Time:	2.0296237111091613 minutes
Batch 1200 Loss:	15.70453946525231
Batch 1200 Time:	2.0335620681444806 minutes
Batch 1300 Loss:	15.05106252990663
Batch 1300 Time:	2.013744564851125 minutes
Batch 1400 Loss:	14.671927285380661
Batch 1400 Time:	2.01145369609197 minutes
Batch 1500 Loss:	14.38114513270557
Batch 1500 Time:	2.040920603275299 minutes
Batch 1600 Loss:	10.971860285382718
Batch 1600 Time:	2.0488876978556316 minutes
Batch 1700 Loss:	12.914196482859552
Batch 1700 Time:	2.0155844052632648 minutes
Batch 1800 Loss:	11.483579874038696
Batch 1800 Time:	2.0547423243522642 minutes
Batch 1900 Loss:	10.189265611581504
Batch 1900 Time:	2.028600831826528 minutes
Batch 2000 Loss:	10.62899753684178
Batch 2000 Time:	2.0445721983909606 minutes
Batch 2100 Loss:	10.741190245840698
Batch 2100 Time:	2.033565270900726 minutes
Batch 2200 Loss:	10.032871813979
Batch 2200 Time:	2.0081126848856607 minutes
Batch 2300 Loss:	8.494566533714533
Batch 2300 Time:	2.0278839667638144 minutes
Batch 2400 Loss:	8.589343861327507
Batch 2400 Time:	2.024905212720235 minutes
Batch 2500 Loss:	6.914955516345799
Batch 2500 Time:	2.0297933260599774 minutes
Batch 2600 Loss:	10.67760655330494
Batch 2600 Time:	2.0147446354230243 minutes
Batch 2700 Loss:	7.494085275102407
Batch 2700 Time:	2.0379980405171714 minutes
Batch 2800 Loss:	8.480553303146735
Batch 2800 Time:	2.0114726344744365 minutes
Batch 2900 Loss:	9.646543510723859
Batch 2900 Time:	2.0153324842453 minutes
Batch 3000 Loss:	6.034169174963608
Batch 3000 Time:	2.0284088969230654 minutes
Batch 3100 Loss:	7.337962646386586
Batch 3100 Time:	2.015648376941681 minutes
Batch 3200 Loss:	7.065179891185835
Batch 3200 Time:	2.008109192053477 minutes
Batch 3300 Loss:	7.456211438868195
Batch 3300 Time:	2.0123406211535135 minutes
Batch 3400 Loss:	5.897194058110472
Batch 3400 Time:	2.002221616109212 minutes
Batch 3500 Loss:	5.172541050123982
Batch 3500 Time:	2.022254149119059 minutes
Batch 3600 Loss:	5.9737422947073355
Batch 3600 Time:	2.021894590059916 minutes
Batch 3700 Loss:	6.334974002325907
Batch 3700 Time:	2.001076320807139 minutes
Batch 3800 Loss:	5.921709383197594
Batch 3800 Time:	2.0193432807922362 minutes
Batch 3900 Loss:	4.107973666861653
Batch 3900 Time:	1.9986852884292603 minutes
Batch 4000 Loss:	6.188331863711937
Batch 4000 Time:	1.9945630113283792 minutes
Batch 4100 Loss:	5.411054678610526
Batch 4100 Time:	2.0232311367988585 minutes
Batch 4200 Loss:	5.055991443019593
Batch 4200 Time:	2.0401832540829976 minutes
Batch 4300 Loss:	5.170912860077806
Batch 4300 Time:	2.017404389381409 minutes
Batch 4400 Loss:	5.9587957471376285
Batch 4400 Time:	2.0359972675641376 minutes
Batch 4500 Loss:	4.278540740371682
Batch 4500 Time:	1.9888987382253012 minutes
Batch 4600 Loss:	4.091895078832749
Batch 4600 Time:	2.035567283630371 minutes
Batch 4700 Loss:	4.315218470583204
Batch 4700 Time:	2.001997884114583 minutes
Batch 4800 Loss:	3.8501448874012567
Batch 4800 Time:	2.0066685318946837 minutes
Batch 4900 Loss:	4.298652584926458
Batch 4900 Time:	1.9916334907213846 minutes
Training Time: 101.68550124963124 minutes
Test Time: 6.11314791838328 minutes
Total Time: 107.7986498037974 minutes
