Gene,Correlation
NUM1,-2.1326375
RGD3,-2.0041668
BIL1,-1.9271257
EXO70,-1.795991
ZDS2,-1.787289
DSF2,-1.7298446
SKG3,-1.7289319
MMR1,-1.7246739
RDI1,-1.7159762
AIM44,-1.6704935
CAP1,-1.6452295
ARF3,-1.6297712
CDC55,-1.5483373
PCL2,-1.498752
MOB2,-1.474005
BEM1,-1.3982636
MKK2,-1.3850831
AIP5,-1.3396708
SHE3,-1.3391873
MSB1,-1.2432711
BEM2,-1.241748
SMY1,-1.1986573
MLC1,-1.1585873
SEC3,-1.1531659
YPT11,-1.1223578
SPH1,-1.0986402
SPA2,-1.0964172
GIC2,-1.0792565
ZRG8,-1.0653669
DBP5,-1.0622492
PBS2,-0.9937888
SEC2,-0.973767
SKG1,-0.9631092
ROM2,-0.9604777
SEC5,-0.9368608
SEC1,-0.902455
MYO4,-0.8914209
BUD6,-0.88090426
PRM6,-0.87073576
EXO84,-0.857635
CBK1,-0.846987
LRG1,-0.75101274
PUF6,-0.7365709
MKK1,-0.6905843
SCS2,-0.6661568
YEL1,-0.65643644
MSO1,-0.61655337
BEM3,-0.6034655
SEC8,-0.5716555
CDC24,-0.5394677
CAP2,-0.53667617
TOS2,-0.5302355
KEL1,-0.52841973
MSB3,-0.51376086
DMA2,-0.49186727
PEF1,-0.4733085
GYL1,-0.47198218
SEC15,-0.46112427
HRR25,-0.44673988
PEA2,-0.43580076
KIN2,-0.42332035
SYP1,-0.41669944
PAL1,-0.41194594
PAM1,-0.41084683
