Gene,Correlation
HTL1,-3.0253375
RCO1,-2.3900578
SFH1,-2.3492723
NRS1,-2.3284013
ASH1,-2.1969411
LIN1,-2.1491454
TOD6,-2.1205914
SAE3,-2.1151981
SET3,-2.0488956
CMR1,-1.9584085
SNF12,-1.9069192
USV1,-1.8833386
PLM2,-1.8511717
SAS4,-1.8391075
RXT2,-1.825877
ULP2,-1.8110877
IES3,-1.7060854
THP3,-1.6986673
UME6,-1.675666
EUC1,-1.6722546
TAF14,-1.6627625
PAF1,-1.6405817
RSC4,-1.5766284
SNF11,-1.5641829
SLD3,-1.5302355
RAD18,-1.5224582
ROX1,-1.4954702
IES5,-1.4951199
SWP82,-1.4656055
NUT2,-1.4607707
YAF9,-1.4343112
TOS8,-1.4228065
IES4,-1.4109366
VPS72,-1.3843848
RGM1,-1.3716589
ARP9,-1.3386805
SWI1,-1.3371707
SWI4,-1.2940012
SPT6,-1.2547681
RSC1,-1.2319161
ECO1,-1.2182915
ITC1,-1.2114307
SWC4,-1.188855
HDA2,-1.18406
MGA1,-1.1809013
IES1,-1.1800492
UTP8,-1.176751
SET4,-1.1379181
NSI1,-1.1279653
STB6,-1.1145099
HMO1,-1.113296
SCH9,-1.1047488
YNG1,-1.0974565
ESA1,-1.0743607
PDS5,-1.0589118
RSC2,-1.0539479
SAP30,-1.0521883
IOC3,-1.0452847
YOX1,-1.0066736
HTB1,-0.99416363
YHP1,-0.97596985
CRF1,-0.97570497
RAD6,-0.9634412
ISW2,-0.9589394
REV7,-0.9585699
PCC1,-0.95206225
DBF4,-0.9337774
TPK1,-0.9299356
MCM1,-0.92950577
REV1,-0.92449236
SNT1,-0.9110343
HOS4,-0.89280564
IRR1,-0.8880482
RSC6,-0.88236934
IXR1,-0.87903935
NFI1,-0.8761487
SIN3,-0.8715942
SCC2,-0.8690023
DPB3,-0.86865175
EAF1,-0.8615342
ARP10,-0.85673636
RTT102,-0.8446407
HDA3,-0.83441246
SNF5,-0.8340832
BDF1,-0.82766086
HST1,-0.8124082
FPR4,-0.7892013
NAN1,-0.77157205
GON7,-0.76470083
RTT103,-0.7605943
STB1,-0.7313332
RAD5,-0.71440864
RLF2,-0.7122959
SDS3,-0.70426494
FHL1,-0.7029528
TOS4,-0.6978355
SIR3,-0.685477
NPL6,-0.6854411
RAD9,-0.67852
RSC58,-0.6580546
RSC3,-0.65528256
POB3,-0.64584696
STB2,-0.6288982
RSC8,-0.6270971
SET5,-0.60963064
RSC30,-0.60956293
ARP5,-0.6046489
TPK2,-0.5956242
CSE4,-0.57217735
ARP8,-0.5636805
IOC2,-0.5605756
IOC4,-0.5563484
CDC7,-0.5554651
MSI1,-0.53953046
SIS2,-0.5313856
NHP10,-0.5200757
ARP4,-0.51910114
VPS71,-0.50935686
SNT2,-0.48868856
TRA1,-0.47236285
LIF1,-0.46971822
CHD1,-0.46633917
STH1,-0.44979423
DCC1,-0.44534665
MIG3,-0.44419572
SPT5,-0.43828803
CTR9,-0.43397084
FOB1,-0.43221134
