Gene,Correlation
YCL001W-B,-3.074556
POP6,-2.7807791
YCL001W-A,-2.752628
BMT5,-2.5075154
LSM4,-2.2448332
RPL35B,-2.1841955
LSM7,-2.1725311
NHP2,-2.1581628
UTP30,-2.1090195
RPL35A,-2.0450273
FAL1,-1.9656217
RRP36,-1.803254
DBP9,-1.7823881
UTP11,-1.7581135
MRT4,-1.7541444
RPS26B,-1.7364893
RPA34,-1.6956252
MAK5,-1.6883591
BMT6,-1.6670338
BFR2,-1.657991
DST1,-1.648072
SLX9,-1.6479758
PAF1,-1.6405817
PAP2,-1.6375514
IMP3,-1.6359695
RRP15,-1.5878463
GEP3,-1.5526034
BRX1,-1.53414
FCF2,-1.5302355
REX4,-1.5065194
RRP1,-1.5026498
SRD1,-1.476148
RPA43,-1.4634322
SKI7,-1.4601394
CCM1,-1.4396683
PUS9,-1.4364135
RPS8B,-1.4311266
DBP6,-1.4121578
RPS7B,-1.404167
EBP2,-1.3936495
LSM2,-1.3823369
NOP15,-1.3620435
MSS116,-1.3524485
PZF1,-1.3403676
TMA64,-1.3277427
NOP6,-1.3218364
SKI6,-1.30928
MTR3,-1.3079833
LSM8,-1.3078431
RPS26A,-1.3006513
RRP14,-1.291551
UTP14,-1.2691897
UTP6,-1.2608457
SQS1,-1.2582264
EFG1,-1.2540258
FYV7,-1.2481554
POP7,-1.2398938
RRP3,-1.2325349
RNH70,-1.2289819
FAF1,-1.2273084
YCR087C-A,-1.2167647
UTP8,-1.176751
RNT1,-1.1728457
TOP2,-1.1672155
BMT2,-1.1494648
LOC1,-1.1374333
JJJ1,-1.1245967
TRI1,-1.1049297
SNM1,-1.1028143
RRP17,-1.0959034
CGR1,-1.0514724
RPS1A,-1.0513229
MRH4,-1.0430778
NOP53,-1.0373913
BUD22,-1.0264691
UTP25,-1.0062534
NOP12,-0.986634
POP4,-0.98286265
NOB1,-0.97304565
RPS11A,-0.9646893
ESF2,-0.9646384
RPL8A,-0.96302694
FCF1,-0.9606047
ECM16,-0.95589143
SSF1,-0.95085406
LSM3,-0.9495604
RPL17B,-0.93949515
RRB1,-0.90479594
RPT6,-0.8988454
RTT101,-0.8817079
RPF2,-0.8767018
NOP14,-0.8721067
KRR1,-0.8679673
RPS1B,-0.86468947
IPI1,-0.86430424
NOC3,-0.85890144
TSR3,-0.84755546
MPP6,-0.84742576
TRF5,-0.8290469
ROK1,-0.8244451
RRN7,-0.815701
NGL2,-0.8016196
NOP19,-0.7989387
RRN11,-0.798787
UTP18,-0.79291487
RPP1,-0.79220563
RPS18A,-0.77679634
LRP1,-0.7730921
NAN1,-0.77157205
RPA49,-0.76759636
REX3,-0.758527
KRI1,-0.75165087
RRP8,-0.75072426
POP1,-0.740136
PUS5,-0.7318694
MRD1,-0.72930247
SSF2,-0.7264894
DBP10,-0.7260795
UTP7,-0.72165334
HAS1,-0.71655256
RRP5,-0.71537364
TOP1,-0.711385
ERB1,-0.7101674
NSA1,-0.7036444
