Gene,Correlation
BIL2,-2.4895935
HSK3,-2.445119
AIM7,-2.2303643
DAD3,-2.0451622
DAD2,-1.8641363
AIM3,-1.7942715
CAP1,-1.6452295
LSB1,-1.5976744
AIP5,-1.3396708
DUO1,-1.2957703
DAD4,-1.2931963
TDA2,-1.232555
GIC2,-1.0792565
BBC1,-0.9986757
AIM21,-0.9105076
BUD6,-0.88090426
BIM1,-0.7926626
HOF1,-0.78773177
KIP2,-0.774504
BNR1,-0.75262797
SRV2,-0.7139308
PIN3,-0.71269685
RHO4,-0.6981802
TWF1,-0.6786543
SPC34,-0.6179111
MYO3,-0.61698747
MYO5,-0.60633856
ARC18,-0.5889209
KIP3,-0.5384903
CAP2,-0.53667617
GPG1,-0.5290878
KEL1,-0.52841973
