Gene,Correlation
PBI2,-2.6818066
IGO1,-2.5853772
MMS21,-2.3090212
STF1,-2.2855575
REG1,-2.0350277
IME2,-1.8838725
HED1,-1.8658386
PKP2,-1.6793113
BMH2,-1.5821825
NBA1,-1.5590904
ACM1,-1.5129576
LOT6,-1.3831506
PAI3,-1.373834
SBA1,-1.3716402
GLC8,-1.3524485
CDC5,-1.328372
GIR2,-1.2827141
SDS23,-1.2317615
CIP1,-1.209868
URE2,-1.0877054
VHS3,-1.028689
GRX3,-0.9737139
REC8,-0.9677961
RAD61,-0.9169443
KSS1,-0.907471
SIC1,-0.8994694
RPT6,-0.8988454
YRA1,-0.8979312
OAZ1,-0.8831754
YPI1,-0.79131377
PAB1,-0.7897993
GPB1,-0.7805642
MRPL35,-0.7723104
MUS81,-0.7332226
IGD1,-0.72709286
