Gene,Correlation
YNR064C,1.611313
LPX1,1.5506176
YPR147C,1.5415317
PLB1,1.5382497
TES1,1.4119333
FSH2,1.3496134
YJL068C,1.2368107
PLB3,1.2347779
ILS1,1.2263151
PLB2,1.1930552
EHT1,1.068001
AYR1,1.0149097
RRT2,0.98156947
YHR020W,0.86275464
PTH1,0.8569202
EEB1,0.81356233
ALA1,0.7813385
SOL3,0.77914137
BST1,0.7271861
ATG15,0.7257425
CLD1,0.7009604
YDL086W,0.68927145
SOL2,0.68010926
LIH1,0.65137124
PTH4,0.6484067
YDR444W,0.62153006
MGL2,0.61188275
YBR053C,0.6099421
TML25,0.58836895
SOL1,0.50579906
TGL3,0.50043046
EAT1,0.43734297
YEH1,0.41419646
VAS1,0.3909224
PPE1,0.39053774
