,Name,+/-,Score,True Positive,False Positive,True Negative,False Negative,Accuracy,Precision,Recall,False Positive Rate,Selectivity
0,YDR122W,0.0,0.5,60,0,1,59,0.5083333333333333,1.0,0.5042016806722689,0.0,1.0
1,YML107C,0.0,0.5,60,0,2,58,0.5166666666666667,1.0,0.5084745762711864,0.0,1.0
2,YDL033C,0.0,0.5,60,0,3,57,0.525,1.0,0.5128205128205128,0.0,1.0
3,YGR144W,1.0,0.5,59,1,3,57,0.5166666666666667,0.9833333333333333,0.5086206896551724,0.25,0.75
4,YKL156W,0.0,0.5,59,1,4,56,0.525,0.9833333333333333,0.5130434782608696,0.2,0.8
5,YKR036C,1.0,0.5,58,2,4,56,0.5166666666666667,0.9666666666666667,0.5087719298245614,0.3333333333333333,0.6666666666666666
6,YER035W,0.0,0.5,58,2,5,55,0.525,0.9666666666666667,0.5132743362831859,0.2857142857142857,0.7142857142857143
7,YDL028C,0.0,0.5,58,2,6,54,0.5333333333333333,0.9666666666666667,0.5178571428571429,0.25,0.75
8,YIL109C,0.0,0.5,58,2,7,53,0.5416666666666666,0.9666666666666667,0.5225225225225225,0.2222222222222222,0.7777777777777778
9,YNL034W,0.0,0.5,58,2,8,52,0.55,0.9666666666666667,0.5272727272727272,0.2,0.8
10,YDL189W,0.0,0.5,58,2,9,51,0.5583333333333333,0.9666666666666667,0.5321100917431193,0.18181818181818182,0.8181818181818182
11,YIL051C,1.0,0.5,57,3,9,51,0.55,0.95,0.5277777777777778,0.25,0.75
12,YDL140C,0.0,0.5,57,3,10,50,0.5583333333333333,0.95,0.5327102803738317,0.23076923076923078,0.7692307692307693
13,YOL054W,0.0,0.5,57,3,11,49,0.5666666666666667,0.95,0.5377358490566038,0.21428571428571427,0.7857142857142857
14,YML118W,0.0,0.5,57,3,12,48,0.575,0.95,0.5428571428571428,0.2,0.8
15,YBR068C,0.0,0.5,57,3,13,47,0.5833333333333334,0.95,0.5480769230769231,0.1875,0.8125
16,YIL128W,0.0,0.5,57,3,14,46,0.5916666666666667,0.95,0.5533980582524272,0.17647058823529413,0.8235294117647058
17,YCL034W,0.0,0.5,57,3,15,45,0.6,0.95,0.5588235294117647,0.16666666666666666,0.8333333333333334
18,YKR018C,0.0,0.5,57,3,16,44,0.6083333333333333,0.95,0.5643564356435643,0.15789473684210525,0.8421052631578947
19,YCR035C,0.0,0.5,57,3,17,43,0.6166666666666667,0.95,0.57,0.15,0.85
20,YJR010W,0.0,0.5,57,3,18,42,0.625,0.95,0.5757575757575758,0.14285714285714285,0.8571428571428571
21,YGR075C,0.0,0.5,57,3,19,41,0.6333333333333333,0.95,0.5816326530612245,0.13636363636363635,0.8636363636363636
22,YCL049C,0.0,0.5,57,3,20,40,0.6416666666666667,0.95,0.5876288659793815,0.13043478260869565,0.8695652173913043
23,YOR191W,0.0,0.5,57,3,21,39,0.65,0.95,0.59375,0.125,0.875
24,YHR179W,0.0,0.5,57,3,22,38,0.6583333333333333,0.95,0.6,0.12,0.88
25,YAR010C,0.0,0.5,57,3,23,37,0.6666666666666666,0.95,0.6063829787234043,0.11538461538461539,0.8846153846153846
26,YOR343C,0.0,0.5,57,3,24,36,0.675,0.95,0.6129032258064516,0.1111111111111111,0.8888888888888888
27,YNL149C,1.0,0.5,56,4,24,36,0.6666666666666666,0.9333333333333333,0.6086956521739131,0.14285714285714285,0.8571428571428571
28,YEL035C,0.0,0.5,56,4,25,35,0.675,0.9333333333333333,0.6153846153846154,0.13793103448275862,0.8620689655172413
29,YDL092W,0.0,0.5,56,4,26,34,0.6833333333333333,0.9333333333333333,0.6222222222222222,0.13333333333333333,0.8666666666666667
30,YBR231C,0.0,0.5,56,4,27,33,0.6916666666666667,0.9333333333333333,0.6292134831460674,0.12903225806451613,0.8709677419354839
31,YAR002C-A,0.0,0.5,56,4,28,32,0.7,0.9333333333333333,0.6363636363636364,0.125,0.875
32,YJR091C,0.0,0.5,56,4,29,31,0.7083333333333334,0.9333333333333333,0.6436781609195402,0.12121212121212122,0.8787878787878788
33,YGL084C,0.0,0.5,56,4,30,30,0.7166666666666667,0.9333333333333333,0.6511627906976745,0.11764705882352941,0.8823529411764706
34,YJR003C,0.0,0.5,56,4,31,29,0.725,0.9333333333333333,0.6588235294117647,0.11428571428571428,0.8857142857142857
35,YNL179C,0.0,0.5,56,4,32,28,0.7333333333333333,0.9333333333333333,0.6666666666666666,0.1111111111111111,0.8888888888888888
36,YDR503C,0.0,0.5,56,4,33,27,0.7416666666666667,0.9333333333333333,0.6746987951807228,0.10810810810810811,0.8918918918918919
37,YDL221W,0.0,0.5,56,4,34,26,0.75,0.9333333333333333,0.6829268292682927,0.10526315789473684,0.8947368421052632
38,YNL333W,0.0,0.5,56,4,35,25,0.7583333333333333,0.9333333333333333,0.691358024691358,0.10256410256410256,0.8974358974358975
39,YDR296W,1.0,0.5,55,5,35,25,0.75,0.9166666666666666,0.6875,0.125,0.875
40,YPL211W,0.0,0.5,55,5,36,24,0.7583333333333333,0.9166666666666666,0.6962025316455697,0.12195121951219512,0.8780487804878049
41,YOR305W,0.0,0.5,55,5,37,23,0.7666666666666667,0.9166666666666666,0.7051282051282052,0.11904761904761904,0.8809523809523809
42,YJR069C,0.0,0.5,55,5,38,22,0.775,0.9166666666666666,0.7142857142857143,0.11627906976744186,0.8837209302325582
43,YEL020C,0.0,0.5,55,5,39,21,0.7833333333333333,0.9166666666666666,0.7236842105263158,0.11363636363636363,0.8863636363636364
44,YNL066W,1.0,0.5,54,6,39,21,0.775,0.9,0.72,0.13333333333333333,0.8666666666666667
45,YGL242C,0.0,0.5,54,6,40,20,0.7833333333333333,0.9,0.7297297297297297,0.13043478260869565,0.8695652173913043
46,YKL110C,0.0,0.5,54,6,41,19,0.7916666666666666,0.9,0.7397260273972602,0.1276595744680851,0.8723404255319149
47,YNL079C,1.0,0.5,53,7,41,19,0.7833333333333333,0.8833333333333333,0.7361111111111112,0.14583333333333334,0.8541666666666666
48,YOR218C,0.0,0.5,53,7,42,18,0.7916666666666666,0.8833333333333333,0.7464788732394366,0.14285714285714285,0.8571428571428571
49,YJR113C,0.0,0.5,53,7,43,17,0.8,0.8833333333333333,0.7571428571428571,0.14,0.86
50,YKL204W,0.0,0.5,53,7,44,16,0.8083333333333333,0.8833333333333333,0.7681159420289855,0.13725490196078433,0.8627450980392157
51,YPL201C,0.0,0.5,53,7,45,15,0.8166666666666667,0.8833333333333333,0.7794117647058824,0.1346153846153846,0.8653846153846154
52,YMR212C,0.0,0.5,53,7,46,14,0.825,0.8833333333333333,0.7910447761194029,0.1320754716981132,0.8679245283018868
53,YJR006W,0.0,0.5,53,7,47,13,0.8333333333333334,0.8833333333333333,0.803030303030303,0.12962962962962962,0.8703703703703703
54,YOL043C,0.0,0.5,53,7,48,12,0.8416666666666667,0.8833333333333333,0.8153846153846154,0.12727272727272726,0.8727272727272727
55,YKR034W,0.0,0.5,53,7,49,11,0.85,0.8833333333333333,0.828125,0.125,0.875
56,YPL041C,0.0,0.5,53,7,50,10,0.8583333333333333,0.8833333333333333,0.8412698412698413,0.12280701754385964,0.8771929824561403
57,YER047C,0.0,0.5,53,7,51,9,0.8666666666666667,0.8833333333333333,0.8548387096774194,0.1206896551724138,0.8793103448275862
58,YER190W,0.0,0.5,53,7,52,8,0.875,0.8833333333333333,0.8688524590163934,0.11864406779661017,0.8813559322033898
59,YDR172W,0.0,0.5,53,7,53,7,0.8833333333333333,0.8833333333333333,0.8833333333333333,0.11666666666666667,0.8833333333333333
60,YOL002C,0.0,0.5,53,7,54,6,0.8916666666666667,0.8833333333333333,0.8983050847457628,0.11475409836065574,0.8852459016393442
61,YDR108W,0.0,0.5,53,7,55,5,0.9,0.8833333333333333,0.9137931034482759,0.11290322580645161,0.8870967741935484
62,YNL278W,0.0,0.5,53,7,56,4,0.9083333333333333,0.8833333333333333,0.9298245614035088,0.1111111111111111,0.8888888888888888
63,YDL006W,1.0,0.5,52,8,56,4,0.9,0.8666666666666667,0.9285714285714286,0.125,0.875
64,YDL247W,0.0,0.5,52,8,57,3,0.9083333333333333,0.8666666666666667,0.9454545454545454,0.12307692307692308,0.8769230769230769
65,YHR034C,0.0,0.5,52,8,58,2,0.9166666666666666,0.8666666666666667,0.9629629629629629,0.12121212121212122,0.8787878787878788
66,YMR125W,0.0,0.5,52,8,59,1,0.925,0.8666666666666667,0.9811320754716981,0.11940298507462686,0.8805970149253731
67,YLR433C,0.0,0.5,52,8,60,0,0.9333333333333333,0.8666666666666667,1.0,0.11764705882352941,0.8823529411764706
68,YJR118C,1.0,0.9962396621704102,51,9,60,0,0.925,0.85,1.0,0.13043478260869565,0.8695652173913043
