,Name,+/-,Score,True Positive,False Positive,True Negative,False Negative,Accuracy,Precision,Recall,False Positive Rate,Selectivity
0,YLR206W,0.0,0.5,60,0,1,59,0.5083333333333333,1.0,0.5042016806722689,0.0,1.0
1,YGR249W,0.0,0.5,60,0,2,58,0.5166666666666667,1.0,0.5084745762711864,0.0,1.0
2,YDR452W,0.0,0.5,60,0,3,57,0.525,1.0,0.5128205128205128,0.0,1.0
3,YJR001W,0.0,0.5,60,0,4,56,0.5333333333333333,1.0,0.5172413793103449,0.0,1.0
4,YHR188C,0.0,0.5,60,0,5,55,0.5416666666666666,1.0,0.5217391304347826,0.0,1.0
5,YNL128W,0.0,0.5,60,0,6,54,0.55,1.0,0.5263157894736842,0.0,1.0
6,YJL059W,0.0,0.5,60,0,7,53,0.5583333333333333,1.0,0.5309734513274337,0.0,1.0
7,YPL023C,0.0,0.5,60,0,8,52,0.5666666666666667,1.0,0.5357142857142857,0.0,1.0
8,YOR367W,0.0,0.5,60,0,9,51,0.575,1.0,0.5405405405405406,0.0,1.0
9,YOR366W,0.0,0.5,60,0,10,50,0.5833333333333334,1.0,0.5454545454545454,0.0,1.0
10,YMR072W,1.0,0.5,59,1,10,50,0.575,0.9833333333333333,0.5412844036697247,0.09090909090909091,0.9090909090909091
11,YBR214W,0.0,0.5,59,1,11,49,0.5833333333333334,0.9833333333333333,0.5462962962962963,0.08333333333333333,0.9166666666666666
12,YGL261C,0.0,0.5,59,1,12,48,0.5916666666666667,0.9833333333333333,0.5514018691588785,0.07692307692307693,0.9230769230769231
13,YLR321C,0.0,0.5,59,1,13,47,0.6,0.9833333333333333,0.5566037735849056,0.07142857142857142,0.9285714285714286
14,YOR022C,0.0,0.5,59,1,14,46,0.6083333333333333,0.9833333333333333,0.5619047619047619,0.06666666666666667,0.9333333333333333
15,YHR163W,0.0,0.5,59,1,15,45,0.6166666666666667,0.9833333333333333,0.5673076923076923,0.0625,0.9375
16,YNL234W,0.0,0.5,59,1,16,44,0.625,0.9833333333333333,0.5728155339805825,0.058823529411764705,0.9411764705882353
17,YNL017C,0.0,0.5,59,1,17,43,0.6333333333333333,0.9833333333333333,0.5784313725490197,0.05555555555555555,0.9444444444444444
18,YML036W,0.0,0.5,59,1,18,42,0.6416666666666667,0.9833333333333333,0.5841584158415841,0.05263157894736842,0.9473684210526315
