,Name,+/-,Score,True Positive,False Positive,True Negative,False Negative,Accuracy,Precision,Recall,False Positive Rate,Selectivity
0,YLR136C,0.0,0.5,60,0,1,59,0.5083333333333333,1.0,0.5042016806722689,0.0,1.0
1,YJL057C,0.0,0.5,60,0,2,58,0.5166666666666667,1.0,0.5084745762711864,0.0,1.0
2,YBR250W,0.0,0.5,60,0,3,57,0.525,1.0,0.5128205128205128,0.0,1.0
3,YGL033W,0.0,0.5,60,0,4,56,0.5333333333333333,1.0,0.5172413793103449,0.0,1.0
4,YNL169C,0.0,0.5,60,0,5,55,0.5416666666666666,1.0,0.5217391304347826,0.0,1.0
5,YHR042W,0.0,0.5,60,0,6,54,0.55,1.0,0.5263157894736842,0.0,1.0
6,YKL136W,0.0,0.5,60,0,7,53,0.5583333333333333,1.0,0.5309734513274337,0.0,1.0
7,YJL192C,0.0,0.5,60,0,8,52,0.5666666666666667,1.0,0.5357142857142857,0.0,1.0
8,YJL169W,0.0,0.5,60,0,9,51,0.575,1.0,0.5405405405405406,0.0,1.0
9,YPL212C,0.0,0.5,60,0,10,50,0.5833333333333334,1.0,0.5454545454545454,0.0,1.0
10,YHR014W,0.0,0.5,60,0,11,49,0.5916666666666667,1.0,0.5504587155963303,0.0,1.0
11,YMR297W,0.0,0.5,60,0,12,48,0.6,1.0,0.5555555555555556,0.0,1.0
12,YDL006W,1.0,0.5,59,1,12,48,0.5916666666666667,0.9833333333333333,0.5514018691588785,0.07692307692307693,0.9230769230769231
13,YEL017W,0.0,0.5,59,1,13,47,0.6,0.9833333333333333,0.5566037735849056,0.07142857142857142,0.9285714285714286
14,YKR036C,1.0,0.5,58,2,13,47,0.5916666666666667,0.9666666666666667,0.5523809523809524,0.13333333333333333,0.8666666666666667
15,YBR237W,0.0,0.5,58,2,14,46,0.6,0.9666666666666667,0.5576923076923077,0.125,0.875
16,YCL068C,0.0,0.5,58,2,15,45,0.6083333333333333,0.9666666666666667,0.5631067961165048,0.11764705882352941,0.8823529411764706
17,YDR150W,1.0,0.5,57,3,15,45,0.6,0.95,0.5588235294117647,0.16666666666666666,0.8333333333333334
18,YJR053W,0.0,0.5,57,3,16,44,0.6083333333333333,0.95,0.5643564356435643,0.15789473684210525,0.8421052631578947
19,YDL187C,0.0,0.5,57,3,17,43,0.6166666666666667,0.95,0.57,0.15,0.85
20,YER079W,0.0,0.5,57,3,18,42,0.625,0.95,0.5757575757575758,0.14285714285714285,0.8571428571428571
21,YJR113C,0.0,0.5,57,3,19,41,0.6333333333333333,0.95,0.5816326530612245,0.13636363636363635,0.8636363636363636
22,YPR118W,0.0,0.5,57,3,20,40,0.6416666666666667,0.95,0.5876288659793815,0.13043478260869565,0.8695652173913043
23,YIR017C,0.0,0.5,57,3,21,39,0.65,0.95,0.59375,0.125,0.875
24,YMR046W-A,0.0,0.5,57,3,22,38,0.6583333333333333,0.95,0.6,0.12,0.88
25,YDL233W,0.0,0.5,57,3,23,37,0.6666666666666666,0.95,0.6063829787234043,0.11538461538461539,0.8846153846153846
26,YMR168C,0.0,0.5,57,3,24,36,0.675,0.95,0.6129032258064516,0.1111111111111111,0.8888888888888888
27,YNL075W,0.0,0.5,57,3,25,35,0.6833333333333333,0.95,0.6195652173913043,0.10714285714285714,0.8928571428571429
28,YMR254C,0.0,0.5,57,3,26,34,0.6916666666666667,0.95,0.6263736263736264,0.10344827586206896,0.896551724137931
29,YDR401W,0.0,0.5,57,3,27,33,0.7,0.95,0.6333333333333333,0.1,0.9
30,YER120W,0.0,0.5,57,3,28,32,0.7083333333333334,0.95,0.6404494382022472,0.0967741935483871,0.9032258064516129
31,YOL058W,0.0,0.5,57,3,29,31,0.7166666666666667,0.95,0.6477272727272727,0.09375,0.90625
32,YKL058W,0.0,0.5,57,3,30,30,0.725,0.95,0.6551724137931034,0.09090909090909091,0.9090909090909091
33,YOL014W,0.0,0.5,57,3,31,29,0.7333333333333333,0.95,0.6627906976744186,0.08823529411764706,0.9117647058823529
34,YNL148C,0.0,0.5,57,3,32,28,0.7416666666666667,0.95,0.6705882352941176,0.08571428571428572,0.9142857142857143
