,Name,+/-,Score,True Positive,False Positive,True Negative,False Negative,Accuracy,Precision,Recall,False Positive Rate,Selectivity
0,YCR020C,1.0,0.5,59,1,0,60,0.49166666666666664,0.9833333333333333,0.4957983193277311,1.0,0.0
1,YBR261C,0.0,0.5,59,1,1,59,0.5,0.9833333333333333,0.5,0.5,0.5
2,YMR292W,0.0,0.5,59,1,2,58,0.5083333333333333,0.9833333333333333,0.5042735042735043,0.3333333333333333,0.6666666666666666
3,YJL217W,0.0,0.5,59,1,3,57,0.5166666666666667,0.9833333333333333,0.5086206896551724,0.25,0.75
4,YMR293C,0.0,0.5,59,1,4,56,0.525,0.9833333333333333,0.5130434782608696,0.2,0.8
5,YGR262C,0.0,0.5,59,1,5,55,0.5333333333333333,0.9833333333333333,0.5175438596491229,0.16666666666666666,0.8333333333333334
6,YLR026C,0.0,0.5,59,1,6,54,0.5416666666666666,0.9833333333333333,0.5221238938053098,0.14285714285714285,0.8571428571428571
7,YFR056C,0.0,0.5,59,1,7,53,0.55,0.9833333333333333,0.5267857142857143,0.125,0.875
8,YPL002C,0.0,0.5,59,1,8,52,0.5583333333333333,0.9833333333333333,0.5315315315315315,0.1111111111111111,0.8888888888888888
9,YLR066W,0.0,0.5,59,1,9,51,0.5666666666666667,0.9833333333333333,0.5363636363636364,0.1,0.9
10,YPL161C,0.0,0.5,59,1,10,50,0.575,0.9833333333333333,0.5412844036697247,0.09090909090909091,0.9090909090909091
11,YOR003W,0.0,0.5,59,1,11,49,0.5833333333333334,0.9833333333333333,0.5462962962962963,0.08333333333333333,0.9166666666666666
12,YCR076C,0.0,0.5,59,1,12,48,0.5916666666666667,0.9833333333333333,0.5514018691588785,0.07692307692307693,0.9230769230769231
13,YMR031C,0.0,0.5,59,1,13,47,0.6,0.9833333333333333,0.5566037735849056,0.07142857142857142,0.9285714285714286
14,YGR121C,0.0,0.5,59,1,14,46,0.6083333333333333,0.9833333333333333,0.5619047619047619,0.06666666666666667,0.9333333333333333
15,YNL252C,0.0,0.5,59,1,15,45,0.6166666666666667,0.9833333333333333,0.5673076923076923,0.0625,0.9375
16,YDL047W,0.0,0.5,59,1,16,44,0.625,0.9833333333333333,0.5728155339805825,0.058823529411764705,0.9411764705882353
17,YMR305C,0.0,0.5,59,1,17,43,0.6333333333333333,0.9833333333333333,0.5784313725490197,0.05555555555555555,0.9444444444444444
18,YOR190W,0.0,0.5,59,1,18,42,0.6416666666666667,0.9833333333333333,0.5841584158415841,0.05263157894736842,0.9473684210526315
19,YLR201C,0.0,0.5,59,1,19,41,0.65,0.9833333333333333,0.59,0.05,0.95
20,YDR012W,0.0,0.5,59,1,20,40,0.6583333333333333,0.9833333333333333,0.5959595959595959,0.047619047619047616,0.9523809523809523
21,YNL145W,0.0,0.5,59,1,21,39,0.6666666666666666,0.9833333333333333,0.6020408163265306,0.045454545454545456,0.9545454545454546
22,YCR032W,0.0,0.5,59,1,22,38,0.675,0.9833333333333333,0.6082474226804123,0.043478260869565216,0.9565217391304348
23,YML051W,0.0,0.5,59,1,23,37,0.6833333333333333,0.9833333333333333,0.6145833333333334,0.041666666666666664,0.9583333333333334
24,YPR062W,0.0,0.5,59,1,24,36,0.6916666666666667,0.9833333333333333,0.6210526315789474,0.04,0.96
25,YBR151W,0.0,0.5,59,1,25,35,0.7,0.9833333333333333,0.6276595744680851,0.038461538461538464,0.9615384615384616
26,YJL035C,0.0,0.5,59,1,26,34,0.7083333333333334,0.9833333333333333,0.6344086021505376,0.037037037037037035,0.9629629629629629
27,YOL124C,0.0,0.5,59,1,27,33,0.7166666666666667,0.9833333333333333,0.6413043478260869,0.03571428571428571,0.9642857142857143
28,YMR202W,0.0,0.5,59,1,28,32,0.725,0.9833333333333333,0.6483516483516484,0.034482758620689655,0.9655172413793104
29,YCR081W,0.0,0.5,59,1,29,31,0.7333333333333333,0.9833333333333333,0.6555555555555556,0.03333333333333333,0.9666666666666667
30,YJR085C,0.0,0.5,59,1,30,30,0.7416666666666667,0.9833333333333333,0.6629213483146067,0.03225806451612903,0.967741935483871
31,YKL122C,0.0,0.5,59,1,31,29,0.75,0.9833333333333333,0.6704545454545454,0.03125,0.96875
32,YHR024C,0.0,0.5,59,1,32,28,0.7583333333333333,0.9833333333333333,0.6781609195402298,0.030303030303030304,0.9696969696969697
33,YNL170W,0.0,0.5,59,1,33,27,0.7666666666666667,0.9833333333333333,0.686046511627907,0.029411764705882353,0.9705882352941176
34,YDR349C,0.0,0.5,59,1,34,26,0.775,0.9833333333333333,0.6941176470588235,0.02857142857142857,0.9714285714285714
35,YER023W,0.0,0.5,59,1,35,25,0.7833333333333333,0.9833333333333333,0.7023809523809523,0.027777777777777776,0.9722222222222222
36,YGR111W,0.0,0.5,59,1,36,24,0.7916666666666666,0.9833333333333333,0.7108433734939759,0.02702702702702703,0.972972972972973
37,YMR108W,0.0,0.5,59,1,37,23,0.8,0.9833333333333333,0.7195121951219512,0.02631578947368421,0.9736842105263158
38,YKL029C,0.0,0.5,59,1,38,22,0.8083333333333333,0.9833333333333333,0.7283950617283951,0.02564102564102564,0.9743589743589743
39,YER094C,0.0,0.5,59,1,39,21,0.8166666666666667,0.9833333333333333,0.7375,0.025,0.975
40,YML006C,0.0,0.5,59,1,40,20,0.825,0.9833333333333333,0.7468354430379747,0.024390243902439025,0.975609756097561
41,YOL113W,0.0,0.5,59,1,41,19,0.8333333333333334,0.9833333333333333,0.7564102564102564,0.023809523809523808,0.9761904761904762
42,YDR337W,0.0,0.5,59,1,42,18,0.8416666666666667,0.9833333333333333,0.7662337662337663,0.023255813953488372,0.9767441860465116
43,YJL172W,0.0,0.5,59,1,43,17,0.85,0.9833333333333333,0.7763157894736842,0.022727272727272728,0.9772727272727273
44,YPL017C,0.0,0.5,59,1,44,16,0.8583333333333333,0.9833333333333333,0.7866666666666666,0.022222222222222223,0.9777777777777777
45,YGR161C,0.0,0.5,59,1,45,15,0.8666666666666667,0.9833333333333333,0.7972972972972973,0.021739130434782608,0.9782608695652174
46,YGL245W,0.0,0.5,59,1,46,14,0.875,0.9833333333333333,0.8082191780821918,0.02127659574468085,0.9787234042553191
47,YJR094C,0.0,0.5,59,1,47,13,0.8833333333333333,0.9833333333333333,0.8194444444444444,0.020833333333333332,0.9791666666666666
48,YDR443C,0.0,0.5,59,1,48,12,0.8916666666666667,0.9833333333333333,0.8309859154929577,0.02040816326530612,0.9795918367346939
49,YPR178W,0.0,0.5,59,1,49,11,0.9,0.9833333333333333,0.8428571428571429,0.02,0.98
