,Name,+/-,Score,True Positive,False Positive,True Negative,False Negative,Accuracy,Precision,Recall,False Positive Rate,Selectivity
0,YOR318C,0.0,0.5,60,0,1,59,0.5083333333333333,1.0,0.5042016806722689,0.0,1.0
1,YDL220C,0.0,0.5,60,0,2,58,0.5166666666666667,1.0,0.5084745762711864,0.0,1.0
2,YLR009W,0.0,0.5,60,0,3,57,0.525,1.0,0.5128205128205128,0.0,1.0
3,YOR130C,0.0,0.5,60,0,4,56,0.5333333333333333,1.0,0.5172413793103449,0.0,1.0
4,YPL123C,0.0,0.5,60,0,5,55,0.5416666666666666,1.0,0.5217391304347826,0.0,1.0
5,YGR185C,0.0,0.5,60,0,6,54,0.55,1.0,0.5263157894736842,0.0,1.0
6,YER099C,0.0,0.5,60,0,7,53,0.5583333333333333,1.0,0.5309734513274337,0.0,1.0
7,YDR300C,0.0,0.5,60,0,8,52,0.5666666666666667,1.0,0.5357142857142857,0.0,1.0
8,YLR115W,0.0,0.5,60,0,9,51,0.575,1.0,0.5405405405405406,0.0,1.0
9,YLR198C,0.0,0.5,60,0,10,50,0.5833333333333334,1.0,0.5454545454545454,0.0,1.0
10,YCR100C,0.0,0.5,60,0,11,49,0.5916666666666667,1.0,0.5504587155963303,0.0,1.0
11,YOR037W,1.0,0.5,59,1,11,49,0.5833333333333334,0.9833333333333333,0.5462962962962963,0.08333333333333333,0.9166666666666666
12,YMR211W,1.0,0.5,58,2,11,49,0.575,0.9666666666666667,0.5420560747663551,0.15384615384615385,0.8461538461538461
13,YKR042W,1.0,0.5,57,3,11,49,0.5666666666666667,0.95,0.5377358490566038,0.21428571428571427,0.7857142857142857
14,YDR062W,0.0,0.5,57,3,12,48,0.575,0.95,0.5428571428571428,0.2,0.8
15,YER032W,0.0,0.5,57,3,13,47,0.5833333333333334,0.95,0.5480769230769231,0.1875,0.8125
16,YOR060C,1.0,0.5,56,4,13,47,0.575,0.9333333333333333,0.5436893203883495,0.23529411764705882,0.7647058823529411
17,YMR134W,1.0,0.5,55,5,13,47,0.5666666666666667,0.9166666666666666,0.5392156862745098,0.2777777777777778,0.7222222222222222
18,YER033C,0.0,0.5,55,5,14,46,0.575,0.9166666666666666,0.5445544554455446,0.2631578947368421,0.7368421052631579
19,YER138C,0.0,0.5,55,5,15,45,0.5833333333333334,0.9166666666666666,0.55,0.25,0.75
20,YJL103C,0.0,0.5,55,5,16,44,0.5916666666666667,0.9166666666666666,0.5555555555555556,0.23809523809523808,0.7619047619047619
