,Name,+/-,Score,True Positive,False Positive,True Negative,False Negative,Accuracy,Precision,Recall,False Positive Rate,Selectivity
0,YGR142W,0.0,0.5,60,0,1,59,0.5083333333333333,1.0,0.5042016806722689,0.0,1.0
1,YDR223W,0.0,0.5,60,0,2,58,0.5166666666666667,1.0,0.5084745762711864,0.0,1.0
2,YER064C,0.0,0.5,60,0,3,57,0.525,1.0,0.5128205128205128,0.0,1.0
3,YPL264C,0.0,0.5,60,0,4,56,0.5333333333333333,1.0,0.5172413793103449,0.0,1.0
4,YAL032C,0.0,0.5,60,0,5,55,0.5416666666666666,1.0,0.5217391304347826,0.0,1.0
5,YOR043W,0.0,0.5,60,0,6,54,0.55,1.0,0.5263157894736842,0.0,1.0
6,YDR417C,0.0,0.5,60,0,7,53,0.5583333333333333,1.0,0.5309734513274337,0.0,1.0
7,YML058W,1.0,0.5,59,1,7,53,0.55,0.9833333333333333,0.5267857142857143,0.125,0.875
8,YPR192W,0.0,0.5,59,1,8,52,0.5583333333333333,0.9833333333333333,0.5315315315315315,0.1111111111111111,0.8888888888888888
9,YDL171C,0.0,0.5,59,1,9,51,0.5666666666666667,0.9833333333333333,0.5363636363636364,0.1,0.9
10,YHR171W,0.0,0.5,59,1,10,50,0.575,0.9833333333333333,0.5412844036697247,0.09090909090909091,0.9090909090909091
11,YGL241W,0.0,0.5,59,1,11,49,0.5833333333333334,0.9833333333333333,0.5462962962962963,0.08333333333333333,0.9166666666666666
12,YFR017C,0.0,0.5,59,1,12,48,0.5916666666666667,0.9833333333333333,0.5514018691588785,0.07692307692307693,0.9230769230769231
13,YNL070W,1.0,0.5,58,2,12,48,0.5833333333333334,0.9666666666666667,0.5471698113207547,0.14285714285714285,0.8571428571428571
14,YKR036C,1.0,0.5,57,3,12,48,0.575,0.95,0.5428571428571428,0.2,0.8
15,YDR150W,1.0,0.5,56,4,12,48,0.5666666666666667,0.9333333333333333,0.5384615384615384,0.25,0.75
16,YDL062W,0.0,0.5,56,4,13,47,0.575,0.9333333333333333,0.5436893203883495,0.23529411764705882,0.7647058823529411
17,YNL066W,1.0,0.5,55,5,13,47,0.5666666666666667,0.9166666666666666,0.5392156862745098,0.2777777777777778,0.7222222222222222
18,YPL098C,1.0,0.5,54,6,13,47,0.5583333333333333,0.9,0.5346534653465347,0.3157894736842105,0.6842105263157895
19,YDL181W,0.0,0.5,54,6,14,46,0.5666666666666667,0.9,0.54,0.3,0.7
20,YMR241W,1.0,0.5,53,7,14,46,0.5583333333333333,0.8833333333333333,0.5353535353535354,0.3333333333333333,0.6666666666666666
21,YER126C,0.0,0.5,53,7,15,45,0.5666666666666667,0.8833333333333333,0.5408163265306123,0.3181818181818182,0.6818181818181818
22,YOR323C,0.0,0.5,53,7,16,44,0.575,0.8833333333333333,0.5463917525773195,0.30434782608695654,0.6956521739130435
23,YLR266C,0.0,0.5,53,7,17,43,0.5833333333333334,0.8833333333333333,0.5520833333333334,0.2916666666666667,0.7083333333333334
24,YLR157C,0.0,0.5,53,7,18,42,0.5916666666666667,0.8833333333333333,0.5578947368421052,0.28,0.72
25,YPR104C,0.0,0.5,53,7,19,41,0.6,0.8833333333333333,0.5638297872340425,0.2692307692307692,0.7307692307692307
26,YER176W,0.0,0.5,53,7,20,40,0.6083333333333333,0.8833333333333333,0.5698924731182796,0.25925925925925924,0.7407407407407407
27,YKL070W,0.0,0.5,53,7,21,39,0.6166666666666667,0.8833333333333333,0.5760869565217391,0.25,0.75
28,YGR249W,0.0,0.5,53,7,22,38,0.625,0.8833333333333333,0.5824175824175825,0.2413793103448276,0.7586206896551724
29,YJL085W,0.0,0.5,53,7,23,37,0.6333333333333333,0.8833333333333333,0.5888888888888889,0.23333333333333334,0.7666666666666667
30,YJL166W,0.0,0.5,53,7,24,36,0.6416666666666667,0.8833333333333333,0.5955056179775281,0.22580645161290322,0.7741935483870968
31,YBR142W,0.0,0.5,53,7,25,35,0.65,0.8833333333333333,0.6022727272727273,0.21875,0.78125
32,YNR028W,0.0,0.5,53,7,26,34,0.6583333333333333,0.8833333333333333,0.6091954022988506,0.21212121212121213,0.7878787878787878
33,YGR180C,0.0,0.5,53,7,27,33,0.6666666666666666,0.8833333333333333,0.6162790697674418,0.20588235294117646,0.7941176470588235
34,YGL032C,0.0,0.5,53,7,28,32,0.675,0.8833333333333333,0.6235294117647059,0.2,0.8
35,YEL027W,0.0,0.5,53,7,29,31,0.6833333333333333,0.8833333333333333,0.6309523809523809,0.19444444444444445,0.8055555555555556
36,YGL050W,0.0,0.5,53,7,30,30,0.6916666666666667,0.8833333333333333,0.6385542168674698,0.1891891891891892,0.8108108108108109
37,YIL165C,0.0,0.5,53,7,31,29,0.7,0.8833333333333333,0.6463414634146342,0.18421052631578946,0.8157894736842105
38,YER057C,0.0,0.5,53,7,32,28,0.7083333333333334,0.8833333333333333,0.654320987654321,0.1794871794871795,0.8205128205128205
39,YDL148C,0.0,0.5,53,7,33,27,0.7166666666666667,0.8833333333333333,0.6625,0.175,0.825
40,YLR429W,0.0,0.5,53,7,34,26,0.725,0.8833333333333333,0.6708860759493671,0.17073170731707318,0.8292682926829268
41,YDL020C,0.0,0.5,53,7,35,25,0.7333333333333333,0.8833333333333333,0.6794871794871795,0.16666666666666666,0.8333333333333334
42,YJR022W,0.0,0.5,53,7,36,24,0.7416666666666667,0.8833333333333333,0.6883116883116883,0.16279069767441862,0.8372093023255814
43,YDL142C,1.0,0.5,52,8,36,24,0.7333333333333333,0.8666666666666667,0.6842105263157895,0.18181818181818182,0.8181818181818182
44,YKR042W,1.0,0.5,51,9,36,24,0.725,0.85,0.68,0.2,0.8
45,YMR055C,0.0,0.5,51,9,37,23,0.7333333333333333,0.85,0.6891891891891891,0.1956521739130435,0.8043478260869565
46,YKL019W,0.0,0.5,51,9,38,22,0.7416666666666667,0.85,0.6986301369863014,0.19148936170212766,0.8085106382978723
47,YML104C,1.0,0.5,50,10,38,22,0.7333333333333333,0.8333333333333334,0.6944444444444444,0.20833333333333334,0.7916666666666666
48,YJR118C,1.0,0.5,49,11,38,22,0.725,0.8166666666666667,0.6901408450704225,0.22448979591836735,0.7755102040816326
49,YML071C,0.0,0.5,49,11,39,21,0.7333333333333333,0.8166666666666667,0.7,0.22,0.78
50,YPL170W,0.0,0.5,49,11,40,20,0.7416666666666667,0.8166666666666667,0.7101449275362319,0.21568627450980393,0.7843137254901961
51,YOR326W,1.0,0.5,48,12,40,20,0.7333333333333333,0.8,0.7058823529411765,0.23076923076923078,0.7692307692307693
52,YLR190W,1.0,0.5,47,13,40,20,0.725,0.7833333333333333,0.7014925373134329,0.24528301886792453,0.7547169811320755
53,YGL020C,1.0,0.5,46,14,40,20,0.7166666666666667,0.7666666666666667,0.696969696969697,0.25925925925925924,0.7407407407407407
54,YOR147W,1.0,0.5,45,15,40,20,0.7083333333333334,0.75,0.6923076923076923,0.2727272727272727,0.7272727272727273
55,YIL065C,1.0,0.5,44,16,40,20,0.7,0.7333333333333333,0.6875,0.2857142857142857,0.7142857142857143
56,YGL019W,0.0,0.5,44,16,41,19,0.7083333333333334,0.7333333333333333,0.6984126984126984,0.2807017543859649,0.7192982456140351
57,YJR120W,1.0,0.5,43,17,41,19,0.7,0.7166666666666667,0.6935483870967742,0.29310344827586204,0.7068965517241379
58,YOR003W,0.0,0.5,43,17,42,18,0.7083333333333334,0.7166666666666667,0.7049180327868853,0.288135593220339,0.711864406779661
59,YPR125W,1.0,0.5,42,18,42,18,0.7,0.7,0.7,0.3,0.7
60,YNR021W,0.0,0.5,42,18,43,17,0.7083333333333334,0.7,0.711864406779661,0.29508196721311475,0.7049180327868853
61,YBR234C,1.0,0.5,41,19,43,17,0.7,0.6833333333333333,0.7068965517241379,0.3064516129032258,0.6935483870967742
62,YLL001W,1.0,0.5,40,20,43,17,0.6916666666666667,0.6666666666666666,0.7017543859649122,0.31746031746031744,0.6825396825396826
63,YNL249C,0.0,0.5,40,20,44,16,0.7,0.6666666666666666,0.7142857142857143,0.3125,0.6875
64,YGR101W,1.0,0.5,39,21,44,16,0.6916666666666667,0.65,0.7090909090909091,0.3230769230769231,0.676923076923077
65,YIL039W,0.0,0.5,39,21,45,15,0.7,0.65,0.7222222222222222,0.3181818181818182,0.6818181818181818
66,YIL014C-A,0.0,0.5,39,21,46,14,0.7083333333333334,0.65,0.7358490566037735,0.31343283582089554,0.6865671641791045
67,YHR013C,0.0,0.5,39,21,47,13,0.7166666666666667,0.65,0.75,0.3088235294117647,0.6911764705882353
68,YJR065C,1.0,0.5,38,22,47,13,0.7083333333333334,0.6333333333333333,0.7450980392156863,0.3188405797101449,0.6811594202898551
69,YDR105C,0.0,0.5,38,22,48,12,0.7166666666666667,0.6333333333333333,0.76,0.3142857142857143,0.6857142857142857
70,YKL013C,1.0,0.5,37,23,48,12,0.7083333333333334,0.6166666666666667,0.7551020408163265,0.323943661971831,0.676056338028169
71,YDL029W,1.0,0.5,36,24,48,12,0.7,0.6,0.75,0.3333333333333333,0.6666666666666666
72,YHR083W,1.0,0.5,35,25,48,12,0.6916666666666667,0.5833333333333334,0.7446808510638298,0.3424657534246575,0.6575342465753424
73,YHR092C,0.0,0.5,35,25,49,11,0.7,0.5833333333333334,0.7608695652173914,0.33783783783783783,0.6621621621621622
74,YMR275C,1.0,0.5,34,26,49,11,0.6916666666666667,0.5666666666666667,0.7555555555555555,0.3466666666666667,0.6533333333333333
75,YCR028C-A,1.0,0.5,33,27,49,11,0.6833333333333333,0.55,0.75,0.35526315789473684,0.6447368421052632
76,YLR195C,0.0,0.5,33,27,50,10,0.6916666666666667,0.55,0.7674418604651163,0.35064935064935066,0.6493506493506493
77,YMR297W,0.0,0.5,33,27,51,9,0.7,0.55,0.7857142857142857,0.34615384615384615,0.6538461538461539
78,YML133C,0.0,0.5,33,27,52,8,0.7083333333333334,0.55,0.8048780487804879,0.34177215189873417,0.6582278481012658
79,YOR330C,1.0,0.5,32,28,52,8,0.7,0.5333333333333333,0.8,0.35,0.65
80,YHR032W,0.0,0.5,32,28,53,7,0.7083333333333334,0.5333333333333333,0.8205128205128205,0.345679012345679,0.654320987654321
81,YBR091C,1.0,0.5,31,29,53,7,0.7,0.5166666666666667,0.8157894736842105,0.35365853658536583,0.6463414634146342
82,YDR380W,0.0,0.5,31,29,54,6,0.7083333333333334,0.5166666666666667,0.8378378378378378,0.3493975903614458,0.6506024096385542
83,YER033C,0.0,0.501631498336792,31,29,55,5,0.7166666666666667,0.5166666666666667,0.8611111111111112,0.34523809523809523,0.6547619047619048
84,YBR149W,0.0,0.5028920769691467,31,29,56,4,0.725,0.5166666666666667,0.8857142857142857,0.3411764705882353,0.6588235294117647
85,YLR291C,0.0,0.5060552954673767,31,29,57,3,0.7333333333333333,0.5166666666666667,0.9117647058823529,0.3372093023255814,0.6627906976744186
86,YGL073W,0.0,0.5365403294563293,31,29,58,2,0.7416666666666667,0.5166666666666667,0.9393939393939394,0.3333333333333333,0.6666666666666666
87,YNL331C,0.0,0.5512089133262634,31,29,59,1,0.75,0.5166666666666667,0.96875,0.32954545454545453,0.6704545454545454
88,YKL138C,0.0,0.5567137598991394,31,29,60,0,0.7583333333333333,0.5166666666666667,1.0,0.3258426966292135,0.6741573033707865
89,YOR037W,1.0,0.748508870601654,30,30,60,0,0.75,0.5,1.0,0.3333333333333333,0.6666666666666666
90,YJL054W,1.0,0.7638410925865173,29,31,60,0,0.7416666666666667,0.48333333333333334,1.0,0.34065934065934067,0.6593406593406593
91,YPR131C,1.0,0.8257835507392883,28,32,60,0,0.7333333333333333,0.4666666666666667,1.0,0.34782608695652173,0.6521739130434783
92,YMR211W,1.0,0.8413763642311096,27,33,60,0,0.725,0.45,1.0,0.3548387096774194,0.6451612903225806
93,YEL020W-A,1.0,0.84200119972229,26,34,60,0,0.7166666666666667,0.43333333333333335,1.0,0.3617021276595745,0.6382978723404256
94,YPR140W,1.0,0.8457260727882385,25,35,60,0,0.7083333333333334,0.4166666666666667,1.0,0.3684210526315789,0.631578947368421
95,YOR211C,1.0,0.9079070687294006,24,36,60,0,0.7,0.4,1.0,0.375,0.625
96,YDL006W,1.0,0.9097748398780823,23,37,60,0,0.6916666666666667,0.38333333333333336,1.0,0.38144329896907214,0.6185567010309279
97,YNL310C,1.0,0.941395103931427,22,38,60,0,0.6833333333333333,0.36666666666666664,1.0,0.3877551020408163,0.6122448979591837
98,YDR393W,1.0,0.9548450708389282,21,39,60,0,0.675,0.35,1.0,0.3939393939393939,0.6060606060606061
99,YNL079C,1.0,0.9641713500022888,20,40,60,0,0.6666666666666666,0.3333333333333333,1.0,0.4,0.6
100,YLR368W,1.0,0.9851565361022949,19,41,60,0,0.6583333333333333,0.31666666666666665,1.0,0.40594059405940597,0.594059405940594
101,YPR083W,1.0,0.9861313104629517,18,42,60,0,0.65,0.3,1.0,0.4117647058823529,0.5882352941176471
102,YCL044C,1.0,0.9864554405212402,17,43,60,0,0.6416666666666667,0.2833333333333333,1.0,0.4174757281553398,0.5825242718446602
103,YDL217C,1.0,0.9980154037475586,16,44,60,0,0.6333333333333333,0.26666666666666666,1.0,0.4230769230769231,0.5769230769230769
104,YLR370C,1.0,0.9986644983291626,15,45,60,0,0.625,0.25,1.0,0.42857142857142855,0.5714285714285714
105,YBR179C,1.0,0.9996285438537598,14,46,60,0,0.6166666666666667,0.23333333333333334,1.0,0.4339622641509434,0.5660377358490566
106,YER154W,1.0,0.9996685981750488,13,47,60,0,0.6083333333333333,0.21666666666666667,1.0,0.4392523364485981,0.5607476635514018
107,YNL304W,1.0,0.9996834993362427,12,48,60,0,0.6,0.2,1.0,0.4444444444444444,0.5555555555555556
108,YHR031C,1.0,0.999885082244873,11,49,60,0,0.5916666666666667,0.18333333333333332,1.0,0.44954128440366975,0.5504587155963303
109,YMR012W,1.0,0.9999942779541016,10,50,60,0,0.5833333333333334,0.16666666666666666,1.0,0.45454545454545453,0.5454545454545454
110,YBL080C,1.0,0.9999991655349731,9,51,60,0,0.575,0.15,1.0,0.4594594594594595,0.5405405405405406
