,Batches,Loss
0,0.0,0.6934932470321655
1,100.0,69.34647578001022
2,200.0,69.20962935686111
3,300.0,68.85333120822906
4,400.0,68.3594400882721
5,500.0,67.66724050045013
6,600.0,66.58603483438492
7,700.0,64.76802515983582
8,800.0,64.56706196069717
9,900.0,63.30798405408859
10,1000.0,62.02461051940918
11,1100.0,61.37386339902878
12,1200.0,60.29493576288223
13,1300.0,58.68777108192444
14,1400.0,58.73767623305321
15,1500.0,59.21105086803436
16,1600.0,56.604777961969376
17,1700.0,57.51722210645676
18,1800.0,55.864839524030685
19,1900.0,55.243623584508896
20,2000.0,52.95202440023422
21,2100.0,53.661832213401794
22,2200.0,51.84522756934166
23,2300.0,54.28415980935097
24,2400.0,54.4266411960125
25,2500.0,51.80329614877701
26,2600.0,51.52296316623688
27,2700.0,51.06266915798187
28,2800.0,52.69539710879326
29,2900.0,51.76965093612671
30,3000.0,50.8127298951149
31,3100.0,50.00301197171211
32,3200.0,51.60191959142685
33,3300.0,50.24145919084549
34,3400.0,50.35464555025101
35,3500.0,49.53322994709015
36,3600.0,54.258459359407425
37,3700.0,50.93166199326515
38,3800.0,49.39812505245209
39,3900.0,50.224154233932495
40,4000.0,49.55089223384857
41,4100.0,49.38816496729851
42,4200.0,52.416722893714905
43,4300.0,49.6357601583004
44,4400.0,49.99510762095451
45,4500.0,52.572039753198624
46,4600.0,48.60257688164711
47,4700.0,48.31192135810852
48,4800.0,50.643319338560104
49,4900.0,48.35155031085014
50,5000.0,49.308725863695145
51,5100.0,55.94683018326759
52,5200.0,50.47125095129013
53,5300.0,48.04061162471771
54,5400.0,49.49788889288902
55,5500.0,49.19927191734314
56,5600.0,48.293685138225555
57,5700.0,48.08213999867439
58,5800.0,48.710819751024246
59,5900.0,50.5841406583786
60,6000.0,48.51324915885925
61,6100.0,48.56512960791588
62,6200.0,49.59232285618782
63,6300.0,51.293184012174606
64,6400.0,48.46291357278824
65,6500.0,48.1354641020298
66,6600.0,51.000312864780426
67,6700.0,47.98818442225456
68,6800.0,49.12159052491188
69,6900.0,49.68069276213646
70,7000.0,48.39164409041405
71,7100.0,48.25925561785698
72,7200.0,47.888500928878784
73,7300.0,47.817374020814896
74,7400.0,48.14189291000366
75,7500.0,47.29032179713249
76,7600.0,48.20241633057594
77,7700.0,48.246992379426956
78,7800.0,48.43444699048996
79,7900.0,47.9205539226532
80,8000.0,48.28115835785866
81,8100.0,48.801670491695404
82,8200.0,50.73921945691109
83,8300.0,48.15458056330681
84,8400.0,48.318604439496994
85,8500.0,47.655135214328766
86,8600.0,47.395134061574936
87,8700.0,47.9147814810276
88,8800.0,48.52189779281616
89,8900.0,48.268779277801514
90,9000.0,48.2151917219162
91,9100.0,47.879974007606506
92,9200.0,47.891637444496155
93,9300.0,47.85179242491722
