Batch,Training Loss
0,17.02222377061844
100,24.235813431441784
200,23.08335465817072
300,27.074047362573708
400,22.96787981624584
500,25.775599620167668
600,22.528418079775292
700,24.6397357089445
800,25.313441823236644
900,28.641079511930002
1000,31.25295847706002
1100,32.650023360743944
1200,35.74542814878805
1300,31.715668756864034
1400,29.180794659536332
1500,33.50802071791077
1600,34.37201340991305
1700,26.627899578073993
1800,28.15477593572723
1900,33.716419432574014
2000,30.35537123749964
2100,28.89380532782525
2200,27.761951888552865
2300,27.93666371274594
2400,25.917588248703396
2500,29.52521055698162
2600,27.5895070590268
2700,29.28317319972848
2800,30.689861038527624
2900,27.604544826803703
3000,29.748548929492244
3100,26.756396719953045
3200,26.420489763258956
3300,42.79705121793086
3400,46.448644861423304
3500,45.03660392941674
3600,32.55574739421718
3700,38.08906808172469
3800,32.27466842165768
3900,31.165994654642418
4000,30.33276542276144
4100,25.767293899492955
4200,26.289904654839575
4300,27.30392976953721
4400,28.423450622241944
4500,30.471011528017698
4600,27.335268950584577
4700,25.810485677793622
4800,26.525564714567736
4900,22.88230046089302
5000,25.66630409072968
5100,26.305074520361813
5200,22.343954297713935
5300,22.680446408585794
5400,22.456573738590805
5500,22.848696142157678
5600,23.207480523092272
5700,26.02327440539375
5800,22.015978976298356
5900,21.952809424225364
6000,26.027126456421684
6100,27.39319951353594
6200,26.173568941710982
6300,20.33708207088057
6400,23.270120941654
6500,20.409501084162457
6600,22.388926671352237
6700,21.018286966066803
6800,23.087827444922205
6900,23.979277161997743
7000,23.646055904377135
7100,22.526214054320008
7200,22.46897074644221
7300,25.12201275693951
7400,24.949398756958544
7500,23.14507931150729
7600,22.140808727048352
7700,23.101844486547634
7800,24.6270790542967
7900,20.260282929812092
8000,19.88849726143235
8100,25.803830263437703
8200,21.461483908104128
8300,24.516095861003123
8400,30.971165442733763
8500,25.554624494194286
8600,19.180260408822505
8700,26.29277852429368
8800,21.629087610854185
8900,22.421581348928157
9000,22.51345030295488
9100,24.29124299157411
9200,23.744968724129052
9300,23.024747251998633
9400,22.92068275011843
9500,18.6004245475051
9600,23.990246875211596
9700,21.24515080844867
9800,19.70712084029219
9900,23.059863305683393
10000,22.465485672815703
10100,17.637978760059923
10200,23.68278698661561
10300,20.209684872301295
10400,20.659570566320326
10500,20.333260057959706
10600,20.615667049649346
10700,22.106102057397948
10800,18.673096542130224
10900,19.34515165823359
11000,21.800896994842333
11100,20.44682598183863
11200,16.68391111213714
11300,21.491010873491177
11400,21.624992231838405
11500,20.728101033135317
11600,20.76090038055554
11700,16.84280057103024
11800,18.147480984891445
11900,18.45380269177258
12000,19.618954438428773
12100,19.551848381603122
12200,16.844926727695565
12300,18.70724267506739
12400,20.826899821404368
12500,17.429973377264105
12600,19.76245696778642
12700,18.513398172333837
12800,17.1211032345891
12900,18.252508262405172
13000,17.828591603174573
