Batch,Training Loss,Validation Loss
0,69.79913711547852,69.8376315832138
100,48.41661815345287,10.197320058941841
200,6.301473140716553,5.646503008902073
300,5.2132233045995235,5.1904429867863655
400,5.053503956645727,4.973140172660351
500,4.940737936645746,5.844305455684662
600,4.6117672473192215,4.10619780421257
700,4.576830446720123,4.6988703310489655
800,4.452709123492241,3.897828720510006
900,4.581381052732468,4.7960663959383965
1000,4.473680157214403,4.408968761563301
1100,4.300938423722982,4.206128977239132
1200,4.297072883695364,4.518116042017937
1300,4.2967564314603806,3.8432150334119797
1400,4.200488831847906,4.389134980738163
1500,4.13256773352623,5.484483912587166
1600,4.174779087305069,4.533288292586803
1700,4.150141075253487,4.497451558709145
1800,4.138966089114547,4.150393083691597
1900,4.137073345482349,4.32904340326786
2000,4.054770238697529,4.0055156499147415
2100,4.060021281242371,3.6184435710310936
2200,4.0770193785429,4.220012053847313
2300,4.0470313988626,3.690316751599312
2400,3.997582618147135,4.189886823296547
2500,3.9891921505331993,3.777916207909584
2600,3.9841845631599426,3.903307691216469
2700,3.9160026498138905,3.8987115398049355
2800,3.98801713809371,3.5908236354589462
2900,3.9521756321191788,3.8355665653944016
3000,3.928801704198122,3.681359328329563
3100,3.9729541875422,4.414076022803783
3200,3.8674874268472195,4.248754940927029
3300,3.8773011714220047,3.88301320374012
3400,3.879192840307951,3.593081459403038
3500,3.8819404263049364,3.4215835481882095
3600,3.912909423932433,4.471882618963718
3700,3.8766999021172523,4.12198007106781
3800,3.8592886067926884,3.938992992043495
3900,3.8238874245435,3.4764783829450607
4000,3.838530097156763,4.119163155555725
4100,3.806425143033266,3.8249635323882103
4200,3.8501200638711452,3.322310484945774
4300,3.8510728757828474,3.892834447324276
4400,3.8280105106532574,3.6957624554634094
4500,3.796531990170479,4.033458791673183
4600,3.763413593173027,3.84046483784914
4700,3.7669423054903746,3.439438045024872
4800,3.811047300696373,3.8164830207824707
4900,3.819584522396326,3.8696464896202087
5000,3.782866284251213,3.6514879390597343
5100,3.72509384714067,4.267371781170368
5200,3.7863088473677635,3.5732948780059814
5300,3.7617040127515793,4.1724710166454315
5400,3.727177893742919,3.92079446464777
5500,3.7755940221250057,3.296212814748287
5600,3.7599815763533115,3.7408021464943886
5700,3.76129487156868,3.7211311981081963
5800,3.703154895454645,3.3976512402296066
5900,3.7662443369627,3.7655870616436005
6000,3.7292881552129984,3.4075896814465523
6100,3.740156028419733,4.275678358972073
6200,3.779765436425805,3.571808971464634
6300,3.72234065271914,4.40014336258173
6400,3.7591563183814287,3.623426966369152
6500,3.752776775509119,3.715212680399418
6600,3.717068549245596,3.840055540204048
6700,3.70442233979702,4.01987049728632
6800,3.751115795224905,4.068172909319401
6900,3.651858564466238,4.320650473237038
7000,3.6908983383327723,3.655708469450474
7100,3.7002423238009214,3.7606048956513405
7200,3.6692469976842403,3.754907175898552
7300,3.754690185189247,3.602754659950733
7400,3.693352187052369,3.737744316458702
7500,3.7234901264309883,3.4256838262081146
7600,3.694753708317876,3.695640228688717
7700,3.6707920655608177,3.855845034122467
7800,3.715697042644024,3.488638289272785
7900,3.629940366372466,3.2637356594204903
8000,3.6600348837673664,3.9258043467998505
8100,3.678656091913581,3.7155455723404884
8200,3.657022761180997,3.560495413839817
8300,3.733904931694269,3.9649498462677
8400,3.5987250972539186,3.838898651301861
8500,3.706883169710636,4.193790070712566
8600,3.6463239267468452,3.546610549092293
8700,3.6574352961033583,3.188818972557783
8800,3.664973843842745,3.5194404050707817
8900,3.6218599192798138,3.472481854259968
9000,3.6807716451585293,3.7648654356598854
9100,3.6598709374666214,3.6384864151477814
9200,3.661370452493429,3.461502641439438
9300,3.674627335742116,3.8497820124030113
9400,3.6449491176754236,3.504628911614418
9500,3.5955648627132177,3.718327134847641
9600,3.6862918939441442,4.045574143528938
9700,3.612054666504264,3.288067542016506
9800,3.6354044526815414,3.3715656399726868
9900,3.6245976630598307,3.7240977957844734
10000,3.6403384432196617,3.862914703786373
10100,3.6873216554522514,3.639386221766472
10200,3.6033062860369682,4.0315475687384605
10300,3.577599758282304,4.19185571372509
10400,3.5725262127816677,3.5621892288327217
10500,3.6688493695110083,3.9638491719961166
10600,3.559788817539811,3.5362111032009125
10700,3.6169391945004463,3.627770282328129
10800,3.6226115319877863,3.8042527437210083
10900,3.6301127038896084,4.221726879477501
11000,3.59386202506721,3.2448428124189377
11100,3.641022862866521,3.8189974799752235
11200,3.606515696272254,3.594229780137539
11300,3.631296318024397,4.483548067510128
11400,3.6026917342096567,4.569096788764
11500,3.632195446640253,3.958408311009407
11600,3.6212704312056303,4.024392552673817
11700,3.6439885832369328,3.7973467633128166
11800,3.6316113751381636,3.5112394392490387
11900,3.569780943915248,3.388712517917156
12000,3.5850222688168287,3.985227532684803
12100,3.6334260050207376,3.9625096693634987
12200,3.6114706341177225,4.24139104783535
12300,3.639506733044982,3.5417987778782845
12400,3.5722479596734047,4.028153717517853
12500,3.642329476773739,3.4551408514380455
12600,3.5559644121676683,3.527297079563141
12700,3.5806101597845554,3.8463613018393517
12800,3.5931165404617786,3.64582072943449
12900,3.6191389057785273,4.189520664513111
13000,3.586254384368658,3.7816065177321434
13100,3.647774811834097,4.147390387952328
13200,3.574618175625801,3.307863473892212
13300,3.6187606751918793,3.8320867717266083
13400,3.631603630259633,3.597104139626026
13500,3.5103878546506166,3.9520392566919327
13600,3.5567868892103434,3.5507824271917343
13700,3.5873365625739098,3.5182050615549088
13800,3.5980189964175224,3.4161263331770897
13900,3.613687701523304,3.5458890721201897
14000,3.5284510478377342,3.1603383645415306
14100,3.5329527761787176,3.4450823441147804
14200,3.5404451694339514,3.6989880725741386
14300,3.5145886316895485,3.232942782342434
14400,3.595761649310589,4.287850633263588
14500,3.572315441444516,3.8688258081674576
14600,3.5814420003443956,3.7066465988755226
14700,3.583098202943802,3.7971798330545425
14800,3.5520354099571705,3.9503665268421173
14900,3.5835838485509157,3.827263042330742
15000,3.5638986863195896,3.1483958661556244
15100,3.560712590813637,4.073801562190056
15200,3.5943440832197666,4.472980760037899
15300,3.591287126764655,3.5696689784526825
15400,3.522833939641714,3.2039351761341095
15500,3.575337855145335,3.9678414911031723
15600,3.5702341124415398,3.5962149128317833
15700,3.5091023594141006,3.6041593179106712
15800,3.548825040459633,3.9645783230662346
15900,3.5661808997392654,3.9457568526268005
16000,3.565568657591939,4.26160741597414
16100,3.5727177653461695,3.7492819502949715
16200,3.5410373359918594,3.553263209760189
16300,3.539675557985902,3.6632313951849937
16400,3.5173138827085495,3.5049383714795113
16500,3.564744643867016,3.3953802660107613
16600,3.5099951289594173,3.767925798892975
16700,3.585786884650588,4.1409847140312195
16800,3.5343268010765314,3.313901647925377
16900,3.5333550926297903,3.708377406001091
17000,3.5665781684219837,3.344336412847042
17100,3.553926356136799,3.5611696168780327
17200,3.503946991637349,3.484317734837532
17300,3.5423596277832985,3.4139521792531013
17400,3.526321006938815,3.887334316968918
17500,3.545594997704029,4.181631915271282
17600,3.4744735453277826,3.4816452860832214
17700,3.549710724502802,3.669781982898712
17800,3.6280628945678473,3.7608085945248604
17900,3.5379433408379555,3.4950432181358337
18000,3.509998820722103,3.788205608725548
18100,3.5218520760536194,3.6825650185346603
18200,3.528030652552843,3.810073919594288
18300,3.5166028570383787,3.369872085750103
18400,3.572090705856681,3.837442509829998
18500,3.4922908172011375,3.841012716293335
18600,3.5219315458089113,3.6691686138510704
18700,3.544538276270032,3.5001639649271965
18800,3.5445448365062475,3.6018244177103043
18900,3.532357841730118,3.347456716001034
19000,3.559859111905098,4.404859691858292
19100,3.551247315481305,3.6578036844730377
19200,3.510475704446435,3.654434010386467
19300,3.4728878531605005,3.6374472454190254
19400,3.5145729556679726,3.480188511312008
19500,3.4953645654022694,3.5909119993448257
19600,3.521266207098961,3.752919025719166
19700,3.5205673947930336,3.3737845346331596
19800,3.5774917602539062,3.6347000300884247
19900,3.5361124854534864,3.8224299997091293
20000,3.5431003738194704,3.457675501704216
20100,3.499103270471096,3.9619672670960426
20200,3.5525181386619806,3.520588129758835
20300,3.5778492093086243,3.3795959874987602
20400,3.5009268056601286,3.4719987958669662
20500,3.4919418785721064,4.277115501463413
20600,3.5160640254616737,3.431524895131588
20700,3.552168732509017,3.358096331357956
20800,3.5139878876507282,3.380463533103466
20900,3.508117003366351,3.520566038787365
21000,3.47723207809031,3.6005179956555367
21100,3.5451505072414875,3.4999674931168556
21200,3.4597888346761465,3.488759659230709
21300,3.578970229253173,3.6107472330331802
21400,3.549576349556446,3.7843843922019005
21500,3.532611208036542,4.234386086463928
21600,3.4928000532090664,4.166653528809547
21700,3.518432840704918,3.897565044462681
21800,3.491269376128912,4.237010292708874
21900,3.5751600824296474,3.3854834735393524
22000,3.508804079145193,4.404896944761276
22100,3.4918298721313477,3.886547200381756
22200,3.4978108406066895,3.9328423514962196
22300,3.4750478994101286,3.585973307490349
22400,3.499141877517104,3.3236002177000046
