Gene A,Gene B,Label,Score,True Positive,False Negative,True Negative,False Positive,Accuracy,Precision,Recall,False Positive Rate,Selectivity
YDR322W,YBR185C,1,8.954746,1.0,1027.0,9972.0,0.0,0.9066363573074341,1.0,0.0009727626456879079,0.0,1.0
YBR262C,YBL078C,1,8.887006,2.0,1026.0,9972.0,0.0,0.9067272543907166,1.0,0.0019455252913758159,0.0,1.0
YMR302C,YDR493W,1,8.752124,3.0,1025.0,9972.0,0.0,0.9068182110786438,1.0,0.002918287878856063,0.0,1.0
YMR145C,YEL024W,0,8.543718,3.0,1025.0,9971.0,1.0,0.9067272543907166,0.75,0.002918287878856063,0.00010028078395407647,0.9998997449874878
YBR269C,YLR038C,1,8.370645,4.0,1024.0,9971.0,1.0,0.9068182110786438,0.800000011920929,0.0038910505827516317,0.00010028078395407647,0.9998997449874878
YBR185C,YPL240C,1,8.29773,5.0,1023.0,9971.0,1.0,0.9069091081619263,0.8333333134651184,0.004863813053816557,0.00010028078395407647,0.9998997449874878
YOR173W,YJR034W,0,7.901468,5.0,1023.0,9970.0,2.0,0.9068182110786438,0.7142857313156128,0.004863813053816557,0.00020056156790815294,0.9997994303703308
YBR037C,YER058W,1,7.7874103,6.0,1022.0,9970.0,2.0,0.9069091081619263,0.75,0.005836575757712126,0.00020056156790815294,0.9997994303703308
YBL101C,YGR220C,0,7.752936,6.0,1022.0,9969.0,3.0,0.9068182110786438,0.6666666865348816,0.005836575757712126,0.00030084236641414464,0.9996991753578186
YNR020C,YLR259C,1,7.714558,7.0,1021.0,9969.0,3.0,0.9069091081619263,0.699999988079071,0.006809338461607695,0.00030084236641414464,0.9996991753578186
YBR179C,YER058W,1,7.6986294,8.0,1020.0,9969.0,3.0,0.9070000052452087,0.7272727489471436,0.0077821011655032635,0.00030084236641414464,0.9996991753578186
YLL009C,YDR231C,1,7.6669927,9.0,1019.0,9969.0,3.0,0.9070909023284912,0.75,0.008754863403737545,0.00030084236641414464,0.9996991753578186
YBR037C,YDR231C,1,7.6533537,10.0,1018.0,9969.0,3.0,0.9071817994117737,0.7692307829856873,0.009727626107633114,0.00030084236641414464,0.9996991753578186
YDR393W,YBR185C,1,7.627915,11.0,1017.0,9969.0,3.0,0.9072727560997009,0.7857142686843872,0.010700388811528683,0.00030084236641414464,0.9996991753578186
YJL102W,YIL098C,1,7.60312,12.0,1016.0,9969.0,3.0,0.9073636531829834,0.800000011920929,0.011673151515424252,0.00030084236641414464,0.9996991753578186
YEL059C-A,YDR511W,1,7.514567,13.0,1015.0,9969.0,3.0,0.9074545502662659,0.8125,0.01264591421931982,0.00030084236641414464,0.9996991753578186
YDR322W,YMR271C,0,7.5093093,13.0,1015.0,9968.0,4.0,0.9073636531829834,0.7647058963775635,0.01264591421931982,0.0004011231358163059,0.9995988607406616
YGR132C,YBL078C,1,7.500439,14.0,1014.0,9968.0,4.0,0.9074545502662659,0.7777777910232544,0.01361867692321539,0.0004011231358163059,0.9995988607406616
YGL219C,YBR185C,1,7.4803095,15.0,1013.0,9968.0,4.0,0.9075454473495483,0.7894737124443054,0.014591439627110958,0.0004011231358163059,0.9995988607406616
YPR155C,YKR006C,0,7.396696,15.0,1013.0,9967.0,5.0,0.9074545502662659,0.75,0.014591439627110958,0.0005014039343222976,0.9994986057281494
YDR512C,YDR493W,1,7.3808465,16.0,1012.0,9967.0,5.0,0.9075454473495483,0.761904776096344,0.015564202331006527,0.0005014039343222976,0.9994986057281494
YKL087C,YKL091C,0,7.2999043,16.0,1012.0,9966.0,6.0,0.9074545502662659,0.7272727489471436,0.015564202331006527,0.0006016847328282893,0.9993982911109924
YDR322C-A,YJL180C,1,7.274327,17.0,1011.0,9966.0,6.0,0.9075454473495483,0.739130437374115,0.01653696410357952,0.0006016847328282893,0.9993982911109924
YDL239C,YJR080C,1,7.2727814,18.0,1010.0,9966.0,6.0,0.9076363444328308,0.75,0.01750972680747509,0.0006016847328282893,0.9993982911109924
YMR041C,YDR494W,0,7.165688,18.0,1010.0,9965.0,7.0,0.9075454473495483,0.7200000286102295,0.01750972680747509,0.000701965531334281,0.9992980360984802
YBR262C,YAL008W,1,7.129329,19.0,1009.0,9965.0,7.0,0.9076363444328308,0.7307692170143127,0.01848248951137066,0.000701965531334281,0.9992980360984802
YDR237W,YBR169C,0,7.1062016,19.0,1009.0,9964.0,8.0,0.9075454473495483,0.7037037014961243,0.01848248951137066,0.0008022462716326118,0.999197781085968
YDR322C-A,YPR133W-A,1,7.0871787,20.0,1008.0,9964.0,8.0,0.9076363444328308,0.7142857313156128,0.019455252215266228,0.0008022462716326118,0.999197781085968
YDR032C,YGR174C,0,7.0859256,20.0,1008.0,9963.0,9.0,0.9075454473495483,0.6896551847457886,0.019455252215266228,0.0009025270701386034,0.999097466468811
YLR259C,YDR031W,0,7.0571156,20.0,1008.0,9962.0,10.0,0.9074545502662659,0.6666666865348816,0.019455252215266228,0.0010028078686445951,0.9989972114562988
YKL141W,YJR034W,1,7.0546246,21.0,1007.0,9962.0,10.0,0.9075454473495483,0.6774193644523621,0.020428014919161797,0.0010028078686445951,0.9989972114562988
YBR179C,YDR529C,1,7.0444665,22.0,1006.0,9962.0,10.0,0.9076363444328308,0.6875,0.021400777623057365,0.0010028078686445951,0.9989972114562988
YEL020W-A,YOL060C,1,7.019116,23.0,1005.0,9962.0,10.0,0.9077273011207581,0.6969696879386902,0.022373540326952934,0.0010028078686445951,0.9989972114562988
YOR045W,YGL219C,1,6.993973,24.0,1004.0,9962.0,10.0,0.9078181982040405,0.7058823704719543,0.023346303030848503,0.0010028078686445951,0.9989972114562988
YNR020C,YPL098C,1,6.9932103,25.0,1003.0,9962.0,10.0,0.907909095287323,0.7142857313156128,0.024319065734744072,0.0010028078686445951,0.9989972114562988
YHR117W,YBL078C,1,6.912926,26.0,1002.0,9962.0,10.0,0.9079999923706055,0.7222222089767456,0.02529182843863964,0.0010028078686445951,0.9989972114562988
YPL173W,YDR074W,0,6.901755,26.0,1002.0,9961.0,11.0,0.907909095287323,0.7027027010917664,0.02529182843863964,0.001103088608942926,0.9988968968391418
YGR231C,YER058W,1,6.8906417,27.0,1001.0,9961.0,11.0,0.9079999923706055,0.7105262875556946,0.02626459114253521,0.001103088608942926,0.9988968968391418
YGR101W,YIL042C,1,6.8819623,28.0,1000.0,9961.0,11.0,0.9080908894538879,0.7179487347602844,0.02723735384643078,0.001103088608942926,0.9988968968391418
YMR302C,YLR304C,1,6.874916,29.0,999.0,9961.0,11.0,0.9081818461418152,0.7250000238418579,0.028210116550326347,0.001103088608942926,0.9988968968391418
YPR083W,YLR038C,1,6.8421335,30.0,998.0,9961.0,11.0,0.9082727432250977,0.7317073345184326,0.029182879254221916,0.001103088608942926,0.9988968968391418
YFL016C,YLR295C,1,6.795526,31.0,997.0,9961.0,11.0,0.9083636403083801,0.738095223903656,0.030155641958117485,0.001103088608942926,0.9988968968391418
YLR077W,YBR037C,1,6.7890077,32.0,996.0,9961.0,11.0,0.9084545373916626,0.7441860437393188,0.031128404662013054,0.001103088608942926,0.9988968968391418
YPL098C,YDR074W,0,6.783646,32.0,996.0,9960.0,12.0,0.9083636403083801,0.7272727489471436,0.031128404662013054,0.0012033694656565785,0.9987966418266296
YBR269C,YFL036W,1,6.7681293,33.0,995.0,9960.0,12.0,0.9084545373916626,0.7333333492279053,0.032101165503263474,0.0012033694656565785,0.9987966418266296
YFL030W,YPL172C,0,6.7600126,33.0,995.0,9959.0,13.0,0.9083636403083801,0.717391312122345,0.032101165503263474,0.0013036502059549093,0.9986963272094727
YGR231C,YGR174C,1,6.753268,34.0,994.0,9959.0,13.0,0.9084545373916626,0.7234042286872864,0.03307392820715904,0.0013036502059549093,0.9986963272094727
YDR375C,YCR079W,1,6.7423368,35.0,993.0,9959.0,13.0,0.9085454344749451,0.7291666865348816,0.03404669091105461,0.0013036502059549093,0.9986963272094727
YPR020W,YJR080C,1,6.7109275,36.0,992.0,9959.0,13.0,0.9086363911628723,0.7346938848495483,0.03501945361495018,0.0013036502059549093,0.9986963272094727
